"columns","QFR_industry_code","QFR_industry_title","standard_industry_code","year","standard_code_type"
"AL - AN","34","Fabricated Metal Products","3411 - 3499",1981,"SIC_1987"
"AO - AQ","35","Machinery, Except Electrical","3511 - 3599",1981,"SIC_1987"
"AR - AT","36","Electrical and Electronic Equipment","3612 - 3699",1981,"SIC_1987"
"AU - AW","37","Transportation Equipment","3711 - 3799",1981,"SIC_1987"
"AX - AZ","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1981,"SIC_1987"
"BA - BC","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1981,"SIC_1987"
"BD - BF","38","Instruments and Related Products","3812 - 3873",1981,"SIC_1987"
"BG","50","Wholesale Trade, Durable Goods","5012 - 5099",1981,"SIC_1987"
"BH","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1981,"SIC_1987"
"BI","53","General Merchandise Stores","5311 - 5399",1981,"SIC_1987"
"BJ","54","Retail Food Stores","5411 - 5499",1981,"SIC_1987"
"BK - BU","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1981,"SIC_1987"
"BV - BX","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1981,"SIC_1987"
"BY - CI","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1981,"SIC_1987"
"CJ - CL","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1981,"SIC_1987"
"CM","10.-14.","All Mining","1011 - 1499",1981,"SIC_1987"
"CN - CX","20.-39.","All Manufacturing","2011 - 3999",1981,"SIC_1987"
"CY - DA","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1981,"SIC_1987"
"DB - DD","33.5-33.6","Nonferrous Metals","3331 - 3369",1981,"SIC_1987"
"DE","50.-51.","All Wholesale Trade","5012 - 5199",1981,"SIC_1987"
"DF","53.-59.","All Retail Trade","5311 - 5999",1981,"SIC_1987"
"DG","55.-59.","All Other Retail Trade","5511 - 5999",1981,"SIC_1987"
"B - D","20","Food and Kindred Products","2011 - 2141",1982,"SIC_1987"
"E - G","21","Tobacco Manufactures","2101 - 2141",1982,"SIC_1987"
"H - J","22","Textile Mill Products","2211 - 2299",1982,"SIC_1987"
"K - M","26","Paper and Allied Products","2611 - 2679",1982,"SIC_1987"
"N - P","27","Printing and Publishing","2711 - 2796",1982,"SIC_1987"
"Q - S","28","Chemicals and Allied Products","2812 - 2899",1982,"SIC_1987"
"T - V","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1982,"SIC_1987"
"W - Y","28.300000000000001","Drugs","2833 - 2836",1982,"SIC_1987"
"Z - AB","29","Petroleum and Coal Products","2911 - 2999",1982,"SIC_1987"
"AC - AE","30","Rubber and Misc. Plastics Products","3011 - 3089",1982,"SIC_1987"
"AF - AH","32","Stone, Clay, and Glass Products","3211 - 3299",1982,"SIC_1987"
"AI - AK","33","Primary Metal Industries","3312 - 3399",1982,"SIC_1987"
"AL - AN","34","Fabricated Metal Products","3411 - 3499",1982,"SIC_1987"
"AO - AQ","35","Machinery, Except Electrical","3511 - 3599",1982,"SIC_1987"
"AR - AT","36","Electrical and Electronic Equipment","3612 - 3699",1982,"SIC_1987"
"AU - AW","37","Transportation Equipment","3711 - 3799",1982,"SIC_1987"
"AX - AZ","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1982,"SIC_1987"
"BA - BC","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1982,"SIC_1987"
"BD - BF","38","Instruments and Related Products","3812 - 3873",1982,"SIC_1987"
"BG","50","Wholesale Trade, Durable Goods","5012 - 5099",1982,"SIC_1987"
"BH","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1982,"SIC_1987"
"BI","53","General Merchandise Stores","5311 - 5399",1982,"SIC_1987"
"BJ","54","Retail Food Stores","5411 - 5499",1982,"SIC_1987"
"BK - BU","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1982,"SIC_1987"
"BV - BX","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1982,"SIC_1987"
"BY - CI","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1982,"SIC_1987"
"CJ - CL","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1982,"SIC_1987"
"CM","10.-14.","All Mining","1011 - 1499",1982,"SIC_1987"
"CN - CX","20.-39.","All Manufacturing","2011 - 3999",1982,"SIC_1987"
"CY - DA","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1982,"SIC_1987"
"DB - DD","33.5-33.6","Nonferrous Metals","3331 - 3369",1982,"SIC_1987"
"DE","50.-51.","All Wholesale Trade","5012 - 5199",1982,"SIC_1987"
"DF","53.-59.","All Retail Trade","5311 - 5999",1982,"SIC_1987"
"DG","55.-59.","All Other Retail Trade","5511 - 5999",1982,"SIC_1987"
"B - D","20","Food and Kindred Products","2011 - 2141",1983,"SIC_1987"
"E - G","21","Tobacco Manufactures","2101 - 2141",1983,"SIC_1987"
"H - J","22","Textile Mill Products","2211 - 2299",1983,"SIC_1987"
"K - M","26","Paper and Allied Products","2611 - 2679",1983,"SIC_1987"
"N - P","27","Printing and Publishing","2711 - 2796",1983,"SIC_1987"
"Q - S","28","Chemicals and Allied Products","2812 - 2899",1983,"SIC_1987"
"T - V","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1983,"SIC_1987"
"W - Y","28.300000000000001","Drugs","2833 - 2836",1983,"SIC_1987"
"Z - AB","29","Petroleum and Coal Products","2911 - 2999",1983,"SIC_1987"
"AC - AE","30","Rubber and Misc. Plastics Products","3011 - 3089",1983,"SIC_1987"
"AF - AH","32","Stone, Clay, and Glass Products","3211 - 3299",1983,"SIC_1987"
"AI - AK","33","Primary Metal Industries","3312 - 3399",1983,"SIC_1987"
"AL - AN","34","Fabricated Metal Products","3411 - 3499",1983,"SIC_1987"
"AO - AQ","35","Machinery, Except Electrical","3511 - 3599",1983,"SIC_1987"
"AR - AT","36","Electrical and Electronic Equipment","3612 - 3699",1983,"SIC_1987"
"AU - AW","37","Transportation Equipment","3711 - 3799",1983,"SIC_1987"
"AX - AZ","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1983,"SIC_1987"
"BA - BC","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1983,"SIC_1987"
"BD - BF","38","Instruments and Related Products","3812 - 3873",1983,"SIC_1987"
"BG","50","Wholesale Trade, Durable Goods","5012 - 5099",1983,"SIC_1987"
"BH","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1983,"SIC_1987"
"BI","53","General Merchandise Stores","5311 - 5399",1983,"SIC_1987"
"BJ","54","Retail Food Stores","5411 - 5499",1983,"SIC_1987"
"BK - BU","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1983,"SIC_1987"
"BV - BX","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1983,"SIC_1987"
"BY - CI","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1983,"SIC_1987"
"CJ - CL","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1983,"SIC_1987"
"CM","10.-14.","All Mining","1011 - 1499",1983,"SIC_1987"
"CN - CX","20.-39.","All Manufacturing","2011 - 3999",1983,"SIC_1987"
"CY - DA","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1983,"SIC_1987"
"DB - DD","33.5-33.6","Nonferrous Metals","3331 - 3369",1983,"SIC_1987"
"DE","50.-51.","All Wholesale Trade","5012 - 5199",1983,"SIC_1987"
"DF","53.-59.","All Retail Trade","5311 - 5999",1983,"SIC_1987"
"DG","55.-59.","All Other Retail Trade","5511 - 5999",1983,"SIC_1987"
"B - D","20","Food and Kindred Products","2011 - 2141",1984,"SIC_1987"
"E - G","21","Tobacco Manufactures","2101 - 2141",1984,"SIC_1987"
"H - J","22","Textile Mill Products","2211 - 2299",1984,"SIC_1987"
"K - M","26","Paper and Allied Products","2611 - 2679",1984,"SIC_1987"
"N - P","27","Printing and Publishing","2711 - 2796",1984,"SIC_1987"
"Q - S","28","Chemicals and Allied Products","2812 - 2899",1984,"SIC_1987"
"T - V","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1984,"SIC_1987"
"W - Y","28.300000000000001","Drugs","2833 - 2836",1984,"SIC_1987"
"Z - AB","29","Petroleum and Coal Products","2911 - 2999",1984,"SIC_1987"
"AC - AE","30","Rubber and Misc. Plastics Products","3011 - 3089",1984,"SIC_1987"
"AF - AH","32","Stone, Clay, and Glass Products","3211 - 3299",1984,"SIC_1987"
"AI - AK","33","Primary Metal Industries","3312 - 3399",1984,"SIC_1987"
"AL - AN","34","Fabricated Metal Products","3411 - 3499",1984,"SIC_1987"
"AO - AQ","35","Machinery, Except Electrical","3511 - 3599",1984,"SIC_1987"
"AR - AT","36","Electrical and Electronic Equipment","3612 - 3699",1984,"SIC_1987"
"AU - AW","37","Transportation Equipment","3711 - 3799",1984,"SIC_1987"
"AX - AZ","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1984,"SIC_1987"
"BA - BC","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1984,"SIC_1987"
"BD - BF","38","Instruments and Related Products","3812 - 3873",1984,"SIC_1987"
"BG","50","Wholesale Trade, Durable Goods","5012 - 5099",1984,"SIC_1987"
"BH","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1984,"SIC_1987"
"BI","53","General Merchandise Stores","5311 - 5399",1984,"SIC_1987"
"BJ","54","Retail Food Stores","5411 - 5499",1984,"SIC_1987"
"BK - BU","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1984,"SIC_1987"
"BV - BX","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1984,"SIC_1987"
"BY - CI","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1984,"SIC_1987"
"CJ - CL","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1984,"SIC_1987"
"CM","10.-14.","All Mining","1011 - 1499",1984,"SIC_1987"
"CN - CX","20.-39.","All Manufacturing","2011 - 3999",1984,"SIC_1987"
"CY - DA","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1984,"SIC_1987"
"DB - DD","33.5-33.6","Nonferrous Metals","3331 - 3369",1984,"SIC_1987"
"DE","50.-51.","All Wholesale Trade","5012 - 5199",1984,"SIC_1987"
"DF","53.-59.","All Retail Trade","5311 - 5999",1984,"SIC_1987"
"DG","55.-59.","All Other Retail Trade","5511 - 5999",1984,"SIC_1987"
"B - D","20","Food and Kindred Products (includes Tobacco Manufactures)","2011 - 2141",1985,"SIC_1987"
"E - G","22","Textile Mill Products","2211 - 2299",1985,"SIC_1987"
"H - J","26","Paper and Allied Products","2611 - 2679",1985,"SIC_1987"
"K - M","27","Printing and Publishing","2711 - 2796",1985,"SIC_1987"
"N - P","28","Chemicals and Allied Products","2812 - 2899",1985,"SIC_1987"
"Q - S","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1985,"SIC_1987"
"T - V","28.300000000000001","Drugs","2833 - 2836",1985,"SIC_1987"
"W - Y","29","Petroleum and Coal Products","2911 - 2999",1985,"SIC_1987"
"Z - AB","30","Rubber and Misc. Plastics Products","3011 - 3089",1985,"SIC_1987"
"AC - AE","32","Stone, Clay, and Glass Products","3211 - 3299",1985,"SIC_1987"
"AF - AH","33","Primary Metal Industries","3312 - 3399",1985,"SIC_1987"
"AI - AK","34","Fabricated Metal Products","3411 - 3499",1985,"SIC_1987"
"AL - AN","35","Machinery, Except Electrical","3511 - 3599",1985,"SIC_1987"
"AO - AQ","36","Electrical and Electronic Equipment","3612 - 3699",1985,"SIC_1987"
"AR - AT","37","Transportation Equipment","3711 - 3799",1985,"SIC_1987"
"AU - AW","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1985,"SIC_1987"
"AX - AZ","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1985,"SIC_1987"
"BA - BC","38","Instruments and Related Products","3812 - 3873",1985,"SIC_1987"
"BD","50","Wholesale Trade, Durable Goods","5012 - 5099",1985,"SIC_1987"
"BE","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1985,"SIC_1987"
"BF","53","General Merchandise Stores","5311 - 5399",1985,"SIC_1987"
"BG","54","Retail Food Stores","5411 - 5499",1985,"SIC_1987"
"BH - BR","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1985,"SIC_1987"
"BS - BU","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1985,"SIC_1987"
"BV - CF","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1985,"SIC_1987"
"CG - CI","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1985,"SIC_1987"
"CJ","10.-14.","All Mining","1011 - 1499",1985,"SIC_1987"
"CK - CU","20.-39.","All Manufacturing","2011 - 3999",1985,"SIC_1987"
"CV - CX","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1985,"SIC_1987"
"CY - DA","33.5-33.6","Nonferrous Metals","3331 - 3369",1985,"SIC_1987"
"DB","50.-51.","All Wholesale Trade","5012 - 5199",1985,"SIC_1987"
"DC","53.-59.","All Retail Trade","5311 - 5999",1985,"SIC_1987"
"DD","55.-59.","All Other Retail Trade","5511 - 5999",1985,"SIC_1987"
"B - D","20","Food and Kindred Products (includes Tobacco Manufactures)","2011 - 2141",1986,"SIC_1987"
"E - G","22","Textile Mill Products","2211 - 2299",1986,"SIC_1987"
"H - J","26","Paper and Allied Products","2611 - 2679",1986,"SIC_1987"
"K - M","27","Printing and Publishing","2711 - 2796",1986,"SIC_1987"
"N - P","28","Chemicals and Allied Products","2812 - 2899",1986,"SIC_1987"
"Q - S","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1986,"SIC_1987"
"T - V","28.300000000000001","Drugs","2833 - 2836",1986,"SIC_1987"
"W - Y","29","Petroleum and Coal Products","2911 - 2999",1986,"SIC_1987"
"Z - AB","30","Rubber and Misc. Plastics Products","3011 - 3089",1986,"SIC_1987"
"AC - AE","32","Stone, Clay, and Glass Products","3211 - 3299",1986,"SIC_1987"
"AF - AH","33","Primary Metal Industries","3312 - 3399",1986,"SIC_1987"
"AI - AK","34","Fabricated Metal Products","3411 - 3499",1986,"SIC_1987"
"AL - AN","35","Machinery, Except Electrical","3511 - 3599",1986,"SIC_1987"
"AO - AQ","36","Electrical and Electronic Equipment","3612 - 3699",1986,"SIC_1987"
"AR - AT","37","Transportation Equipment","3711 - 3799",1986,"SIC_1987"
"AU - AW","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1986,"SIC_1987"
"AX - AZ","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1986,"SIC_1987"
"BA - BC","38","Instruments and Related Products","3812 - 3873",1986,"SIC_1987"
"BD","50","Wholesale Trade, Durable Goods","5012 - 5099",1986,"SIC_1987"
"BE","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1986,"SIC_1987"
"BF","53","General Merchandise Stores","5311 - 5399",1986,"SIC_1987"
"BG","54","Retail Food Stores","5411 - 5499",1986,"SIC_1987"
"BH - BR","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1986,"SIC_1987"
"BS - BU","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1986,"SIC_1987"
"BV - CF","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1986,"SIC_1987"
"CG - CI","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1986,"SIC_1987"
"CJ","10.-14.","All Mining","1011 - 1499",1986,"SIC_1987"
"CK - CU","20.-39.","All Manufacturing","2011 - 3999",1986,"SIC_1987"
"CV - CX","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1986,"SIC_1987"
"CY - DA","33.5-33.6","Nonferrous Metals","3331 - 3369",1986,"SIC_1987"
"DB","50.-51.","All Wholesale Trade","5012 - 5199",1986,"SIC_1987"
"DC","53.-59.","All Retail Trade","5311 - 5999",1986,"SIC_1987"
"DD","55.-59.","All Other Retail Trade","5511 - 5999",1986,"SIC_1987"
"B - D","20","Food and Kindred Products (includes Tobacco Manufactures)","2011 - 2141",1987,"SIC_1987"
"E - G","22","Textile Mill Products","2211 - 2299",1987,"SIC_1987"
"H - J","26","Paper and Allied Products","2611 - 2679",1987,"SIC_1987"
"K - M","27","Printing and Publishing","2711 - 2796",1987,"SIC_1987"
"N - P","28","Chemicals and Allied Products","2812 - 2899",1987,"SIC_1987"
"Q - S","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1987,"SIC_1987"
"T - V","28.300000000000001","Drugs","2833 - 2836",1987,"SIC_1987"
"W - Y","29","Petroleum and Coal Products","2911 - 2999",1987,"SIC_1987"
"Z - AB","30","Rubber and Misc. Plastics Products","3011 - 3089",1987,"SIC_1987"
"AC - AE","32","Stone, Clay, and Glass Products","3211 - 3299",1987,"SIC_1987"
"AF - AH","33","Primary Metal Industries","3312 - 3399",1987,"SIC_1987"
"AI - AK","34","Fabricated Metal Products","3411 - 3499",1987,"SIC_1987"
"AL - AN","35","Machinery, Except Electrical","3511 - 3599",1987,"SIC_1987"
"AO - AQ","36","Electrical and Electronic Equipment","3612 - 3699",1987,"SIC_1987"
"AR - AT","37","Transportation Equipment","3711 - 3799",1987,"SIC_1987"
"AU - AW","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1987,"SIC_1987"
"AX - AZ","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1987,"SIC_1987"
"BA - BC","38","Instruments and Related Products","3812 - 3873",1987,"SIC_1987"
"BD","50","Wholesale Trade, Durable Goods","5012 - 5099",1987,"SIC_1987"
"BE","51","Wholesale Trade, Nondurable Goods","5111 - 5199",1987,"SIC_1987"
"BF","53","General Merchandise Stores","5311 - 5399",1987,"SIC_1987"
"BG","54","Retail Food Stores","5411 - 5499",1987,"SIC_1987"
"BH - BR","98","All Nondurable Manufacturing Industries","2011 - 2399, 2611 - 3199",1987,"SIC_1987"
"BS - BU","98.099999999999994","Other Nondurable Manufacturing Industries","2311 - 2399, 3111 - 3199",1987,"SIC_1987"
"BV - CF","99","All Durable Manufacturing Industries","2411 - 2599, 3211 - 3999",1987,"SIC_1987"
"CG - CI","99.099999999999994","Other Durable Manufacturing Industries","2411 - 2599, 3911 - 3999",1987,"SIC_1987"
"CJ","10.-14.","All Mining","1011 - 1499",1987,"SIC_1987"
"CK - CU","20.-39.","All Manufacturing","2011 - 3999",1987,"SIC_1987"
"CV - CX","33.1-33.2","Iron and Steel","3312 - 3325, 3398 - 3399",1987,"SIC_1987"
"CY - DA","33.5-33.6","Nonferrous Metals","3331 - 3369",1987,"SIC_1987"
"DB","50.-51.","All Wholesale Trade","5012 - 5199",1987,"SIC_1987"
"DC","53.-59.","All Retail Trade","5311 - 5999",1987,"SIC_1987"
"DD","55.-59.","All Other Retail Trade","5511 - 5999",1987,"SIC_1987"
"B - D","20","Food and Kindred Products (includes Tobacco Manufactures)","2011 - 2141",1988,"SIC_1987"
"E - G","22","Textile Mill Products","2211 - 2299",1988,"SIC_1987"
"H - J","26","Paper and Allied Products","2611 - 2679",1988,"SIC_1987"
"K - M","27","Printing and Publishing","2711 - 2796",1988,"SIC_1987"
"N - P","28","Chemicals and Allied Products","2812 - 2899",1988,"SIC_1987"
"Q - S","28.100000000000001","Industrial Chemicals and Synthetics","2812 - 2819, 2823 - 2824, 2861 - 2869",1988,"SIC_1987"
"T - V","28.300000000000001","Drugs","2833 - 2836",1988,"SIC_1987"
"W - Y","29","Petroleum and Coal Products","2911 - 2999",1988,"SIC_1987"
"Z - AB","30","Rubber and Misc. Plastics Products","3011 - 3089",1988,"SIC_1987"
"AC - AE","32","Stone, Clay, and Glass Products","3211 - 3299",1988,"SIC_1987"
"AF - AH","33","Primary Metal Industries","3312 - 3399",1988,"SIC_1987"
"AI - AK","34","Fabricated Metal Products","3411 - 3499",1988,"SIC_1987"
"AL - AN","35","Machinery, Except Electrical","3511 - 3599",1988,"SIC_1987"
"AO - AQ","36","Electrical and Electronic Equipment","3612 - 3699",1988,"SIC_1987"
"AR - AT","37","Transportation Equipment","3711 - 3799",1988,"SIC_1987"
"AU - AW","37.100000000000001","Motor Vehicles and Equipment","3711 - 3716",1988,"SIC_1987"
"AX - AZ","37.700000000000003","Aircraft, Guided Missiles, and Parts","3721 - 3728, 3761 - 3769",1988,"SIC_1987"
"BA - BC","38","Instruments and Related Products","3812 - 3873",1988,"SIC_1987"
"BD","50","Wholesale Trade, Durable Goods","5012 - 5099",1988,"SIC_1987"
