Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2016:Q2,pct40to60,8442793,3467221,2739632,727589,4975572,919827,101585,221786,216992,4795,47614,42022,5592,585481,145642,186359,350370,1953082,281555,182272,1826190,1823171,1115060,675817,23947,8348,3019,6616602,25150243,,
2016:Q2,pct20to40,4695013,2241220,1729031,512189,2453793,539622,51738,93011,90918,2093,15999,14051,1948,274812,82504,44357,112035,877528,230168,132018,1040132,1038393,564411,442543,14956,16483,1739,3654881,25153176,,
2016:Q2,pct00to20,2649339,1280069,965958,314112,1369269,244084,21666,53955,52447,1508,49421,45264,4158,268869,62999,10495,40342,186941,363193,67303,662423,661084,280902,282565,22533,75083,1340,1986915,25146383,,
2016:Q3,pct99to100,22477079,4096399,3353328,743071,18380679,2255800,293354,1082373,1065329,17044,362542,334584,27957,8502484,331364,66793,999463,346049,4055453,85004,1048645,1042712,686338,129832,40929,185613,5933,21428434,1259434,869988,3792344927
2016:Q3,pct80to99,48298634,12682010,10986470,1695540,35616624,4132452,835949,1318451,1304904,13547,540794,501362,39432,9947344,739005,1250368,3928216,7986031,4549708,388304,6039355,6023789,4690467,1068306,73300,191716,15566,42259279,23937727,111580,869988
2016:Q3,pct60to80,15895611,5611753,4502457,1109296,10283857,1174843,217563,318338,315725,2613,67130,55189,11942,1394389,251596,606685,1069249,4231829,682449,269786,3230537,3225174,2192663,930861,61314,40336,5363,12665074,25197908,67758,111576
2016:Q3,pct40to60,8625630,3601192,2860099,741093,5024438,946325,100469,217012,215873,1139,52118,46611,5507,585370,147138,190182,360163,1956175,284757,184728,1853298,1850205,1124185,693033,25718,7269,3093,6772332,25195710,41328,67741
2016:Q3,pct20to40,4766721,2303053,1792945,510109,2463668,546948,50442,89216,88690,526,16342,14680,1662,277997,83295,44556,116455,869718,236510,132189,1052166,1050425,564742,454398,15204,16081,1740,3714555,25198591,23297,41327
2016:Q3,pct00to20,2688589,1319418,1007336,312081,1369171,238982,20563,47902,47494,408,45416,41342,4074,274116,65857,11221,40320,189846,366925,68025,659387,658023,284953,285158,9726,78185,1365,2029201,25192374,0,23297
2016:Q4,pct99to100,22620161,4140451,3405814,734637,18479710,2251550,288188,1009483,1009483,0,364627,336975,27652,8611926,342960,66194,994852,369567,4094001,86362,1061873,1056498,688344,125145,47635,195374,5375,21558288,1261772,,
2016:Q4,pct80to99,48552982,12910832,11199018,1711813,35642151,4196324,820699,1271460,1271460,0,524085,484863,39223,9994865,730051,1238642,3974300,7978022,4519694,394009,6042831,6027964,4714804,1084033,68627,160501,14867,42510152,23980773,,
2016:Q4,pct60to80,16043780,5684039,4568081,1115959,10359740,1216976,214877,301896,301896,0,63561,51385,12176,1432479,251936,596588,1067137,4253526,688562,272203,3266889,3261594,2204586,958021,58203,40785,5294,12776891,25243651,,
2016:Q4,pct40to60,8669200,3612907,2862036,750871,5056293,949130,98811,201688,201688,0,50048,44641,5408,593054,145194,191349,367641,1991149,279481,188746,1877954,1874820,1129366,712653,24806,7995,3134,6791246,25240794,,
2016:Q4,pct20to40,4835743,2351946,1840612,511334,2483797,561510,49185,87180,87180,0,16552,14463,2089,281207,84240,43049,117577,872946,235562,134789,1076006,1074262,570395,471740,14732,17396,1744,3759737,25243805,,
2016:Q4,pct00to20,2737885,1338763,1026648,312114,1399122,258951,22601,44153,44153,0,41337,37379,3958,283390,63112,11074,40933,197570,365230,70772,654813,653529,284437,284844,9294,74954,1284,2083072,25238059,,
2017:Q1,pct99to100,23333812,4189264,3455002,734262,19144548,2273033,278369,989350,989350,0,386711,359571,27139,9155960,359139,66471,1019275,395017,4134476,86747,1070191,1064005,691103,114836,53734,204333,6185,22263621,1264125,,
2017:Q1,pct80to99,49542666,13112840,11381351,1731489,36429826,4311468,795508,1271640,1271640,0,525980,487233,38746,10498079,730573,1267770,4154376,7988630,4490801,395003,6062065,6046762,4735972,1073498,63199,174093,15303,43480601,24023686,,
2017:Q1,pct60to80,16382928,5759216,4632959,1126257,10623712,1270120,210370,301848,301848,0,66171,53843,12328,1545488,254745,605939,1117550,4284982,695011,271489,3270690,3265257,2213602,955381,54683,41591,5433,13112239,25289134,,
2017:Q1,pct40to60,8825248,3661102,2900905,760198,5164146,962932,96255,195275,195275,0,45744,40541,5203,626588,144896,202627,395527,2030047,274439,189817,1891088,1887992,1134936,719705,23447,9903,3096,6934160,25285588,,
2017:Q1,pct20to40,4915755,2391883,1875313,516570,2523872,580556,47316,87655,87655,0,14105,11626,2479,295006,85324,43481,123562,876891,234630,135346,1084098,1082312,576300,474837,13794,17381,1786,3831657,25288890,,
2017:Q1,pct00to20,2833943,1387626,1071200,316426,1446317,278930,24516,45659,45659,0,38886,35117,3769,302517,61283,11281,41163,206065,363574,72444,654709,653440,284615,292164,8490,68171,1269,2179234,25283515,,
2017:Q2,pct99to100,23942125,4237794,3510143,727651,19704331,2210374,274766,1008488,1008488,0,394241,367241,27000,9469709,373130,66486,1031828,420133,4367705,87471,1084443,1077922,694972,108822,60783,213346,6521,22857682,1266490,,
2017:Q2,pct80to99,50288186,13316521,11572003,1744518,36971665,4260112,783543,1311877,1311877,0,515154,476349,38805,10754608,726370,1284585,4282513,7994141,4661137,397624,6112763,6097419,4766242,1081775,63020,186382,15344,44175423,24066460,,
2017:Q2,pct60to80,16695117,5859964,4728530,1131433,10835153,1287992,208275,317789,317789,0,64609,51878,12731,1619821,256333,609420,1147318,4313918,737830,271848,3306251,3300752,2229031,975257,54073,42391,5499,13388866,25334362,,
2017:Q2,pct40to60,9006301,3745686,2977732,767954,5260615,940780,94889,197114,197114,0,43257,38054,5203,646342,143773,210857,415727,2068098,307870,191907,1919132,1916047,1143775,735803,24692,11777,3085,7087169,25330114,,
2017:Q2,pct20to40,4990261,2438939,1921123,517816,2551322,585189,46261,90578,90578,0,13777,10699,3078,303109,86343,43327,127666,880645,237817,136610,1106808,1104994,583087,489021,15477,17409,1814,3883453,25333834,,
2017:Q2,pct00to20,2946191,1444265,1127568,316697,1501926,299221,26598,52867,52867,0,35474,31764,3710,316635,58988,11382,41521,214408,370340,74494,650023,648793,285453,292029,9807,61504,1230,2296168,25328747,,
2017:Q3,pct99to100,24433609,4289557,3571509,718048,20144052,2181514,290790,960434,960434,0,400809,374669,26140,9821575,388956,66524,1049588,445366,4448878,89618,1097351,1090677,699239,102296,66427,222715,6675,23336258,1268862,,
2017:Q3,pct80to99,50984499,13518098,11762738,1755359,37466402,4275883,813027,1282991,1282991,0,503523,465635,37888,11047889,725882,1302415,4436774,7999298,4671606,407112,6156291,6141058,4803131,1094411,58283,185234,15232,44828208,24109092,,
2017:Q3,pct60to80,16989818,5954699,4819983,1134716,11035119,1320189,213727,306128,306128,0,62718,49966,12752,1701332,258895,613380,1187283,4342789,751923,276755,3345648,3340111,2249323,996716,50984,43088,5538,13644170,25379339,,
2017:Q3,pct40to60,9148728,3806818,3031389,775429,5341910,933072,97232,184885,184885,0,40413,35606,4807,668302,143295,219337,440126,2106257,310693,198297,1949109,1946024,1154388,754754,23561,13321,3085,7199619,25374395,,
2017:Q3,pct20to40,5077685,2493518,1976139,517379,2584167,595665,47738,89264,89264,0,13184,9781,3403,312077,87418,43220,132729,884390,237628,140852,1127995,1126157,590291,503299,14730,17836,1838,3949690,25378629,,
2017:Q3,pct00to20,3042351,1498286,1183064,315222,1544065,319463,29340,50186,50186,0,31875,28490,3385,331726,57047,11491,41776,222783,370257,78123,650266,649082,286429,297703,9161,55789,1183,2392085,25373760,,
2017:Q4,pct99to100,25226482,4318197,3609349,708848,20908285,2176560,311501,956510,956510,0,389576,364037,25539,10410059,404954,66659,1071119,470907,4559986,90455,1110755,1103990,702749,97310,72589,231342,6765,24115728,1271239,,
2017:Q4,pct80to99,52044215,13702616,11919850,1782766,38341599,4339396,851532,1299976,1299976,0,476202,438847,37355,11585364,725624,1324630,4610812,8006157,4711642,410264,6234070,6219003,4835881,1111838,55776,215507,15067,45810145,24151576,,
2017:Q4,pct60to80,17345677,6031869,4884347,1147521,11313809,1362682,220629,312710,312710,0,55885,42918,12967,1824153,261523,619423,1235027,4372658,771664,277454,3391534,3385968,2266818,1025979,49127,44044,5567,13954143,25424072,,
2017:Q4,pct40to60,9326619,3860561,3069885,790676,5466058,935594,100290,181847,181847,0,39504,34952,4552,704159,142854,228898,467813,2144930,319447,200723,1981279,1978191,1163100,775900,23555,15636,3088,7345339,25418453,,
2017:Q4,pct20to40,5180293,2548962,2028150,520811,2631331,610332,49753,90774,90774,0,14933,11034,3899,326648,88499,43320,138525,888204,237993,142348,1153012,1151152,596902,521791,15122,17337,1860,4027281,25423265,,
2017:Q4,pct00to20,3148054,1551102,1234089,317013,1596951,339747,32317,54050,54050,0,27102,23954,3148,352114,55121,11638,41934,231268,371354,80305,643288,642156,286895,297932,9434,47894,1133,2504765,25418560,,
2018:Q1,pct99to100,25439758,4389884,3682922,706963,21049874,2211626,304630,967484,967484,0,396225,371411,24814,10398810,419485,66144,1053996,495640,4644449,91383,1120254,1112141,705599,87030,79060,240452,8113,24319504,1273616,,
2018:Q1,pct80to99,52396362,14003795,12195037,1808758,38392567,4482974,832564,1333698,1333698,0,465599,428923,36676,11492852,722159,1316899,4606345,8002709,4722915,413853,6249226,6233287,4852920,1099599,54063,226704,15939,46147135,24193906,,
2018:Q1,pct60to80,17560773,6148171,4987105,1161066,11412602,1422456,217339,326020,326020,0,54460,41308,13152,1844439,263326,611188,1211253,4397339,786346,278436,3392463,3386679,2272543,1021581,47708,44847,5784,14168310,25468565,,
2018:Q1,pct40to60,9458060,3932829,3129453,803376,5525231,955255,98304,181773,181773,0,36731,32510,4222,704617,141854,231081,467777,2181750,322664,203424,1994564,1991545,1167840,782256,23967,17483,3019,7463496,25462312,,
2018:Q1,pct20to40,5262463,2604863,2077991,526873,2657600,632022,48244,93340,93340,0,14437,10048,4390,326830,89536,41997,137772,891631,237756,144034,1162235,1160318,602530,524447,15937,17404,1917,4100229,25467731,,
2018:Q1,pct00to20,3255310,1616653,1294809,321844,1638656,360105,34473,60449,60449,0,23754,20897,2857,359512,52878,11525,42737,239408,371223,82593,644742,643601,287257,304963,10049,41333,1141,2610568,25463152,,
2018:Q2,pct99to100,25805712,4414745,3712533,702212,21390968,2153463,315343,1000721,1000721,0,406069,382068,24001,10592532,435726,65935,1056088,521108,4752048,91935,1136667,1128501,710908,79942,87402,250249,8166,24669045,1275990,,
2018:Q2,pct80to99,52836696,14166579,12333474,1833105,38670117,4441091,849731,1392678,1392678,0,458288,422383,35905,11612253,722153,1323297,4692849,8005568,4756593,415617,6273188,6257448,4887295,1102955,55535,211663,15740,46563507,24236079,,
2018:Q2,pct60to80,17806958,6231025,5057968,1173058,11575933,1442578,220391,350131,350131,0,54078,40747,13331,1900516,266035,609679,1223532,4425393,805397,278203,3426179,3420372,2290163,1036868,47918,45423,5808,14380779,25512823,,
2018:Q2,pct40to60,9599352,4012401,3196376,816025,5586951,935044,99443,186057,186057,0,33616,29783,3832,717152,141453,236752,481982,2220001,330466,204986,2023664,2020639,1179256,796437,26230,18716,3024,7575688,25505992,,
2018:Q2,pct20to40,5327246,2647344,2115927,531418,2679902,637557,48931,97492,97492,0,13557,8664,4894,331896,90626,41344,140351,895301,237916,144931,1185850,1183913,610083,536873,18719,18238,1938,4141396,25512019,,
2018:Q2,pct00to20,3360744,1669520,1344437,325083,1691224,380560,37278,71179,71179,0,20695,18175,2521,371543,50964,11535,43211,247833,371959,84467,644005,642917,289145,305099,12251,36422,1088,2716739,25507541,,
2018:Q3,pct99to100,26475851,4436068,3739673,696396,22039783,2079296,315696,1058955,1058955,0,418031,394872,23159,11097100,452564,65735,1074208,547450,4837762,92985,1152071,1143350,716615,73964,92903,259869,8721,25323780,1278358,,
2018:Q3,pct80to99,53616312,14305216,12453180,1852035,39311097,4367274,845471,1479601,1479601,0,453283,418150,35134,12052888,723276,1330121,4856365,8016383,4766655,419779,6322024,6306071,4928219,1118305,51941,207606,15953,47294288,24278088,,
2018:Q3,pct60to80,18140377,6310605,5128877,1181727,11829773,1455797,219686,387837,387837,0,54429,40875,13554,2010686,269045,608367,1266426,4457657,820289,279555,3471922,3466016,2312536,1061845,45535,46100,5906,14668455,25556852,,
2018:Q3,pct40to60,9739794,4065815,3239452,826363,5673979,907990,98720,195159,195159,0,30311,26893,3418,747908,141248,242532,508400,2259989,333673,208050,2058549,2055549,1192414,817343,25566,20225,3000,7681245,25549519,,
2018:Q3,pct20to40,5406548,2695881,2161542,534339,2710667,640282,48305,103357,103357,0,12487,7030,5457,344293,91734,40710,145763,899274,237594,146867,1210585,1208613,618067,553396,18395,18754,1972,4195963,25556117,,
2018:Q3,pct00to20,3477854,1721623,1394766,326857,1756231,400979,39774,87915,87915,0,17846,15685,2161,390435,49154,11548,43382,256602,371701,86897,644624,643566,291169,309711,11944,30742,1058,2833230,25551733,,
2018:Q4,pct99to100,25024237,4431329,3746331,684998,20592908,2082872,361103,1116208,1116208,0,416463,394162,22301,9582585,460668,64060,977383,570366,4866795,94406,1170440,1162210,720373,68322,102710,270805,8230,23853798,1280715,,
2018:Q4,pct80to99,51759270,14399932,12517889,1882043,37359338,4448989,931592,1565895,1565895,0,436538,402150,34388,10390257,705970,1269401,4478767,7988072,4718122,425734,6332031,6316727,4957264,1132166,54868,172428,15304,45427239,24319929,,
2018:Q4,pct60to80,17884566,6383469,5187937,1195531,11501097,1502634,234263,427898,427898,0,51209,37364,13845,1773429,267275,574843,1093071,4469963,824421,282090,3514343,3508495,2326907,1088715,46305,46568,5848,14370222,25600657,,
2018:Q4,pct40to60,9674874,4113453,3270049,843405,5561421,914237,105563,203827,203827,0,28256,25270,2986,660267,137836,231707,449810,2292539,325138,212240,2091064,2088026,1200602,837470,28889,21064,3038,7583811,25592913,,
2018:Q4,pct20to40,5446646,2757458,2219979,537479,2689188,656676,53155,109139,109139,0,13038,6931,6107,308933,92579,36867,131281,901776,236161,149582,1240657,1238679,624530,571528,22405,20215,1978,4205989,25600017,,
2018:Q4,pct00to20,3549156,1772171,1444022,328149,1776985,421578,43988,106556,106556,0,14132,12353,1779,365809,45544,10976,45618,263951,369091,89742,643808,642829,291941,308840,15149,26899,980,2905348,25595731,,
2019:Q1,pct99to100,26975552,4485989,3788502,697486,22489563,2100120,395707,1164460,1164460,0,426340,404810,21530,11134035,480412,64860,1039933,600195,4988830,94672,1174397,1165303,721760,57836,104524,281183,9094,25801156,1283059,,
2019:Q1,pct80to99,54343922,14688913,12785335,1903578,39655009,4558499,994199,1643314,1643314,0,430578,396745,33833,11915192,712946,1322144,4855029,8034254,4762743,426110,6311999,6296229,4971118,1119679,46691,158741,15770,48031923,24361598,,
2019:Q1,pct60to80,18598421,6480986,5271425,1209561,12117435,1555617,244369,466075,466075,0,51410,37094,14316,2065238,271820,595413,1219789,4520602,846181,280921,3510385,3504392,2331056,1084334,41789,47213,5993,15088036,25644244,,
2019:Q1,pct40to60,9956156,4146182,3295879,850302,5809975,926372,110223,210453,210453,0,25253,22639,2614,752415,138646,248795,509623,2339754,335502,212940,2096661,2093665,1202664,843310,25274,22417,2996,7859495,25636197,,
2019:Q1,pct20to40,5568446,2793359,2245016,548343,2775086,675549,56564,114353,114353,0,12500,5532,6968,346057,93777,38413,144479,907086,236429,149878,1244779,1242757,629117,573773,18825,21042,2022,4323667,25643709,,
2019:Q1,pct00to20,3702563,1831914,1493253,338661,1870648,442306,47843,125209,125209,0,11311,9889,1421,407691,44290,11387,45028,274126,370142,91314,641551,640587,291223,315537,12205,21623,964,3061011,25639543,,
2019:Q2,pct99to100,27616117,4502323,3806151,696172,23113795,2025565,385406,1227643,1227643,0,443201,422532,20669,11523220,496025,65117,1054441,613401,5184467,95311,1186247,1177373,724673,50544,111472,290684,8874,26429870,1285385,,
2019:Q2,pct80to99,55136582,14838063,12918141,1919922,40298520,4484332,968273,1736387,1736387,0,431153,397922,33231,12228299,711149,1349958,5006298,8074267,4880116,428288,6367508,6352165,5012421,1129943,45507,164294,15343,48769074,24403088,,
2019:Q2,pct60to80,18972654,6567868,5350172,1217696,12404786,1568885,240108,515611,515611,0,53645,38782,14863,2157205,274095,604091,1256996,4571281,881929,280941,3556960,3550984,2355320,1107058,40636,47970,5976,15415694,25687617,,
2019:Q2,pct40to60,10132826,4219866,3361616,858250,5912960,899207,107683,219805,219805,0,21605,19418,2187,776353,137929,259749,534354,2380500,361004,214770,2125419,2122402,1212002,860191,26018,24190,3017,8007407,25679395,,
2019:Q2,pct20to40,5636739,2831299,2278772,552527,2805439,678286,54577,120430,120430,0,11310,3360,7950,355635,94850,38772,149430,913262,237931,150956,1266920,1264885,635590,588023,19998,21275,2035,4369818,25687182,,
2019:Q2,pct00to20,3830390,1886839,1544809,342030,1943551,462818,50267,149979,149979,0,8959,7947,1011,424486,42177,11583,45245,280796,373938,93304,636450,635552,290958,316349,13106,15140,898,3193940,25683172,,
2019:Q3,pct99to100,27697849,4477239,3800410,676829,23220610,1981889,453636,1222293,1222293,0,465388,445677,19710,11472236,511899,65105,1048370,626148,5277926,95721,1197560,1188115,729147,43761,114597,300610,9446,26500289,1287689,867873,3819214019
2019:Q3,pct80to99,55276189,14861358,12912010,1949348,40414831,4472193,1093986,1761256,1761256,0,436654,404063,32591,12082310,709791,1365480,5061301,8109347,4893155,429359,6418031,6402467,5054870,1144337,40706,162555,15564,48858158,24444395,127269,867536
2019:Q3,pct60to80,19190908,6640123,5410647,1229475,12550786,1595621,259614,527546,527546,0,57450,41931,15519,2173945,276492,606902,1255304,4619416,898275,280222,3602690,3596613,2379463,1130716,37745,48690,6076,15588219,25730782,74020,127269
2019:Q3,pct40to60,10288568,4328371,3451326,877045,5960197,885293,117102,215334,215334,0,17452,15749,1702,774621,137288,267687,543876,2420296,365333,215912,2156944,2153951,1223657,880127,24346,25821,2992,8131624,25722529,45817,74020
2019:Q3,pct20to40,5735272,2906153,2353788,552365,2829119,686488,61798,122584,122584,0,9703,607,9096,354902,95933,38546,150825,919260,237525,151556,1288275,1286204,642904,603041,18524,21736,2071,4446997,25730426,25963,45817
2019:Q3,pct00to20,3944011,1955282,1615621,339661,1988730,483443,55352,157340,157340,0,6923,6380,543,432089,40101,11672,45858,287279,373628,95045,635898,635030,291937,322168,11882,9043,868,3308113,25726624,0,25963
2019:Q4,pct99to100,28481114,4535306,3863445,671860,23945808,2077836,470915,1182977,1182977,0,445697,427238,18459,12145607,503360,66524,1085906,630954,5239006,97024,1203349,1194294,737206,53536,112784,290768,9054,27277765,1289970,,
2019:Q4,pct80to99,57184981,15021940,13048823,1973117,42163041,4677764,1171826,1739953,1739953,0,435246,400880,34366,13138431,731061,1395844,5319057,8213540,4901654,438665,6480519,6464678,5063203,1179383,45257,176836,15841,50704462,24485529,,
2019:Q4,pct60to80,19549441,6735891,5494946,1240945,12813549,1643623,269537,495577,495577,0,60702,46675,14028,2279586,276876,611056,1338388,4644459,907839,285905,3645275,3639227,2406701,1145146,38741,48637,6049,15904165,25773758,,
2019:Q4,pct40to60,10562916,4384643,3497092,887551,6178274,933193,125004,209835,209835,0,21561,18399,3161,863855,140515,263013,571151,2427879,399771,222498,2185193,2182130,1244743,884209,24968,28210,3064,8377723,25765636,,
2019:Q4,pct20to40,5868217,2938603,2383385,555218,2929614,708593,65654,118636,118636,0,10208,2297,7911,368582,93363,41983,159356,961466,245665,156108,1293610,1291601,645331,606565,18950,20755,2009,4574606,25773450,,
2019:Q4,pct00to20,3959437,1942518,1599867,342651,2016919,482235,54921,142132,142132,0,7799,7136,663,464597,41072,11893,48526,284376,383082,96285,641732,640852,294137,323352,13498,9866,880,3317705,25769919,,
2020:Q1,pct99to100,25580172,4617043,3948686,668358,20963128,2179185,581031,1156558,1152272,4286,494357,476976,17381,9068966,491400,65683,945123,626855,5257410,96560,1208487,1198494,743855,57360,116799,280480,9993,24371685,1292228,,
2020:Q1,pct80to99,54536610,15305119,13313990,1991129,39231491,4894182,1428448,1727752,1723766,3986,493256,457299,35957,10273997,745312,1323504,4718622,8219014,4967939,439464,6515149,6497936,5059613,1179633,56015,202674,17213,48021461,24526559,,
2020:Q1,pct60to80,18912854,6863986,5614541,1249445,12048868,1693788,305370,471157,470323,834,81926,69183,12743,1738157,275421,566210,1083652,4618869,928372,285946,3641565,3635347,2425834,1118315,42535,48663,6218,15271289,25816621,,
2020:Q1,pct40to60,10518190,4506293,3611337,894956,6011897,983489,146511,206242,205834,408,19573,15103,4471,729344,142521,233095,464757,2416340,446260,223764,2194367,2191311,1261744,869257,29495,30815,3057,8323822,25808805,,
2020:Q1,pct20to40,5892348,2984487,2427095,557391,2907861,731591,80381,115496,115246,250,6904,0,6904,293871,90681,40556,136514,1000057,254835,156974,1280663,1278679,646529,589076,23647,19428,1983,4611685,25816321,,
2020:Q1,pct00to20,3933197,1963441,1618193,345248,1969757,480850,56679,130614,130412,202,12809,12024,785,414067,41356,11223,54011,277799,394776,95573,659394,658441,295523,334186,18696,10036,953,3273803,25813134,,
2020:Q2,pct99to100,27797735,4688123,4025934,662189,23109613,2399610,623666,1046283,993595,52688,479354,462996,16358,10973229,488891,68612,1048981,628951,5254475,97562,1208015,1198836,753415,61678,112038,271705,9179,26589720,1294466,,
2020:Q2,pct80to99,58435380,15590423,13598163,1992260,42844957,5349387,1556363,1606736,1548747,57988,494002,456788,37214,12592716,779510,1422364,5290131,8293494,5012907,447349,6509430,6492283,5064504,1177303,56764,193713,17147,51925950,24567569,,
2020:Q2,pct60to80,19704560,7017083,5769342,1247740,12687477,1795104,322139,392386,380361,12024,85234,73690,11544,2057941,279129,603006,1288391,4628591,944873,290684,3640192,3634063,2449712,1093927,41952,48472,6128,16064368,25859462,,
2020:Q2,pct40to60,11042822,4634374,3739402,894971,6408449,1084933,158197,183181,176702,6480,23134,17572,5562,889014,147995,245216,540789,2418162,488357,229470,2201423,2198269,1284330,853350,27833,32756,3153,8841399,25852143,,
2020:Q2,pct20to40,6109307,3039242,2484442,554800,3070065,775336,87258,106587,103079,3508,5947,0,5947,337144,88278,47242,156431,1041284,263644,160915,1266416,1264506,649574,574220,21555,19157,1910,4842891,25859129,,
2020:Q2,pct00to20,3992105,1988232,1644589,343643,2003872,479271,56654,93671,91168,2503,13603,12741,862,473473,43578,12039,55664,273771,405667,96482,667170,666223,299038,336902,18121,12163,947,3324935,25856359,,
2020:Q3,pct99to100,28877273,4789306,4119715,669591,24087967,2463903,562535,979956,979956,0,449709,434194,15515,11894218,485843,70796,1090804,629373,5361199,99632,1213828,1205191,768184,70030,106769,260208,8637,27663445,1296685,,
2020:Q3,pct80to99,60675890,15955691,13898221,2057470,44720199,5491503,1483451,1542899,1542899,0,480478,442005,38474,13880397,812729,1487246,5562376,8349635,5169077,460408,6648338,6631030,5103571,1205053,56509,265896,17308,54027552,24608644,,
2020:Q3,pct60to80,20199704,7206858,5921328,1285530,12992846,1828862,310807,368350,368350,0,84150,73607,10544,2208085,282566,623579,1376156,4628850,982593,298850,3690697,3684618,2496805,1097981,40961,48871,6079,16509007,25902373,,
2020:Q3,pct40to60,11456235,4807178,3884879,922299,6649057,1119507,154773,175645,175645,0,27684,21073,6611,989563,153298,248972,570554,2416425,554215,238421,2239812,2236578,1320568,853942,25851,36218,3234,9216423,25895754,,
2020:Q3,pct20to40,6270176,3104981,2533344,571637,3165195,791712,81940,100834,100834,0,6339,1165,5174,357226,85851,52318,165446,1081921,274510,167100,1266750,1264907,656705,572529,19186,16487,1843,5003426,25901959,,
2020:Q3,pct00to20,4077928,2030228,1670841,359386,2047701,477465,54641,86268,86268,0,13403,12434,969,510883,45701,12560,58210,269046,420953,98573,676772,675819,305786,343164,17162,9707,952,3401156,25899686,,
2020:Q4,pct99to100,31264935,4922062,4246397,675665,26342873,2634287,521205,987785,987785,0,454410,439697,14713,13841838,486797,72835,1173702,635845,5434199,99972,1227156,1219404,784515,79787,105324,249778,7752,30037779,1298887,,
2020:Q4,pct80to99,64650922,16391388,14275041,2116347,48259533,5846254,1444893,1563846,1563846,0,497138,457653,39485,16244903,854480,1545409,6032793,8473000,5291675,465143,6796392,6779204,5130589,1230903,60314,357399,17188,57854530,24649867,,
2020:Q4,pct60to80,21082209,7426025,6106604,1319421,13656184,1907950,304096,367206,367206,0,92132,82525,9607,2535859,288201,640930,1540674,4663656,1013983,301495,3734146,3728168,2533248,1103444,41825,49651,5978,17348062,25945443,,
2020:Q4,pct40to60,12037824,4999274,4052244,947030,7038550,1199666,153690,178659,178659,0,29282,21782,7500,1152098,160085,251059,630743,2427810,613290,242166,2280717,2277382,1356465,854485,26316,40116,3335,9757106,25939744,,
2020:Q4,pct20to40,6495030,3181011,2594524,586486,3314019,826464,78788,100237,100237,0,5053,613,4440,401738,83538,57075,181646,1124991,284810,169678,1273030,1271263,664172,574249,19452,13390,1767,5222000,25944899,,
2020:Q4,pct00to20,4206182,2082708,1709471,373237,2123474,475311,52952,85792,85792,0,15244,14200,1044,571719,48651,13022,60222,266834,434975,98754,681809,680866,314205,341984,18457,6222,943,3524373,25943205,,
2021:Q1,pct99to100,32631977,5094050,4405583,688468,27537926,2841464,530548,785993,785993,0,448129,433815,14314,14935846,476137,73669,1196939,637544,5511687,99969,1236851,1228365,799564,85965,102217,240619,8485,31395126,1301075,,
2021:Q1,pct80to99,67362640,17002861,14840379,2162482,50359779,6274608,1506235,1296039,1296039,0,503676,462381,41295,17712918,872056,1549123,6213790,8543748,5419342,468245,6890826,6872423,5148347,1237687,61810,424579,18403,60471814,24691323,,
2021:Q1,pct60to80,21631927,7700310,6352847,1347463,13931617,2002347,311865,271529,271529,0,96944,87904,9039,2716497,287542,632295,1591773,4671366,1046404,303055,3747305,3741187,2563194,1085967,41715,50311,6118,17884622,25988762,,
2021:Q1,pct40to60,12497814,5209320,4245324,963996,7288495,1295697,160329,141042,141042,0,32029,23313,8715,1263111,162669,239755,646238,2428959,673774,244892,2306637,2303296,1388818,845304,25616,43557,3342,10191177,25984216,,
2021:Q1,pct20to40,6689117,3264734,2663525,601210,3424382,867417,81664,83362,83362,0,5306,1226,4080,426150,80867,59262,187291,1166267,295247,171548,1266187,1264452,670613,564284,18505,11049,1735,5422930,25988034,,
2021:Q1,pct00to20,4292348,2151386,1763625,387761,2140962,472711,52448,50160,50160,0,16452,15174,1277,613414,49243,13012,63079,262639,449247,98557,693569,692562,321865,348001,18587,4109,1007,3598779,25987008,,
2021:Q2,pct99to100,34394885,5394420,4677522,716897,29000466,2860415,512366,755668,732958,22709,448978,435106,13872,16131778,472581,75482,1246927,640705,5755731,99836,1275550,1267822,833637,103005,99424,231756,7728,33119336,1303250,,
2021:Q2,pct80to99,70816600,18077858,15796686,2281172,52738743,6326387,1510730,1252797,1224903,27894,516153,473346,42807,19287974,904669,1596958,6524070,8630929,5717339,470738,7173676,7155283,5313572,1321956,63347,456409,18393,63642924,24733096,,
2021:Q2,pct60to80,22524228,8194930,6774695,1420235,14329299,2016681,311445,251216,246406,4810,103382,94936,8446,2914955,290771,644683,1692924,4687515,1111516,304211,3944340,3938304,2696305,1149761,41670,50568,6037,18579888,26032423,,
