1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q1,13282959,38371,790442,9545675,7172406,1668698,63602,640969,22741,2885730,12203439,5913756,1471575,657887,813688,25369,286457,2607992,9114,1792361,496984,1216556,2701,76120,32752,60490,47916,501,17072,285405,53665,64704,5626,81859,155421,1106,1898290,1079520
2007:Q2,13553138,38521,796939,9638732,7218313,1709868,65654,644897,21125,3057821,12354447,5907586,1511276,677137,834139,45954,281383,2641215,8925,1805173,505485,1228087,2143,69458,34069,58412,49126,488,18494,283595,55823,65673,5587,89825,165056,969,1967034,1198691
2007:Q3,13865896,38639,801169,9861801,7326009,1825582,67832,642378,24555,3139732,12610591,5955996,1518842,664249,854593,95264,293326,2748610,10251,1785374,471181,1251948,2907,59338,46291,65299,50336,474,15398,372397,65400,67035,5657,86295,177969,434,1998553,1255305
2007:Q4,14386030,38681,830522,10170603,7552097,1903429,68262,646815,20893,3325331,13143646,6143268,1498221,623189,875032,76078,321704,3011787,83817,1943247,528975,1351218,2603,60451,43881,60344,51544,507,15428,402312,60296,64777,5614,104980,173108,1932,2092588,1242384
2008:Q1,14767490,38679,808113,10448943,7764584,1937939,67319,679101,26682,3445073,13619647,6339409,1422701,546988,875713,64768,317770,3376583,144377,2121283,620033,1414273,2649,84328,43035,65565,48932,540,17607,500762,52675,67857,7609,122378,181765,2198,2098416,1147843
2008:Q2,14527813,38677,828124,10369754,7707982,1904473,69140,688159,20127,3271131,13493424,6213868,1422768,546400,876368,73044,313363,3503723,247321,2011316,535274,1398263,2718,75061,41670,74871,46320,573,17483,517812,111701,67657,6041,115605,243452,1901,1966658,1034389
2008:Q3,15423911,38675,1382001,10700722,8092699,1857076,71531,679416,27091,3275422,14483829,6371144,1369318,492324,876994,391719,316644,3942117,598229,2102157,689581,1346202,2633,63741,44455,77309,43707,605,16900,486080,122943,66729,9086,161934,210129,1854,2092887,940082
2008:Q4,16908001,38674,2102782,11299745,8715144,1823497,69341,691763,15496,3451304,16035365,6627625,1233538,355950,877588,389179,349185,5033389,1123736,2628921,1158245,1396207,3230,71239,28975,86818,41095,808,20870,493386,156826,65809,5347,120078,255955,4765,2402450,872636
2009:Q1,16418835,42261,1960027,11245695,8727098,1716348,66806,735443,18991,3151861,15525901,6555277,1255175,375039,880136,292918,357148,4806298,858256,2560144,1099500,1361429,4308,94907,26914,73710,41220,1010,23458,553020,147452,68317,4848,103164,339110,5675,2259086,892934
2009:Q2,15987523,42427,1870645,11044465,8534350,1697809,66120,746186,18162,3011824,15046616,6544364,1269326,386684,882642,344466,371058,4355593,451070,2422057,926593,1400907,3291,91266,34855,68701,41345,1213,23215,648641,147609,70043,4467,92028,343934,6415,2161810,940907
2009:Q3,16307125,42564,2015508,11141795,8490617,1836260,65987,748931,14653,3092605,15342302,6524962,1422205,537056,885149,303977,362683,4434129,274636,2703671,1099761,1509886,2807,91217,34515,66839,41468,1415,25412,655919,117771,68383,6715,81933,348608,6844,2294347,964823
2009:Q4,16501947,42691,2099685,11338738,8573187,1937234,64980,763337,15897,3004936,15630273,6744367,1512040,624333,887707,220602,379222,4436468,117654,2895385,1240586,1550612,4190,99997,28604,52831,41593,1216,24712,677067,125150,67947,7446,90721,298083,8059,2337575,871674
2010:Q1,16353305,42745,2191462,11199389,8437095,1913484,64653,784157,21140,2898569,15545731,6713519,1549326,661581,887745,246383,381423,4353906,22424,2964736,1285569,1561627,3876,113664,29224,49829,42028,1016,25198,609796,120263,63507,5853,90177,321105,8750,2301175,807574
2010:Q2,16260056,43205,2202905,11086626,8428911,1813051,56020,788644,17805,2909515,15432602,6683769,1570112,682302,887810,317704,365132,4203679,11952,2876066,1262774,1498334,5389,109569,38084,60212,42463,816,26257,533695,122798,64561,5245,86072,323930,11528,2292207,827454
2010:Q3,16574460,43413,2171344,11291144,8490961,1952996,56439,790748,19687,3048872,15715457,6758546,1615295,727393,887902,338592,367996,4278947,11917,2943809,1204621,1618195,5261,115732,40332,62028,42898,617,23497,583240,69387,62112,5895,89523,332486,11206,2356082,859003
2010:Q4,16888914,43542,2274598,11464227,8640794,1971000,55163,797270,14401,3092146,15982706,6722580,1676874,788906,887968,370249,384949,4433211,12061,2917545,1193574,1648799,3331,71841,33666,54067,43333,600,24548,696328,89414,106136,5820,96923,342480,10290,2394844,906208
2011:Q1,17572337,43790,2504371,11883174,8763876,2240700,55877,822721,15011,3125991,16625032,6912493,1632639,736988,895651,151959,387766,4871538,11750,3345207,1356225,1906619,4113,78250,34811,49438,45146,583,26930,695047,94135,115977,8818,88761,344768,10167,2668638,947305
2011:Q2,17704178,43953,2734678,11988380,8879816,2228957,56454,823153,14106,2923061,16860056,7053149,1719404,816079,903325,176963,388390,4961087,12863,3401345,1457071,1855410,4403,84461,36548,50807,46959,566,27133,696434,85349,126927,6791,105410,352456,11499,2561063,844122
2011:Q3,17717178,44082,2696123,12129878,9135360,2108144,56307,830067,16264,2830831,16847374,7210576,1686424,775445,910979,102148,393387,4844624,13282,3371143,1483523,1788428,4866,94326,26566,60716,48772,549,26073,604621,75343,134956,11432,111054,358007,2110,2610216,869804
2011:Q4,17929901,44198,2746209,12288448,9287197,2105531,57227,838493,12564,2838482,17148870,7371074,1749299,830686,918613,132350,419981,4875370,114980,3361959,1473212,1779946,4556,104245,25920,63133,50585,532,24882,547172,86060,126655,10651,111849,348360,2632,2600797,781031
2012:Q1,17641048,44389,2686463,12252371,9264593,2053547,56623,877608,16831,2640994,16875670,7457692,1673126,737101,936025,89265,436356,4697802,58818,3243308,1414447,1705699,4213,118949,31693,61664,49154,515,27227,533611,53552,125068,13395,117367,379618,2812,2521430,765378
2012:Q2,17474507,44517,2699141,12264082,9280651,2042032,61011,880388,13043,2453724,16800746,7460800,1731503,778095,953408,138997,428176,4557146,39932,3141547,1349378,1671043,4342,116784,31636,65685,47724,499,28840,508703,62694,114357,13314,105180,394191,2844,2484125,673761
2012:Q3,17675243,44635,2639645,12489867,9464546,2086443,57575,881303,12522,2488574,16939499,7482209,1790608,819844,970764,136196,435694,4606555,26630,3157304,1338548,1699528,5083,114145,35435,62353,46293,482,30884,564035,39877,123183,16309,113489,388116,2165,2488237,735744
2012:Q4,17999385,44751,2743079,12758510,9727612,2082224,59148,889526,13721,2439324,17291469,7722733,1877472,889394,988078,143552,449031,4691822,22924,3205870,1404288,1677380,4752,119450,38397,64761,44863,497,32296,599086,56872,111371,14205,128190,370003,2487,2406860,707916
2013:Q1,18428251,44971,3032189,12913536,9790690,2140871,59922,922053,13376,2424179,17692692,7784798,1904784,910820,993964,129564,451952,4988055,20906,3451556,1564986,1749684,4577,132309,34193,65345,45937,513,33532,624921,67727,120703,20476,111634,388125,2487,2433540,735559
2013:Q2,18830786,45147,3327538,13057913,9738650,2337409,60372,921482,11972,2388216,18048446,7849733,1860543,860712,999831,184518,447951,5052159,13599,3577802,1516068,1937575,4989,119170,33286,54853,47014,529,32259,618202,56539,120029,14178,121757,359132,2980,2653542,782340
2013:Q3,19181938,45334,3516792,13273398,9963251,2328436,63914,917797,10457,2335957,18427448,7951494,1923116,917457,1005659,137532,459175,5348324,12781,3756610,1707537,1933567,4724,110782,32850,63272,48090,544,33428,661103,84870,136719,12194,116797,386653,2413,2607808,754490
2013:Q4,19647871,45493,3642801,13572826,10217635,2369639,63512,922040,10555,2376196,18910251,8032470,2052972,1041466,1011506,208537,476346,5440148,11645,3852481,1760325,1976318,4455,111383,31647,56281,49165,635,37633,665449,86985,128248,10904,111720,394144,3211,2699779,737620
2014:Q1,20018262,45749,3827727,13799202,10317089,2465378,61267,955468,10438,2335146,19256960,8251998,1950261,917522,1032739,187132,481517,5627886,12179,4041812,1822743,2088365,5210,125494,35700,62594,50454,726,36659,673486,53363,131489,10803,112216,403194,3211,2758167,761302
2014:Q2,20172638,45963,3848976,13977593,10451214,2509931,63990,952458,9045,2291061,19491833,8328316,2027156,973195,1053961,186800,475250,5641389,13893,4051352,1828866,2104591,5592,112303,36761,61376,51744,816,35165,671105,55235,129301,11482,114345,401545,7269,2832923,680805
2014:Q3,20405456,46171,3972726,14020387,10504038,2502846,62249,951254,9312,2356860,19746349,8439384,2054018,978786,1075232,204172,484095,5699720,12601,4047737,1796551,2145826,4970,100390,37811,64590,53034,907,35393,678976,94736,124461,11816,116707,413607,7344,2864961,659107
2014:Q4,20261672,46301,3923719,14098412,10739315,2322827,73154,963116,9064,2184176,19721290,8537686,2160894,1064316,1096578,265830,504728,5512957,12527,3878344,1839551,1925615,5103,108075,37723,61982,54324,902,39123,659968,68234,127577,12213,111762,439345,8933,2739196,540382
2015:Q1,20346088,46671,3876100,14294077,10937534,2290524,68834,997185,10158,2119082,19781259,8859657,2069009,967852,1101157,137629,505294,5482691,10611,3893618,1881103,1885450,5502,121563,37746,62025,53713,896,39090,647580,55331,128216,12793,117661,414479,8932,2726979,564829
2015:Q2,20122405,47000,3852083,14215802,10878520,2263708,74077,999497,9239,1998281,19650004,8929916,2082748,976937,1105811,291220,501587,5190316,11111,3667492,1715913,1832736,5981,112862,32414,53783,53101,891,43819,618748,43984,131772,12126,114093,388436,18546,2654218,472401
2015:Q3,20007228,47327,3775223,14262425,10956706,2228077,72584,1005058,8253,1914000,19572635,8974387,2161867,1051354,1110513,235196,500626,5086920,11678,3583029,1686598,1781814,5234,109383,36509,65154,52491,886,41249,589326,50062,135173,13432,115551,375208,17172,2613640,434593
2015:Q4,20038227,47567,3724583,14417452,11238049,2078763,71556,1029084,8533,1840092,19677052,9207052,2218527,1103308,1115219,368908,510244,4776940,11690,3375147,1644036,1614854,4906,111351,34923,72211,51878,861,41118,512165,43493,121625,11603,106076,372932,21218,2595381,361175
2016:Q1,20382660,47726,3881263,14608901,11387185,2079752,77542,1064422,8279,1836491,19986212,9470455,2147237,1011746,1135491,348415,514674,4934735,10462,3496042,1718848,1644741,5554,126899,33464,71543,51032,836,39162,529387,38000,137531,12903,110885,369661,33827,2570696,396448
2016:Q2,20485340,48043,3874443,14723157,11477439,2098377,74593,1072748,8661,1831036,20140043,9469946,2223710,1072177,1151533,398781,509894,4862762,14119,3435544,1634788,1676886,5683,118187,37474,94161,50187,812,42837,488577,47674,92696,12707,113972,395222,36780,2674950,345297
2016:Q3,20432911,48370,3743537,14825505,11731527,1927322,74776,1091880,8780,1806719,20096790,9701151,2394218,1222992,1171226,390346,506786,4490679,20057,3298249,1654381,1513146,7017,123705,29425,88492,49341,787,40842,259510,44939,86291,12399,124060,400314,35973,2613610,336121
2016:Q4,20425331,48536,3678055,14931415,11829874,1914647,79809,1107085,8089,1759236,20125421,9842321,2469698,1281472,1188226,435559,524358,4267476,15449,3180735,1543121,1518483,5798,113333,27610,75524,48494,846,43484,190763,54683,83032,10713,119201,375699,41243,2586010,299910
2017:Q1,21035088,48781,3823021,15310329,12016307,2060147,80564,1153311,8534,1844423,20594881,10096555,2422226,1205808,1216418,129157,518873,4745045,16453,3571254,1737684,1696638,6567,130365,28566,76639,50573,906,37780,244659,47359,76008,9871,126949,385596,72432,2683025,440207
2017:Q2,21114062,48986,3765536,15326881,12016046,2070319,80804,1159712,9338,1963321,20637880,10013681,2496679,1250372,1246307,218969,512137,4641776,15612,3454679,1651733,1678095,7531,117320,28673,84996,52650,965,33181,231149,38901,73417,9343,120284,417958,79968,2754639,476182
2017:Q3,21455523,49175,3853491,15470310,12118564,2113520,73392,1164834,7954,2074593,21003272,10061813,2668156,1391959,1276197,198903,511282,4756656,17424,3530138,1660804,1746725,9211,113398,38614,85415,54727,1025,33763,263300,44217,70929,8899,119526,409331,79348,2806462,452251
2017:Q4,21567173,49381,3834951,15597409,12264992,2083263,75445,1173709,7789,2077643,21107623,10206957,2654403,1348312,1306091,267126,536022,4610158,25831,3418959,1641852,1656923,8807,111377,31881,93568,56805,975,32729,229847,57015,74451,8959,118959,387809,72370,2832958,459550
2018:Q1,22049811,49517,4077203,15819155,12409244,2113693,78022,1218196,8238,2095698,21530638,10509236,2659538,1338637,1320901,327918,530269,4668067,19768,3537373,1720186,1679709,10541,126937,33196,88173,54289,924,33064,223183,32392,69287,8375,124613,366479,76951,2835611,519173
2018:Q2,21710993,49617,3918440,15735735,12373486,2058826,81125,1222298,8074,1999127,21199518,10434751,2733217,1397489,1335728,375778,518773,4333131,16317,3195398,1510133,1562049,12097,111119,39875,95239,51773,874,32607,230311,46085,54389,8154,115342,376810,69957,2803869,511475
2018:Q3,21672830,49691,3867609,15754799,12441450,2010939,79423,1222987,8235,1992496,21080083,10295175,2817731,1467187,1350544,427126,517688,4230120,14813,3074990,1487892,1476220,8186,102692,32680,84063,49258,824,32218,246138,53808,60340,11109,112503,387965,69411,2792244,592747
2018:Q4,21861508,49762,3705859,16078112,12736577,2027437,79347,1234751,7560,2020215,21244364,10465704,2860220,1494860,1365360,446434,536296,4059082,18718,2892200,1345472,1437375,7386,101967,30191,93061,46742,784,30712,245847,57027,57061,9620,126243,376698,74178,2876628,617144
2019:Q1,21965005,49865,3655221,16245032,12810406,2067650,78649,1288327,8329,2006558,21428138,10729257,2798745,1421031,1377714,378536,536420,4126542,15844,2969339,1392292,1438070,7873,131104,32344,91702,44714,745,19416,282832,48110,54811,9315,108791,384883,63696,2858638,536867
2019:Q2,21814533,49930,3444409,16332108,12924689,2030358,81783,1295278,8946,1979140,21325750,10619279,2956901,1566835,1390066,310825,534829,4048829,15136,2805087,1279049,1396382,6488,123168,40920,98687,42685,706,26349,321788,50994,54028,11239,118901,398689,63620,2855088,488783
2019:Q3,22218975,49994,3601589,16553226,13129026,2029538,86962,1307700,10773,2003393,21701372,10631076,3167555,1765148,1402407,431170,538760,4052628,15897,2806578,1312105,1368877,8771,116825,45376,108286,40657,666,31754,316038,45573,51208,11713,119011,384743,75128,2880184,517603
2019:Q4,22878630,50071,3789466,16953221,13401754,2130578,85537,1335352,10404,2075468,22363203,11076820,3089176,1674442,1414734,453113,562229,4221735,19243,2990163,1398300,1463891,6019,121953,47594,97256,38628,706,26617,307548,50479,48997,12038,125234,386386,70846,2960130,515427
2020:Q1,26350481,50180,5116280,18541931,14595016,2466693,88054,1392168,15053,2627037,25669783,11519451,3525799,2053877,1471922,563916,572663,5968521,449896,3969031,2037976,1761825,9979,159251,44127,147224,38160,745,25969,281833,158007,65937,20222,161986,434083,171301,3519433,680698
2020:Q2,28802830,50256,6620812,19745531,15808909,2331064,97097,1508461,15793,2370438,28266133,12455356,4001050,2408139,1592911,1776208,596965,6116795,326181,4266259,2492691,1558663,15354,199551,54522,152135,37692,784,22940,252734,84326,82992,17173,138968,532652,147437,3319760,536697
2020:Q3,28809137,50374,6697456,19822831,15952129,2224049,99871,1546782,14926,2223550,28222729,12776724,3987923,2390318,1597605,1838494,612136,5730122,106502,4207296,2460915,1530536,17526,198319,46456,135217,37224,823,23960,212187,66143,68069,17919,133937,520971,153418,3277331,586408
2020:Q4,29707112,50455,6989366,20418883,16537076,2175914,99609,1606284,15340,2233068,29105350,13520991,3877067,2199568,1677499,1787251,643484,6006151,78305,4510416,2795502,1475274,16037,223603,50151,130651,36756,952,30902,164860,101278,65681,17881,138428,514933,164957,3270407,601762
2021:Q1,30902977,50530,7241397,21249649,17143081,2283245,109887,1713436,17641,2343760,30281081,14392810,3929778,2232244,1697534,1177634,655081,6825081,58355,5286027,3290198,1707128,15880,272821,59176,121155,38014,1081,27168,216619,161095,62996,16947,136850,439962,199636,3300698,621896
2021:Q2,30536033,50586,6731515,21440389,17376306,2211988,117486,1734609,15576,2297967,29955060,14511775,4031505,2304239,1727266,908607,688706,6545233,56879,5077382,3124058,1680917,24590,247817,55945,136424,39272,1210,27992,176339,74885,97935,17316,132606,438910,212138,3269234,580973
2021:Q3,30766380,50674,6469173,21999943,17822719,2299474,109107,1768643,15550,2231040,30171045,14710785,4260177,2492306,1767871,273173,703460,6852493,33062,5381098,3323170,1787929,23796,246203,70131,130455,40529,1339,33805,179932,92724,100205,16157,137145,412681,223230,3370957,595335
2021:Q4,31433145,50827,6501451,22620485,18426242,2280477,104747,1809019,14303,2246079,30843837,15249018,4352539,2501459,1851080,465121,728592,6582903,31278,5175842,3230689,1677557,23210,244386,72658,122183,41786,1112,30744,143866,69169,83505,16572,140673,416636,236879,3465664,589308
2022:Q1,32071216,50821,6744709,22994387,18597435,2427832,97629,1871491,14107,2267192,31465504,15574074,4357214,2491039,1866175,710018,726893,6490144,23834,5134252,3025560,1845682,14683,248327,53505,113837,40481,885,28005,176201,59928,53399,16427,146641,386208,256541,3607161,605712
2022:Q2,31363053,51003,6222644,22761700,18276119,2513450,97843,1874288,13298,2314408,30736367,15460620,4205781,2324497,1881284,839913,715203,5922273,23338,4545028,2531785,1805065,13189,194989,47789,117517,39176,658,29431,188545,64584,50656,15773,150050,412391,237337,3592578,626686
2022:Q3,31016485,51185,5972526,22654470,18092781,2579242,103151,1879296,11990,2326314,30348967,15256831,4214218,2317804,1896414,692588,706684,5819471,25603,4424628,2399843,1850953,7673,166159,48140,118761,37869,431,25901,211321,58291,40459,17546,153198,436435,220888,3659176,667518
2022:Q4,30489880,51367,5616770,22518106,17950311,2601812,96590,1869393,10365,2293272,29918137,14914314,4410412,2498884,1911528,507672,730927,5688368,24236,4232846,2306597,1772977,7358,145914,50302,118331,36562,478,32715,191434,92032,43567,15883,148840,486294,214848,3666444,571743
2023:Q1,30744055,51549,5861441,22515227,17825906,2681099,99069,1909153,15129,2300709,30095284,14554124,4332118,2399266,1932852,238039,721689,6495710,333527,4694255,2614595,1899109,7937,172614,47547,120805,36107,526,27404,228989,98754,46680,17395,132702,500004,211015,3753605,648771
2023:Q2,30596716,51731,5944220,22345827,17680847,2668467,99452,1897061,13314,2241624,30043661,14391875,4403477,2460115,1943362,462948,723240,6346002,291029,4572297,2484539,1918893,10568,158297,52226,133506,35484,573,28763,269672,93395,50297,15669,136767,480343,185981,3716120,553055
2023:Q3,30796275,52434,6174075,22245048,17590053,2660406,99618,1894971,13256,2311462,30231614,14234245,4556094,2606988,1949106,715321,716762,6273800,210469,4626594,2498238,1965071,7792,155493,44720,121241,34992,620,32178,303656,88664,51225,15577,130134,451647,162083,3735393,564661
2023:Q4,31266462,52616,6386378,22468439,17760174,2708134,99688,1900443,13150,2345879,30712399,14314210,4555635,2597035,1958600,825020,749881,6377081,150827,4722259,2623061,1924150,7897,167151,58188,143275,34657,696,26085,294490,71129,63564,15220,128330,498889,169472,3890573,554063
2024:Q1,31801991,52798,6600934,22734338,17914347,2775699,90055,1954237,12835,2401086,31177561,14551148,4554304,2572934,1981370,831889,752249,6610083,154090,4936081,2719732,1996540,6766,213043,55732,142985,34171,772,36253,343209,45491,53039,15458,126794,499301,166707,3877888,624430
2024:Q2,31307926,52980,6307851,22511390,17720041,2754621,90220,1946508,12827,2422878,30699008,14314745,4654793,2663341,1991452,833558,739328,6284055,129988,4656383,2520521,1938265,6827,190770,54253,142707,33647,848,41958,309808,77526,44744,14759,119578,499033,158823,3872529,608918
2024:Q3,31382228,53087,6294268,22618650,17840314,2734927,88646,1954763,13937,2402286,30687159,14332087,4780127,2775566,2004561,937734,735533,6118246,94366,4457124,2455084,1808685,6892,186463,58808,156795,32925,925,45680,317005,75089,51756,15480,125655,517818,168820,3783432,695069
2024:Q4,31404536,53103,6123656,22868836,18037531,2761013,91133,1979159,14330,2344611,30683096,14559198,4848599,2828963,2019636,769592,764733,5921208,20898,4380132,2466040,1727277,7484,179331,60322,150587,32284,1001,47168,267710,76459,49491,15110,127428,519904,172714,3819767,721440
2025:Q1,31818842,53007,6085437,23252289,18193872,2929662,88226,2040529,14519,2413590,31075180,14819960,4768993,2736394,2032599,454071,761887,6268059,15938,4670068,2516552,1936985,7488,209043,56895,146894,31631,1077,53002,320913,76733,52776,15347,127811,503907,195067,4002210,743662
