1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q1,50903483,434526,6220521,58472,1753725,3574542,523385,91962,1900725,1058470,1222188,1008913,128840,84435,7833313,5964506,4300164,1278557,17177877,4745369,12432508,179254,905837,14220832,273014,13627976,10275461,2493057,216151,445771,197536,294123,25719
2010:Q2,50274193,452623,6169805,61341,1649489,3754394,778573,51306,1931714,992801,1230084,1016849,130483,82752,7143358,6302032,4032019,1265611,17130482,5193144,11937338,180770,902186,14157620,270804,13573023,10212856,2478453,224652,459273,197789,287178,26615
2010:Q3,52409196,420243,6274428,63875,1645704,3670586,777316,86371,1991410,815489,1240645,1030835,132511,77299,8021905,6461830,4457065,1294756,17773625,5099348,12674277,182286,902248,14083638,268175,13511515,10131755,2503726,211097,466895,198042,280233,23715
2010:Q4,54292624,524447,6130862,67271,1790015,3716220,654039,41581,1905135,1115465,1255436,1053115,130994,71327,8784661,6556008,4728837,1308090,18339356,4994780,13344576,183802,907619,14069660,270303,13500201,9957898,2646811,213516,483681,198295,273288,25868
2011:Q1,55622849,606122,6236763,69608,1738512,3648418,487220,224037,1904023,1033138,1252004,1049390,132516,70098,9409638,6607380,4982993,1328508,18643154,4933754,13709400,187438,912311,14045144,270147,13470507,9920126,2628309,205326,517001,199745,278248,26242
2011:Q2,56060550,600424,6387429,65296,1712377,3772823,355467,262993,1975805,1178558,1293885,1091452,133419,69014,9298263,6655470,5049500,1347048,18770096,5082382,13687714,191074,916865,13999683,269489,13420263,9860668,2653077,189559,515764,201195,283208,26723
2011:Q3,54217293,732180,6414014,64382,1684238,4135889,518251,305848,2031221,1280569,1289541,1085483,135945,68113,7808723,6753049,4501228,1355994,18345495,5533041,12812454,194710,937850,13990269,264636,13411992,9808393,2702175,198079,500700,202645,288168,25473
2011:Q4,55687395,813755,6499959,57360,1711674,4131824,540071,250007,2057171,1284575,1237296,1033247,136975,67074,8334800,6901324,4709303,1388536,18737311,5347766,13389545,198346,965908,13980680,263172,13398977,9754939,2756225,209424,474294,204095,293128,25403
2012:Q1,57763927,836138,6565297,56257,1648008,4036961,499178,119584,2051322,1366877,1242288,1044379,133873,64036,9309030,6923686,5284051,1392485,19308252,5060349,14247903,200605,960868,13923311,261452,13340629,9687961,2745041,202936,498409,206282,293991,27239
2012:Q2,57630750,790994,6619109,50697,1598534,4237084,666430,184655,2084526,1301473,1255379,1061646,130224,63509,9005181,7087828,5187022,1371896,19264818,5229565,14035253,202864,959344,13895151,256621,13314566,9621830,2790468,203076,490723,208469,294854,29110
2012:Q3,59252462,790301,6639871,52037,1645634,4326326,585810,202953,2076039,1461524,1252516,1065333,127150,60033,9547425,7330414,5497195,1385443,19618483,5137986,14480497,205123,961694,13903720,253000,13325483,9565631,2850453,203578,495165,210656,295717,29520
2012:Q4,59995752,921875,6751378,49480,1749274,4201128,677714,194974,2036851,1291589,1316274,1134343,123908,58023,9623047,7445049,5583813,1394910,19775271,5142283,14632988,207382,976871,13876044,248771,13304624,9506994,2912905,205724,466158,212843,296580,26069
2013:Q1,62322691,968210,6763889,52699,1672981,3980272,683481,95034,2028915,1172842,1295787,1115960,123592,56235,10917179,7550902,6032092,1407954,20488967,5271960,15217007,208797,982962,13841938,247292,13271590,9452898,2913773,205433,484569,214917,295990,27066
2013:Q2,62955548,991245,6801977,56511,1637997,3485763,602055,48403,1932899,902406,1352024,1174654,122912,54458,11211490,7908808,6001799,1413629,20891086,5742768,15148318,210212,993007,13864535,244082,13296085,9414598,2960193,210187,494116,216991,295400,28968
2013:Q3,64888064,1001800,6893206,56488,1665839,3359118,530524,113786,1885225,829583,1340732,1165901,122201,52630,11805732,8258900,6291147,1432193,21563909,5949506,15614403,211627,1007373,13919170,239768,13356629,9419206,3030297,201086,486975,219065,294810,27963
2013:Q4,66904242,1111962,6868429,52079,1680271,3212867,426181,96752,1859682,830252,1383749,1211570,120340,51839,12519716,8407116,6650234,1449988,22322944,5875198,16447746,213042,1031845,14089291,235394,13530605,9395044,3090468,215964,607990,221139,294220,29072
2014:Q1,68316129,1141488,7057999,52511,1676708,3226450,323684,169225,1910123,823418,1428199,1259312,118244,50643,13247003,8381667,6850959,1463468,22535098,5957324,16577774,219912,1034667,14082660,234264,13517491,9349466,3096815,218618,629658,222934,300853,30052
2014:Q2,70008624,1153385,7125137,49794,1615152,3291163,240318,191881,1939802,919162,1408743,1243025,116235,49483,13975465,8646134,7129149,1483612,22861071,5865170,16995901,226782,1043038,14156068,233678,13583478,9333885,3164002,226955,633907,224729,307486,31426
2014:Q3,70189758,1127808,7258888,52688,1647053,3311526,201784,244969,1947583,917190,1443861,1282354,113971,47536,13728136,8914422,7030161,1494391,22901975,6004068,16897907,233652,1045197,14150231,230888,13574457,9339354,3242945,227500,538134,226524,314119,30767
2014:Q4,71455232,1083858,7408108,45720,1676780,3268503,208043,237853,1944054,878553,1434171,1274573,112003,47595,14327226,9127717,7122079,1516575,23153962,5953293,17200669,240522,1050011,14217224,228949,13637226,9341508,3309540,235770,522089,228319,320752,30297
2015:Q1,72586524,1175850,7639253,44554,1642116,3295630,329295,240178,1944090,782067,1431069,1275855,108378,46836,14501129,9313200,7342059,1537350,23370792,6021968,17348824,240575,1052947,14192718,228433,13607459,9300937,3307102,244135,524363,230922,325419,31407
2015:Q2,72939943,1247904,7642564,39448,1621363,3182727,340446,263867,1916900,661514,1405522,1254567,104895,46060,14537688,9598092,7362870,1544961,23458149,6207217,17250932,240628,1058027,14321062,225029,13733675,9336611,3377732,254284,531523,233525,330086,32272
2015:Q3,71591152,1113059,7825187,36141,1690340,3530382,590376,370906,1912921,656179,1376078,1229967,100642,45469,13393786,9765186,6848650,1542703,23156801,6630984,16525817,240681,1072158,14442395,222555,13853035,9378337,3463065,261131,514374,236128,334753,32052
2015:Q4,72741055,1197659,7977509,31884,1723637,3306624,614466,414323,1898818,379017,1359516,1217517,97087,44912,13953554,9806558,7011881,1557216,23484834,6415200,17069634,240734,1089448,14448833,221053,13856339,9435806,3400223,280613,500966,238731,339420,32021
2016:Q1,73609351,1281200,8156645,32610,1700819,3428784,761886,388332,1916171,362395,1399397,1259869,95147,44381,14261107,9732624,7020959,1572857,23680278,6498728,17181550,241530,1100541,14467560,222022,13870588,9432082,3412234,288500,495671,242101,341745,33205
2016:Q2,74750991,1239940,8198706,31300,1632907,3515478,818994,417298,1976498,302688,1401545,1263992,93795,43758,14708915,9976915,7163104,1599639,23923728,6524696,17399032,242326,1116488,14597413,221907,13997411,9477858,3476793,290474,506815,245471,344070,34025
2016:Q3,75968226,1126995,8543356,30800,1600035,3352456,809898,367875,1962850,211833,1369777,1234925,91697,43155,15099371,10175803,7416900,1618255,24263319,6493239,17770080,243122,1128037,14765075,219604,14166016,9543348,3561588,293039,519200,248841,346395,33060
2016:Q4,76295087,1128471,8687580,26270,1580196,3196034,754135,377468,1886282,178149,1343043,1210012,91722,41309,15404748,10182531,7365807,1617493,24372115,6512447,17859669,243918,1146881,14867203,217947,14268838,9591930,3636436,291257,497004,252211,348720,31698
2017:Q1,78281636,1310433,8755320,30802,1535523,3177797,723603,391768,1881202,181224,1354583,1224383,90783,39417,16264929,10192930,7793941,1635960,24830651,6448958,18381693,247921,1150846,14923980,217758,14323095,9636529,3630420,286703,515472,253971,350055,33072
2017:Q2,79853710,1304947,8674832,33902,1516014,3271763,766162,411698,1909157,184746,1350175,1220566,91549,38060,16753677,10682699,8044912,1644937,25163973,6461072,18702901,251924,1159955,15078150,220857,14472409,9702560,3682706,298603,532809,255731,351390,33494
2017:Q3,81218071,1222344,8799639,39830,1576512,3173070,689088,406072,1890140,187770,1332145,1207068,89299,35778,17222187,10790985,8407655,1661493,25545526,6234085,19311441,255927,1190758,15226315,217291,14622748,9782801,3749179,295294,537983,257491,352725,33551
2017:Q4,83443532,1337785,8830198,38974,1653051,3201068,705505,406518,1898340,190705,1281910,1158473,88287,35150,18284505,10972086,8729976,1678576,25973923,6035487,19938436,259930,1201550,15420032,219238,14813255,9852345,3830752,299147,571760,259251,354060,33479
2018:Q1,83815855,1430056,9037080,42100,1621841,3273783,862555,385479,1835436,190313,1259083,1137882,86959,34242,18123409,11085354,8771683,1689238,26007190,6187273,19819917,261314,1213724,15471126,220828,14858271,9888689,3819876,303118,588222,258366,356114,35913
2018:Q2,84714821,1290998,9101325,42428,1659153,3415801,949207,427687,1848369,190538,1253262,1134572,85357,33333,18394077,11254378,8871849,1706956,26241757,6241664,20000093,262698,1220139,15596834,220507,14982395,9966851,3858174,319179,580710,257481,358168,35764
2018:Q3,86435203,1105812,9147585,41778,1657997,3637763,1121728,493307,1831032,191696,1253670,1137687,83779,32204,19162536,11367675,9204241,1727020,26630911,6178356,20452555,264082,1234133,15764376,217868,15149675,10059020,3934565,316198,583296,256596,360222,36611
2018:Q4,82509596,1162836,9261031,41837,1826258,3861615,1258785,556550,1853928,192352,1224871,1111269,82327,31275,16649630,11339728,8062207,1709872,25850451,6747998,19102453,265466,1253794,15896622,217588,15281380,10121618,4007042,339030,557979,255711,362276,35378
2019:Q1,87886955,1246527,9441803,40927,1946472,4061830,1427676,562354,1873779,198021,1224046,1112056,81710,30280,19276832,11539828,9074880,1741891,26770908,6519351,20251557,265176,1255835,15926704,216366,15299087,10146937,3994470,324827,552219,280634,374413,36838
2019:Q2,89755712,1130813,9448916,39550,1907539,4313438,1571574,657368,1881135,203361,1236642,1126263,81049,29330,19787886,11919385,9477323,1756225,27209539,6530820,20678719,264886,1263570,16130659,216714,15491252,10230964,4052107,339072,563552,305557,386550,36143
2019:Q3,90347321,934993,9656652,39431,2149799,4354827,1635163,639318,1872314,208032,1270202,1161368,80407,28427,19712683,12045841,9436306,1771504,27442672,6510133,20932539,264596,1267815,16334037,216323,15682010,10321977,4124148,336950,568455,330480,398687,37017
2019:Q4,93559219,1197193,9838990,40637,2271791,4241324,1496680,658259,1874551,211834,1262579,1155365,79942,27272,21153102,12077017,10054174,1786248,28075372,6233956,21841416,264306,1296486,16527582,215713,15864149,10391321,4192191,350162,575072,355403,410824,36896
2020:Q1,86706197,1304534,10164922,49995,2735697,4157682,1390585,690646,1854834,221617,1402211,1296499,79586,26126,16331335,12249592,8149469,1786692,26801882,7163834,19638048,273906,1298281,16591066,212880,15920912,10433098,4147827,383924,592096,363967,417857,39417
2020:Q2,93916196,1726993,10684829,43534,2952335,3782997,1220796,335957,1872186,354058,1390245,1286289,78822,25134,20035523,12369923,9433351,1827381,28063117,6585134,21477983,283506,1322462,16598197,210621,15924222,10500573,4097379,375773,577966,372531,424890,38464
2020:Q3,97621046,1952039,10777199,47486,2790277,3607895,1199617,298904,1887791,221583,1345882,1242985,78614,24283,22108807,12762546,10012573,1865988,28694266,6363386,22330880,293106,1362983,16856808,209310,16177521,10651618,4142699,364722,637387,381095,431923,38054
2020:Q4,104889033,3179557,10292974,48460,2696600,3638034,1281837,234955,1896094,225148,1373942,1271772,78108,24062,26139763,13072933,11052859,1921752,29792246,5697299,24094947,302706,1377207,17127278,206356,16445002,10783193,4184852,370694,716604,389659,438956,36964
2021:Q1,108891275,3538677,10804322,49811,2788200,2979771,784483,116991,1855513,222784,1374818,1270985,79996,23837,28584173,13395701,11571840,1928514,30176749,5711881,24464868,312432,1386267,17293221,206940,16601292,10892401,4167209,370337,774273,397072,445899,39090
2021:Q2,113638642,3859002,10604240,48533,2774399,2870616,487253,240830,1856979,285554,1396192,1291714,81292,23186,31141255,14135683,12225834,1965588,30901740,5446821,25454919,322158,1393402,18009796,206932,17311762,11352688,4385172,370783,798634,404485,452842,38260
2021:Q3,115344077,3930845,10732207,47733,2710318,2960203,649230,153588,1804156,353229,1440924,1335465,82745,22714,31654722,14952938,12226475,1983294,30954975,5662738,25292237,331884,1417560,18356015,205963,17652029,11575729,4460178,383969,820255,411898,459785,38238
2021:Q4,118915040,4142418,11058372,48228,2805871,2648835,407676,236472,1779133,225554,1459343,1353207,84099,22037,33032952,15442128,12927981,2000338,31574474,5163839,26410635,341610,1432490,18740869,205388,18030319,11814488,4548524,423036,824960,419311,466728,38434
2022:Q1,116895966,4383385,11140378,50311,2779591,2779552,600148,316594,1640005,222805,1564609,1461384,81907,21318,31973618,15850805,11988009,1990075,30601554,5253250,25348304,349625,1444453,19034494,207463,18312272,12043984,4576974,437627,826422,427265,474566,40193
2022:Q2,109061769,4711138,10698015,51467,2839980,3032181,700473,509149,1602020,220539,1525341,1425647,79230,20464,26811622,16551688,10152186,1961562,28901987,5691579,23210408,357640,1466962,19401115,204944,18674377,12305713,4694127,460806,776631,437100,482404,39390
2022:Q3,107008266,4858946,10344868,53017,2930305,3563804,1121325,693909,1529348,219222,1464103,1367613,77035,19455,25854503,16500618,9461651,1961249,28156719,5730595,22426124,365655,1492828,19722978,204199,18989134,12510187,4789396,474730,770965,443856,490242,39403
2022:Q4,109324620,4576709,10285952,51653,3097128,4407401,1664872,919173,1600658,222698,1406221,1312575,74771,18875,27305928,16073409,9866801,1987089,28366207,5006836,23359371,373670,1526452,19933178,204464,19193673,12654096,4894244,498208,696377,450748,498080,36961
2023:Q1,112547169,4618382,9884703,51039,3445339,5079886,2178245,1015879,1659763,225999,1381977,1287978,75064,18935,28983650,15785812,10323649,2028341,29034198,5005935,24028263,382520,1547672,19965581,204624,19217490,12710614,4886734,475591,688099,456452,505485,37982
2023:Q2,115815017,4564210,9779861,47804,3640895,5181233,2373787,905542,1674710,227194,1382549,1288976,74351,19222,30732641,16067683,10758691,2055150,29647985,4897849,24750136,391370,1564945,20133449,206844,19375717,12805576,4941684,469737,699002,459718,512890,37998
2023:Q3,114199243,4340490,9843909,49846,3840498,5258696,2452722,972280,1606774,226920,1315438,1221466,74470,19502,29746251,16066558,10312137,2042490,29403059,5179070,24223989,400220,1579651,20312263,206913,19546368,12925460,4963048,469999,724635,463226,520295,38687
2023:Q4,119237736,4420891,9842499,50820,4030622,5630545,2633159,1012886,1751841,232659,1339328,1246355,74028,18945,32654037,15584994,11150275,2060475,30448597,4553093,25895504,409070,1615584,20478260,206669,19704519,13016830,5024351,475304,721897,466137,527700,39372
2024:Q1,123820721,4752632,9745320,53196,4105670,5554982,2567389,986298,1767456,233839,1341368,1249792,73108,18468,35511393,15367316,11954960,2104884,31269964,4277306,26992658,417788,1641248,20547609,209083,19762389,13056624,4991971,483706,761434,468654,535173,40964
2024:Q2,125210111,4532883,9727560,54302,4194902,5734259,2657264,1038268,1803740,234987,1329764,1240067,72013,17684,36389293,15497768,11984807,2121666,31552483,4237725,27314758,426506,1663918,20711048,212660,19914722,13163915,5017410,482298,781603,469496,542646,41020
2024:Q3,129541698,4465156,9809476,57455,4405928,5995585,2849006,1041565,1865518,239496,1398202,1310467,70495,17240,38725129,15550336,12593019,2150761,32263489,3919500,28343989,435224,1691938,20883469,214438,20079481,13273629,5064863,482759,786142,472088,550119,39431
2024:Q4,130382641,4632372,9868992,57834,4718554,5896721,2726798,1104159,1826920,238844,1171099,1084217,69013,17869,39398943,15630279,12349526,2161914,32330308,3898966,28431342,443942,1722159,20837939,214815,20026002,13385810,4987881,350992,827257,474062,557592,39530
2025:Q1,128816090,4875284,9885057,59619,4837302,5948501,2859028,1017671,1830345,241458,1214919,1129718,67714,17487,37887106,15600888,12060642,2165080,32087392,4189449,27897944,452587,1741713,20775489,216630,19951308,13431119,4935072,281389,828886,474842,565103,42448
