1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q1,1224384,26638,496939,5509,98,0,180,452597,38555,641153,16418,40336,21272,563127,8882,5692,3190,7872,42900,1224384,507647,320454,154251,166203,29145,40336,107547,428,38555,0,3219,2512,5756,0,7600,3289,21241,488,24459,0,212974,27144,185830,6281
1999:Q2,1259045,27004,512353,6810,96,0,425,464471,40551,660373,42043,41901,22196,554233,7865,5297,2568,8392,43058,1259045,479449,339321,173087,166234,61206,41901,116673,311,40551,0,3661,3813,6184,0,9450,2727,21855,480,27641,0,216156,27918,188238,4339
1999:Q3,1250687,27457,523696,6734,62,0,256,475624,41020,640392,46016,41929,22101,530346,8148,5240,2908,8094,42900,1250687,463582,347475,178700,168775,62916,41929,116134,298,41020,0,3145,3693,6514,0,9370,3175,21619,566,26734,0,219734,27597,192137,-1083
1999:Q4,1398838,28013,630065,28511,1123,0,85,533791,66555,677727,49561,46776,22689,558701,9138,5975,3163,8530,45365,1398838,498265,365348,192794,172554,87921,46776,155894,207,66555,0,4652,5232,7398,0,9225,12107,21152,655,28711,0,237512,28749,208763,7122
2000:Q1,1263268,29003,538927,4531,61,0,138,499010,35187,627602,37503,43631,23218,523250,8250,5505,2745,8186,51300,1263268,462626,360152,180475,179677,48487,43631,112907,483,35187,0,3553,3804,7744,0,11100,1055,21529,541,27117,794,229047,28861,200186,6417
2000:Q2,1271682,29979,547614,6284,76,0,118,504144,36992,626142,48693,44820,23806,508823,9321,6084,3237,8191,50435,1271682,425878,380650,196362,184288,60162,44820,119041,699,36992,0,3154,5465,8339,0,12778,1596,21816,440,26968,794,230188,30008,200180,10943
2000:Q3,1234302,30811,546647,8643,51,0,152,503307,34494,589780,39333,43020,26413,481014,8039,5087,2952,8125,50900,1234302,387767,404661,220774,183887,55735,43020,110803,831,34494,0,3530,3444,9472,0,12556,1503,22878,520,20781,794,231468,31652,199816,849
2000:Q4,1263178,31643,569128,5599,1249,0,229,517660,44391,593984,16384,47635,25052,504913,8740,5640,3100,8431,51252,1263178,396792,408679,227700,180979,24271,47635,135109,949,44391,0,4170,4801,10707,0,9935,4412,23722,568,30329,1125,236327,30921,205406,14365
2001:Q1,1236749,32271,559916,6135,116,0,83,517582,36000,572712,23878,43639,23008,482187,8235,5464,2771,8415,55200,1236749,419760,350404,164208,186196,30666,43639,145569,1179,36000,0,11089,18033,9507,0,8313,4482,24256,631,30954,1125,234884,28555,206329,11826
2001:Q2,1268410,32670,571889,7632,138,0,115,526833,37171,592806,37699,47439,26686,480982,8072,2877,5195,8766,54207,1268410,396643,360070,169914,190156,48951,47439,165546,1126,37171,0,12333,24602,9648,0,13291,5239,23270,675,37066,1125,237780,29678,208102,11982
2001:Q3,1293190,32957,589959,10218,63,0,622,542399,36657,597433,36353,46638,26234,488208,8503,2767,5736,8766,55572,1293190,395143,356116,168264,187852,50562,46638,193398,1141,36657,0,14239,30253,9786,0,13369,8357,24147,597,53727,1125,247218,29623,217595,4115
2001:Q4,1408172,33017,618121,7070,693,0,74,562954,47330,681677,47459,53127,22592,558499,9095,3248,5847,11528,54734,1408172,474514,356335,174562,181773,66852,53127,198352,1047,47330,0,13733,37273,9898,0,11448,6667,23034,690,47120,112,255114,25914,229200,3878
2002:Q1,1298771,33630,614688,6104,74,0,267,573325,34918,577779,9510,52381,21407,494481,8094,2766,5328,11227,53353,1298771,413850,363017,180548,182469,25212,52381,184737,1094,34918,0,17635,35384,9904,0,12126,7212,22532,766,43054,112,257277,24440,232837,2298
2002:Q2,1338585,33995,632603,8511,84,0,103,587356,36549,590861,37122,54974,22119,476646,7456,2025,5431,13270,60400,1338585,406744,363386,180239,183147,53502,54974,188485,948,36549,0,17910,34846,9972,0,10195,8561,23073,629,45690,112,264296,24247,240049,7198
2002:Q3,1365441,34315,634274,8259,84,0,164,587917,37850,617416,54582,54539,21744,486551,7543,2030,5513,12174,59719,1365441,407915,358607,174787,183820,77651,54539,208993,1085,37850,0,26319,44076,10054,0,10996,13181,24183,677,40460,112,265093,23938,241155,-7357
2002:Q4,1400914,34597,659051,4787,1052,145,146,605103,47818,627957,31065,59768,22302,514822,8444,2885,5559,10401,60464,1400914,450627,346087,161595,184492,47703,59768,219697,988,47818,0,26671,35372,10118,0,13425,14756,25201,871,44217,260,273394,25333,248061,3638
2003:Q1,1373929,34798,658605,7119,81,145,267,612461,38532,596706,8528,57743,-434,530869,7951,2269,5682,10842,65027,1373929,443636,358530,172507,186023,23346,57743,233042,1106,38532,0,30958,44209,10180,0,15324,21107,26226,964,44176,260,253954,2102,251852,3678
2003:Q2,1431874,35065,666683,7304,67,145,917,618710,39540,643449,26680,59731,230,556808,9599,2572,7027,12014,65064,1431874,452545,378411,190869,187542,41852,59731,238455,942,39540,0,37113,44901,10226,1,13531,19251,28155,956,43579,260,254033,3719,250314,6847
2003:Q3,1416680,35273,670743,7565,87,145,96,622489,40361,625406,29839,59668,-23,535922,9086,2279,6807,11342,64830,1416680,412974,400342,211277,189065,53292,59668,244719,847,40361,0,36181,47391,10263,1,13335,20287,30386,1550,43857,260,254277,2352,251925,-8591
2003:Q4,1485290,35468,695536,6044,578,19,176,640768,47951,666445,30154,67556,1536,567199,9541,2535,7006,11915,66385,1485290,443708,395035,204455,190580,54308,67556,264454,722,47951,0,35553,47980,10294,37,17579,28778,27069,1101,47162,228,262899,4247,258652,-2671
2004:Q1,1474637,35761,686836,6250,95,19,97,639418,40957,661148,17524,66401,4298,572925,9027,2776,6251,12575,69290,1474637,429184,423157,222037,201120,22675,66401,263584,836,40957,0,32101,46487,10303,72,22554,29027,26569,1488,52962,228,262881,7171,255710,6755
2004:Q2,1516968,36039,703891,6335,100,19,293,653797,43347,686097,40545,61668,5949,577935,8569,2353,6216,12953,69419,1516968,405183,456691,245120,211571,46845,61668,267777,744,43347,0,32091,51253,10331,108,19657,28119,25546,2925,53428,228,272843,8595,264248,5961
2004:Q3,1505063,36279,708635,6278,103,19,142,660074,42019,667910,32254,59750,6140,569766,8755,2213,6542,13087,70397,1505063,389060,473619,261585,212034,35405,59750,261975,783,42019,0,35356,51441,10363,144,20715,19949,25974,1923,53080,228,276416,8495,267921,8838
2004:Q4,1563978,36434,725888,6182,1142,26,95,676915,41528,705685,26919,63243,11217,604306,8722,2021,6701,13497,73752,1563978,442399,453022,235523,217499,22176,63243,281373,728,41528,0,26825,52072,10400,212,17527,39135,26278,3506,62881,281,285286,13333,271953,16479
2005:Q1,1541284,36545,723880,5503,90,42,153,675964,42128,679041,20235,71155,9745,577906,11295,5150,6145,13504,77019,1541284,436777,451410,234769,216641,20806,71155,265207,720,42128,0,24940,46282,10443,281,16917,33325,25476,3784,60832,79,285292,15048,270244,10637
2005:Q2,1559232,36615,732969,4610,111,33,117,682784,45314,690863,30598,71509,16542,572214,8318,2087,6231,14322,76145,1559232,397259,494500,278710,215790,33467,71509,265795,630,45314,0,24147,52186,10489,349,17480,26442,25921,3815,58952,70,288794,18746,270048,7908
2005:Q3,1520720,36429,734932,4618,107,39,115,688892,41161,649792,32975,63795,18069,534953,8833,2306,6527,13122,77612,1520720,339179,530551,315583,214968,34784,63795,250492,726,41161,0,23919,53882,10566,417,15516,20523,20960,4766,57728,328,292819,20490,272329,9100
2005:Q4,1573292,36540,764442,4775,2019,79,95,707393,50081,672735,33886,72298,17389,549162,9264,2265,6999,13314,76997,1573292,351637,560332,336173,224159,37049,72298,243240,686,50081,0,21894,48374,10652,445,17902,14603,17409,4299,56460,435,300149,19749,280400,8587
2006:Q1,1541304,37879,756801,5664,76,73,98,710872,40018,647660,4234,70502,16561,556363,8939,2068,6871,13637,76388,1541304,349786,548349,315537,232812,8624,70502,257547,811,40018,0,29542,50624,16073,473,17113,16483,17148,5048,62521,1693,299162,18727,280435,7334
2006:Q2,1570724,37990,765183,5699,87,74,156,716545,42622,670918,41495,69509,21678,538236,9291,2171,7120,13468,73874,1570724,331691,520408,278925,241483,45946,69509,293291,724,42622,0,37561,51335,16494,501,16516,30929,16237,4122,74653,1597,302095,24005,278090,7784
2006:Q3,1527226,38084,758376,5601,94,71,112,712424,40074,639063,48309,68122,23006,499626,8259,1945,6314,12605,70839,1527226,295774,526238,276087,250151,51476,68122,276297,873,40074,0,42328,52010,16915,528,16261,15589,15695,5016,69778,1230,300832,25063,275769,8487
2006:Q4,1558344,38206,788034,4960,812,179,113,730258,51712,637052,28025,74976,26761,507290,9260,2061,7199,13988,71804,1558344,317337,521430,262603,258827,33195,74976,293162,801,51712,0,30927,57301,17336,515,16276,16374,15808,5044,80480,588,311562,28935,282627,6682
2007:Q1,1528014,38371,772302,4546,276,161,104,726036,41179,617459,3862,71211,28161,514225,10452,2005,8447,13105,76325,1528014,330022,517714,252160,265554,7377,71211,288372,946,41179,0,32752,60490,17639,501,15020,15078,16176,5626,81859,1106,306732,30270,276462,6586
2007:Q2,1526043,38521,779945,4955,376,130,211,730821,43452,607635,22246,64678,31251,489460,12802,2955,9847,13542,73598,1526043,253506,562095,289820,272275,28362,64678,303363,958,43452,0,34069,58412,17942,488,16243,19000,16418,5587,89825,969,309244,34417,274827,4795
2007:Q3,1524544,38639,778436,5875,367,98,128,730486,41482,613947,71816,64270,29154,448707,9787,2231,7556,13281,70454,1524544,158901,597238,318238,279000,77247,64270,313688,1142,41482,0,46291,65299,18245,474,13612,17998,16759,5657,86295,434,306995,31513,275482,6205
2007:Q4,1588372,38681,810010,16379,1939,1324,111,735260,54997,639587,42912,75023,31742,489910,11829,2322,9507,15692,72573,1588372,208310,597314,311604,285710,56501,75023,335555,1179,54997,0,43881,60344,18546,507,13727,13654,16194,5614,104980,1932,306127,34175,271952,9542
2008:Q1,1567021,38679,784138,5883,281,1321,113,731110,45430,636895,42925,69948,29489,494533,14888,7672,7216,15276,77145,1567021,219710,570225,293526,276699,42885,69948,349308,1346,45430,0,43035,65565,17130,540,15730,11383,16964,7609,122378,2198,302476,37274,265202,12469
2008:Q2,1580556,38677,794818,5257,330,1320,226,741975,45710,640788,50217,69776,27651,493144,14109,5816,8293,15801,76363,1580556,206092,549287,281624,267663,53267,69776,394589,1339,45710,0,41670,74871,15714,573,15709,58542,16914,6041,115605,1901,299125,33693,265432,8420
2008:Q3,1995463,38675,1165908,332749,32151,1299,131,751593,47985,690193,41454,69379,39261,540099,12341,3436,8905,15517,72829,1995463,223478,523432,264834,258598,372655,69379,485628,1514,47985,0,44455,77309,14297,605,15462,94445,16682,9086,161934,1854,314105,42828,271277,6786
2008:Q4,2230233,38674,1311000,365707,89291,3398,1380,793499,57725,777518,3453,83394,62923,627748,13538,4691,8847,14606,74897,2230233,483561,428859,179358,249501,369385,83394,490658,1688,57725,0,28975,86818,12881,808,19307,135814,16452,5347,120078,4765,370133,68994,301139,4243
2009:Q1,2065510,42261,1200341,267395,66401,3937,1154,811149,50305,714341,4303,78238,45322,586478,13786,4445,9341,14946,79835,2065510,464091,438615,195373,243242,272199,78238,445082,1838,50305,0,26914,73710,12239,1010,21909,126391,17079,4848,103164,5675,363876,50921,312955,3409
2009:Q2,2182593,42427,1255202,316241,65067,4832,1764,816156,51142,774694,4038,102945,42969,624742,14976,4597,10379,15582,79712,2182593,510487,448151,211210,236941,319388,102945,436831,1775,51142,0,34855,68701,11597,1213,21968,125159,17511,4467,92028,6415,360350,49330,311020,4441
2009:Q3,2127910,42564,1180189,273562,28621,4861,1918,820482,50745,795782,3701,88953,33722,669406,14829,9890,4939,15760,78786,2127910,478821,529009,298368,230641,275039,88953,390733,1981,50745,0,34515,66839,10954,1415,24171,87525,17096,6715,81933,6844,360729,45530,315199,4626
2009:Q4,2179965,42691,1146988,191872,59406,7727,2425,830636,54922,871553,3789,102593,34264,730907,16126,10493,5633,16050,86557,2179965,533142,588396,364004,224392,193921,102593,396190,2053,54922,0,28604,52831,10312,1216,23633,99406,16987,7446,90721,8059,360953,47182,313771,4770
2010:Q1,2135568,42745,1147353,216721,29082,8023,1683,840042,51802,825454,4113,98762,35280,687299,16371,10851,5520,16214,87431,2135568,434526,626618,412921,213697,219689,98762,388689,2083,51802,0,29224,49829,10845,1016,24218,99015,15877,5853,90177,8750,363850,47814,316036,3434
2010:Q2,2253690,43205,1246556,287813,44509,11079,1229,848139,53787,843883,3234,99298,37057,704294,16429,10532,5897,16741,86876,2253690,452623,631473,428444,203029,291859,99298,409686,1975,53787,0,38084,60212,11377,816,25344,99106,16140,5245,86072,11528,366954,48818,318136,1797
2010:Q3,2246895,43413,1241639,308087,8855,10874,2487,860788,50548,838480,3616,98641,32130,704093,18537,11941,6596,16908,87918,2246895,420243,678451,486063,192388,310379,98641,359775,2120,50548,0,40332,62028,11910,617,22747,47321,15528,5895,89523,11206,375208,46558,328650,4198
2010:Q4,2424647,43542,1310215,340914,17152,9589,3352,886486,52722,941100,3640,108787,30449,798224,21858,14559,7299,16581,91351,2424647,524447,671396,489675,181721,342322,108787,382436,2180,52722,0,33666,54067,12442,600,23828,63364,26534,5820,96923,10290,390450,48360,342090,4809
2011:Q1,2267072,43790,1109680,116412,22448,9154,141,908214,53311,977994,3635,108180,43324,822855,20747,13177,7570,17136,97725,2267072,606122,631226,453320,177906,118683,108180,387503,2189,53311,0,34811,49438,13815,583,26194,70422,28994,8818,88761,10167,411308,56642,354666,4050
2011:Q2,2403039,43953,1162028,135277,30545,10828,378,929573,55427,1059726,3715,113287,46470,896254,23200,15349,7851,18119,96013,2403039,600424,711835,537752,174083,136704,113287,404787,2111,55427,0,36548,50807,15187,566,26456,62253,31732,6791,105410,11499,430852,62197,368655,5150
2011:Q3,2467674,44082,1112147,56408,58304,1310,2643,942874,50608,1154553,2963,112743,51400,987447,38212,17758,20454,18002,100678,2467674,732180,705474,535235,170239,58858,112743,404504,2266,50608,0,26566,60716,16559,549,25234,63671,33739,11432,111054,2110,450070,71801,378269,3845
2011:Q4,2675307,44198,1203472,85865,84140,1692,153,970821,60801,1260542,956,125771,56052,1077763,45590,18991,26599,19374,102131,2675307,813755,749183,582807,166376,84558,125771,423973,2306,60801,0,25920,63133,17932,532,23884,72669,31664,10651,111849,2632,472282,75196,397086,5785
2012:Q1,2580583,44389,1143978,43630,44323,1678,155,997741,56451,1212211,1275,122903,51125,1036908,46683,20472,26211,19758,113564,2580583,836138,682515,511247,171268,42306,122903,403375,2318,56425,26,31693,61664,17442,515,25982,42469,31267,13395,117367,2812,486895,71752,415143,6451
2012:Q2,2655791,44517,1196226,91536,34008,1667,1608,1010747,56660,1229133,1212,121246,49427,1057248,51931,22905,29026,22437,111547,2655791,790994,746904,570772,176132,89511,121246,403776,2133,56620,40,31636,65685,16953,499,27367,52916,28589,13314,105180,2844,496199,73940,422259,7161
2012:Q3,2698867,44635,1202640,85568,25992,1649,5652,1027430,56349,1262226,1040,115903,50437,1094846,57485,24962,32523,20709,111172,2698867,790301,781500,600532,180968,83569,115903,401073,2190,56327,22,35435,62353,16464,482,28894,36147,30796,16309,113489,2165,519466,81051,438415,7055
2012:Q4,2944029,44751,1270061,92870,45228,1100,6455,1053340,71068,1432680,1345,122075,51938,1257322,61794,27949,33845,21676,113067,2944029,921875,812454,626691,185763,92159,122075,447934,2108,71036,32,38397,64761,15975,497,29821,52582,27843,14205,128190,2487,540569,86342,454227,6963
2013:Q1,2951524,44971,1251443,79383,29775,1100,9213,1072339,59633,1438178,1514,119575,42585,1274504,71772,32251,39521,21872,123288,2951524,968210,799152,620384,178768,79581,119575,437141,2116,59609,24,34193,65345,15877,513,30581,64110,30176,20476,111634,2487,543233,84049,459184,4632
2013:Q2,2958264,45147,1324520,134979,29743,1099,10050,1088432,60217,1372665,1291,116830,41496,1213048,72432,31300,41132,22729,120771,2958264,991245,742087,570333,171754,135382,116830,416263,1985,60191,26,33286,54853,15781,529,28960,51730,30007,14178,121757,2980,551516,82846,468670,4941
2013:Q3,3022952,45334,1317875,88553,57563,1065,8965,1099533,62196,1429923,1274,120187,49539,1258923,86949,34211,52738,24147,118724,3022952,1001800,783039,608338,174701,88643,120187,449504,2010,62169,27,32850,63272,15684,544,30006,77358,34180,12194,116797,2413,574049,92715,481334,5730
2013:Q4,3301939,45493,1438907,162633,71082,1460,7997,1122121,73614,1579990,1627,128941,51171,1398251,92514,40221,52293,24484,120551,3301939,1111962,848725,671058,177667,163029,128941,453001,1955,73587,27,31647,56281,15587,635,33778,81607,32062,10904,111720,3211,591329,99389,491940,4952
2014:Q1,3268848,45749,1399735,142468,25693,1460,7003,1158332,64779,1558896,1708,125916,52881,1378391,109858,44317,65541,23613,130997,3268848,1141488,811979,617001,194978,142571,125916,419566,1946,64754,25,35700,62594,16400,726,32899,45420,32872,10803,112216,3211,621310,104201,517109,6018
2014:Q2,3382887,45963,1412737,139445,29321,1460,5970,1171612,64929,1653758,1824,125956,55464,1470514,117083,52936,64147,24919,128427,3382887,1153385,890372,678093,212279,139261,125956,429279,1889,64874,55,36761,61376,17214,816,31555,49318,32325,11482,114345,7269,638009,114370,523639,6625
2014:Q3,3477413,46171,1487317,158461,77881,1460,5259,1179559,64697,1669504,2080,128429,51789,1487206,122886,54864,68022,24104,127431,3477413,1127808,939027,709399,229628,160162,128429,476460,1931,64666,31,37811,64590,18027,907,32217,89298,31115,11816,116707,7344,641614,111912,529702,3913
2014:Q4,3633959,46301,1570910,223653,43741,1601,5259,1220989,75667,1716133,2489,145725,54811,1513108,137556,55898,81658,29897,133162,3633959,1083858,1037831,790778,247053,226346,145725,462771,1873,75618,49,37723,61982,18841,902,36022,64959,31894,12213,111762,8933,674173,115968,558205,3255
2015:Q1,3549610,46671,1452662,100280,32869,1869,5246,1244578,67820,1730298,2452,135177,54196,1538473,149197,61710,87487,29317,141465,3549610,1175850,990763,741945,248818,104427,135177,450697,1833,67811,9,37746,62025,19081,896,36450,53406,32054,12793,117661,8932,690865,121152,569713,1831
2015:Q2,3753566,47000,1620369,254442,36790,2195,5264,1253403,68275,1753870,2295,139017,49812,1562746,160928,63748,97180,32116,139283,3753566,1247904,981822,731164,250658,258526,139017,436559,1872,68267,8,32414,53783,19320,891,41152,41144,32943,12126,114093,18546,687913,118824,569089,1825
2015:Q3,3659636,47327,1593217,198907,37414,10356,6246,1272683,67611,1694474,2283,135875,39547,1516769,152811,64811,88000,31708,140099,3659636,1113059,1055745,803199,252546,202597,135875,457742,1909,67603,8,36509,65154,19560,886,38799,47366,33793,13432,115551,17172,693057,110604,582453,1561
2015:Q4,3925996,47567,1759349,333713,33319,9671,5246,1303232,74168,1787074,2334,137086,44449,1603205,148195,60552,87643,31358,152453,3925996,1197659,1092314,837876,254438,338078,137086,452849,1890,74160,8,34923,72211,19799,861,38737,40957,30406,11603,106076,21218,706822,110247,596575,1188
2016:Q1,3949734,47726,1758771,314048,28056,16063,5215,1325593,69796,1778736,2216,137982,50098,1588440,171887,62827,109060,34726,157888,3949734,1281200,1023726,756825,266901,317571,137982,460269,1885,69788,8,33464,71543,19123,836,36961,34663,34383,12903,110885,33827,727293,118140,609153,1693
2016:Q2,4087028,48043,1840373,363733,36484,18964,5225,1342700,73267,1815014,2126,136399,49603,1626886,192819,69908,122911,33768,157011,4087028,1239940,1103848,827123,276725,366932,136399,496690,1857,73259,8,37474,94161,18447,812,40473,43566,23174,12707,113972,36780,741073,124736,616337,2146
2016:Q3,4086302,48370,1824015,353453,26359,16941,5196,1357001,65065,1852698,2063,138219,54951,1657465,172780,64811,107969,34818,153621,4086302,1126995,1237350,958522,278828,355655,138219,475508,1933,65058,7,29425,88492,17771,787,38352,39678,21573,12399,124060,35973,749237,124958,624279,3338
2016:Q4,4198066,48536,1923853,399356,33083,25312,5198,1384934,75970,1879658,2211,143016,57249,1677182,152692,65555,87137,37096,156231,4198066,1128471,1274088,994846,279242,404037,143016,480201,1873,75963,7,27610,75524,17095,846,40613,48755,20758,10713,119201,41243,766888,128002,638886,1365
2017:Q1,4069895,48781,1673682,92472,25776,63021,5195,1417046,70172,1968820,2202,143156,59421,1764041,171605,70454,101151,38257,168750,4069895,1310433,1222055,936408,285647,96826,143156,501547,1924,70165,7,28566,76639,18269,906,34988,41829,19002,9871,126949,72432,794720,135070,659650,1158
2017:Q2,4211119,48986,1786121,181304,17142,69586,5196,1442136,70757,1990281,1994,140698,57925,1789664,178248,74245,104003,39358,168125,4211119,1304947,1267735,975316,292419,184751,140698,498035,1817,70751,6,28673,84996,19442,965,30407,33029,18354,9343,120284,79968,812846,137366,675480,2107
2017:Q3,4153186,49175,1783098,159519,19216,69076,5195,1461561,68531,1943711,2033,134379,70021,1737278,174091,67726,106365,35544,167567,4153186,1222344,1286730,987538,299192,162903,134379,510367,1866,68525,6,38614,85415,20615,1025,31050,37746,17732,8899,119526,79348,834272,142942,691330,2191
2017:Q4,4344197,49381,1885946,229147,19004,63882,5288,1491451,77174,2015371,1880,140552,59388,1813551,185023,75191,109832,37376,171100,4344197,1337785,1256418,950449,305969,231954,140552,525826,1892,77168,6,31881,93568,21788,975,30212,49435,18613,8959,118959,72370,848459,139867,708592,3203
2018:Q1,4492702,49517,1970138,289967,21422,66289,5283,1518962,68215,2071855,2201,140095,69653,1859906,179322,75846,103476,38843,183027,4492702,1430056,1256580,947748,308832,291767,140095,494383,1838,68209,6,33196,88173,20533,924,30629,23614,17322,8375,124613,76951,876344,150782,725562,3477
2018:Q2,4466123,49617,2031521,333003,17915,58009,5331,1546913,70350,1982077,2225,134532,76456,1768864,179879,71632,108247,41689,181340,4466123,1290998,1307498,995786,311712,336633,134532,495715,1776,70344,6,39875,95239,19279,874,30321,30951,13597,8154,115342,69957,898372,153419,744953,2375
2018:Q3,4485911,49691,2098116,384927,16706,55426,5285,1567731,68041,1928923,1769,127840,77901,1721413,189667,72749,116918,41023,178491,4485911,1105812,1460511,1145930,314581,388391,127840,480651,1772,68035,6,32680,84063,18025,824,29959,37179,15085,11109,112503,69411,920494,155935,764559,2212
2018:Q4,4664922,49762,2149905,402352,12306,60470,5275,1587458,82044,2053668,1751,132916,74351,1844650,177784,74443,103341,40894,192909,4664922,1162836,1518865,1201415,317450,405904,132916,514236,1726,82038,6,30191,93061,16770,784,28559,36795,14265,9620,126243,74178,927992,154069,773923,2173
2019:Q1,4540534,49865,2074432,334348,8667,52392,5272,1603882,69871,1992331,1618,131317,73565,1785831,190626,72255,118371,41010,192270,4540534,1246527,1426895,1105974,320921,337874,131317,465789,1729,69865,6,32344,91702,18604,745,19405,35884,13703,9315,108791,63696,930264,151092,779172,1868
2019:Q2,4532639,49930,2022957,263893,9607,51073,5274,1621622,71488,2027156,1592,128994,86976,1809594,197232,69959,127273,43347,192017,4532639,1130813,1550401,1226012,324389,266995,128994,502130,1692,71482,6,40920,98687,20437,706,24531,36402,13507,11239,118901,63620,950737,162209,788528,2569
2019:Q3,4739872,49994,2174334,382663,10494,63528,5216,1642114,70319,2071963,1978,128608,84666,1856711,193870,71942,121928,46748,202963,4739872,934993,1786265,1458418,327847,386029,128608,531466,1707,70313,6,45376,108286,22270,666,29879,34309,12802,11713,119011,75128,969462,161824,807638,3049
2019:Q4,4937795,50071,2240617,404024,14494,59285,5212,1674178,83424,2191467,1635,139075,78947,1971810,199389,77640,121749,45714,210537,4937795,1197193,1673295,1342005,331290,407211,139075,532111,1657,83418,6,47594,97256,24103,706,22364,34640,12249,12038,125234,70846,987016,161799,825217,1894
2020:Q1,5869957,50180,2641998,515585,123074,157400,17425,1729487,99027,2650229,1679,142313,91006,2415231,251431,100164,151267,46548,229571,5869957,1304534,1993161,1650219,342942,518948,142313,849784,1658,99021,6,44127,147224,23074,745,21934,142002,16484,20222,161986,171301,1059826,208595,851231,1391
2020:Q2,7762143,50256,3833777,1722098,45041,130614,16253,1827819,91952,3303917,1904,167254,70549,3064210,256110,106003,150107,54393,263690,7762143,1726993,2328245,1948146,380099,1725416,167254,738692,1472,91946,6,54522,152135,22044,784,20386,71071,20748,17173,138968,147437,1073435,192805,880630,2108
2020:Q3,8015252,50374,3954210,1781704,28594,142834,18946,1892102,90030,3416954,2447,178084,62956,3173467,265790,107301,158489,56457,271467,8015252,1952039,2294271,1923599,370672,1784873,178084,696661,1477,90023,7,46456,135217,21015,823,21718,57634,17017,17919,133937,153418,1106694,189203,917491,2630
2020:Q4,9226470,50455,3994434,1728597,52957,152324,21867,1939490,99199,4573130,2691,229872,61873,4278694,256339,112800,143539,56720,295392,9226470,3179557,2177736,1786421,391315,1732079,229872,761298,1563,99193,6,50151,130651,19985,952,28659,92452,16420,17881,138428,164957,1143082,196540,946542,2846
2021:Q1,9124793,50530,3568695,1122040,136008,183873,33238,1995932,97604,4804720,2435,248855,58601,4494829,306782,119626,187156,62495,331571,9124793,3538677,2191581,1790056,401525,1117106,248855,849637,1484,97598,6,59176,121155,21122,1081,24957,153876,15749,16947,136850,199636,1168099,211465,956634,10838
2021:Q2,9220382,50586,3219885,851970,30559,199202,5285,2040368,92501,5237174,4459,296644,74886,4861185,296099,132357,163742,69280,347358,9220382,3859002,2232460,1816075,416385,855708,296644,790419,1233,92495,6,55945,136424,22259,1210,25700,68603,24484,17316,132606,212138,1181812,212528,969284,4337
2021:Q3,8935107,50674,2609928,215211,35111,207519,5737,2056838,89512,5544752,3634,318559,80311,5142248,304928,124266,180662,65864,358961,8935107,3930845,2440266,2004603,435663,219111,318559,835913,1215,89506,6,70131,130455,23396,1339,31905,86377,25051,16157,137145,223230,1186919,210314,976605,3494
2021:Q4,9448473,50827,2857174,406173,35863,219930,9361,2095353,90494,5822428,2550,345731,82465,5391682,282046,122800,159246,64042,371956,9448473,4142418,2520975,2051447,469528,410331,345731,818162,1232,90424,70,72658,122183,24532,1112,28364,62587,20876,16572,140673,236879,1209515,214626,994889,1341
2022:Q1,9927713,50821,3147298,651597,31725,239402,7507,2127959,89108,5971560,2763,351163,92108,5525526,307546,127013,180533,57771,392717,9927713,4383385,2500139,2027036,473103,656181,351163,795840,1306,89102,6,53505,113837,23923,885,27844,52473,13350,16427,146641,256541,1238942,226628,1012314,2063
2022:Q2,10238124,51003,3267232,782503,27881,218727,7480,2141551,89090,6146047,2941,360991,72517,5709598,326943,126576,200367,59220,387679,10238124,4711138,2377347,1900655,476692,789741,360991,777348,1261,89085,5,47789,117517,23314,658,27599,54296,12664,15773,150050,237337,1221796,206573,1015223,-237
2022:Q3,10156907,51185,3097726,636097,22271,203805,7466,2148836,79251,6242331,3231,353418,88900,5796782,310635,110240,200395,61785,393245,10156907,4858946,2333239,1852938,480301,643718,353418,742837,1242,79246,5,48140,118761,22704,431,25815,44746,10115,17546,153198,220888,1225292,206606,1018686,-543
2022:Q4,9861191,51367,2931956,446784,24039,194514,8963,2170946,86710,6163473,2609,360426,83913,5716525,269752,101444,168308,57887,386756,9861191,4576709,2480767,1996872,483895,454724,360426,765018,1209,86705,5,50302,118331,22094,478,26336,69095,10892,15883,148840,214848,1224253,194320,1029933,-706
2023:Q1,9561538,51549,2677702,177859,28826,190188,9710,2187875,83244,6096214,6711,359598,88473,5641432,280185,96109,184076,58143,397745,9561538,4618382,2417359,1928152,489207,184509,359598,746655,1315,83240,4,47547,120805,22119,526,24626,73691,11670,17395,132702,211015,1231032,194292,1036740,4003
2023:Q2,9662117,51731,2897337,402636,24517,167327,9746,2210185,82926,5977739,6672,353335,82924,5534808,287958,102681,185277,59180,388172,9662117,4564210,2351562,1859646,491916,410893,353335,735576,1347,82921,5,52226,133506,21851,573,28720,63436,12574,15669,136767,185981,1243960,195351,1048609,2581
