1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q1,20243916,113362,697777,2785170,39288,332806,111765,1503928,15482,482139,174665,627045,204598,948327,510894,384780,52653,35128,1868322,623683,2940713,438187,345669,4247030,1167566,73478,1971715,20211491,14310574,6334,19036,0,3977914,96147,1856155,22284,1087465,915863,5980331,754674,1140176,3332288,753193,90624,21271,914549,76986,3223529,5900916,2670653,318291,2911972
1989:Q2,20660582,110086,727002,2788090,34312,354265,119520,1551364,18526,517491,171336,635172,208839,956056,520588,381076,54392,35023,1967227,627617,2976262,468419,354363,4374151,1201460,55084,1960281,20624157,14510915,6107,19253,0,4027466,110059,1861784,23567,1094584,937472,6118351,770237,1176412,3402085,769617,94414,21798,929384,72612,3221530,6113242,2837245,327843,2948154
1989:Q3,21082991,108518,718165,2805860,27948,386540,125609,1591136,15617,524253,189071,648567,213628,948078,515096,377206,55776,35450,2123994,633029,2991784,489379,360192,4496352,1214488,60793,1965676,21090153,14727220,6270,19425,0,4097065,113273,1892480,25342,1112503,953467,6228892,775432,1191025,3478228,784207,94682,21790,935069,72619,3251408,6362932,3057566,342218,2963148
1989:Q4,21529585,115115,740401,2841154,27214,400598,131099,1628845,15854,513714,208855,668041,222381,976240,537966,374445,63829,42055,2204612,699734,3019399,481961,371631,4623302,1191856,63597,1970774,21580387,15025289,6439,19627,0,4178938,107112,1942516,24197,1129798,975315,6377884,802145,1237478,3528976,809285,98272,22406,963531,69706,3288486,6555098,3140008,424050,2991040
1990:Q1,21619745,109432,703833,2848432,26632,431374,131649,1624751,13528,507243,209795,675528,218658,1017406,574681,384213,58512,42874,2082402,711776,3039088,475228,377994,4705283,1201878,72199,2017514,21759269,15305211,6373,19841,0,4242140,126034,1955020,31590,1147494,982002,6512727,797389,1299730,3623288,792320,100943,22402,958646,74037,3368102,6454058,3006907,436483,3010668
1990:Q2,21916967,106472,731370,2842145,26439,418507,135009,1666967,15055,511735,224540,689582,226055,1038365,581321,397459,59585,41723,2159207,719576,3068475,498409,386121,4813273,1241204,55669,1968037,22065727,15442367,6486,20066,0,4305315,128659,1985110,32933,1159783,998830,6616706,802507,1327496,3687991,798712,103723,22950,970665,68993,3327463,6623359,3136251,447057,3040051
1990:Q3,21822486,118826,728025,2858087,27327,445104,137456,1701440,15196,531090,236497,691422,227235,1064134,590118,413941,60075,46304,1797233,730834,3101011,457595,392530,4864307,1277546,59576,2015152,22031111,15838458,6823,20221,0,4383998,131811,2043898,32603,1170082,1005604,6705973,793404,1356335,3743932,812302,104622,22985,997027,72853,3523955,6192653,2654774,465406,3072473
1990:Q4,22264824,113395,759055,2884536,31371,453787,140005,1778137,17805,560845,245482,696923,257082,1095695,608441,420113,67141,37491,2014129,620444,3117727,485507,399250,4981536,1230353,59192,2063216,22531279,16042254,6970,20402,0,4467466,116852,2117196,32350,1178619,1022449,6808801,796157,1402538,3785715,824391,105628,23594,1010296,70302,3528795,6489026,2956992,442331,3089703
1991:Q1,22820038,106499,742379,2890555,32702,504649,134829,1750682,18744,543739,223381,693978,270840,1104234,612850,432198,59186,41684,2349279,627532,3106115,533825,406098,5109791,1212597,67654,2098934,23022831,16094523,6596,20574,0,4545239,119851,2165271,26350,1191778,1041989,6799718,785066,1382860,3829585,802207,100253,23655,978014,66752,3553722,6928307,3397923,452981,3077403
1991:Q2,22950350,109444,764015,2843530,29928,483743,138541,1795483,21866,547287,228543,714609,283179,1114670,613839,443446,57385,36958,2319218,639468,3109175,556993,415029,5208742,1243252,54296,2087864,23184616,16301061,6441,20749,0,4627071,119437,2204987,24800,1211966,1065881,6858040,768928,1393662,3894144,801306,106559,24227,994309,59628,3604037,6883555,3355984,447778,3079793
1991:Q3,23323979,106007,767985,2824864,34462,480859,139173,1857112,21654,582722,239254,741985,271498,1125714,620865,447606,57243,35902,2459015,649858,3100747,606898,419933,5328803,1258995,54767,2072887,23573697,16517001,6703,20886,0,4761092,107016,2308289,17602,1242263,1085922,6865317,757351,1408491,3896975,802500,102276,24118,1014508,63751,3658350,7056696,3538025,448168,3070503
1991:Q4,24020271,103801,844668,2798118,37538,485227,143029,1893288,23664,591527,254109,752422,271566,1153241,648517,441736,62988,35554,2851473,707348,3076689,671004,427029,5460492,1225369,55485,2050919,24295244,16714476,7008,21014,0,4880905,98477,2390681,18556,1272079,1101112,6926471,747645,1425992,3937253,815581,98961,24790,1051936,61371,3642020,7580768,4000417,534545,3045806
1992:Q1,24103580,103561,820657,2647518,36089,513697,140829,1929057,24470,631063,251948,739646,281931,1134537,634517,443988,56032,41861,2760840,715287,3062545,697225,434387,5569202,1243326,70096,2182867,24670734,17177273,6721,21135,0,4996594,110434,2473821,15765,1275453,1121121,6923636,742640,1419967,3967676,793353,97087,24674,1037092,67184,4003150,7493461,3914314,547730,3031417
1992:Q2,24222938,104047,856342,2608241,39285,498079,148750,1928592,26122,622713,253409,739335,287014,1141917,647232,437812,56873,42279,2725690,726010,3056485,743829,439014,5704100,1286752,52960,2120567,24836423,17382111,7012,21253,0,5087111,111996,2532517,15862,1287091,1139645,6957109,735626,1439482,3989669,792332,99345,25287,1061380,64213,4059402,7454312,3876608,552389,3025315
1992:Q3,24578346,105844,891626,2583305,40975,493304,148167,1948317,27913,638807,264279,738935,278383,1133682,646770,429069,57843,41093,2816289,736376,3067500,799327,448765,5855622,1299547,55736,2112873,25183535,17621484,7216,21338,0,5188784,108216,2606080,18119,1301309,1155060,7015197,728613,1456830,4027821,801933,97896,25454,1074591,68374,4122634,7562051,3973482,553247,3035322
1992:Q4,25061390,95671,936924,2549564,43403,482025,148110,1967908,31169,665661,273368,711007,286703,1138074,648966,423367,65741,42164,3153438,661560,3056821,851062,457341,6020766,1258924,57970,2139666,25774981,17817247,6737,21447,0,5273208,107106,2683010,18786,1295401,1168905,7086864,724085,1490690,4047320,824769,101050,26229,1107860,68465,4125387,7957734,4369261,564097,3024376
1993:Q1,25480602,99585,897516,2516705,42061,490392,150952,1981193,30896,668659,247190,705526,328922,1144588,667940,413297,63351,34864,3244673,675320,3094748,931494,465502,6160737,1298980,71989,2179304,26101390,17975352,6848,21573,0,5412496,113900,2737390,19576,1314788,1226842,7055694,712547,1487608,4048277,807262,104725,26232,1101530,74396,4171858,8126038,4493617,571435,3060986
1993:Q2,25813931,110926,965655,2493147,42138,480087,148326,1984584,34087,673319,221400,701070,354708,1154128,689376,400199,64553,41650,3252849,683125,3129948,1008241,474715,6270840,1331262,49451,2192859,26415478,18232327,6877,21705,0,5546776,124025,2786667,20596,1343078,1272410,7124965,714349,1501204,4090750,818662,110104,26872,1109046,70609,4215373,8183150,4515232,571715,3096203
1993:Q3,26254291,104780,979551,2473742,43625,476430,149712,1996419,33687,643479,235608,696000,387645,1142827,684794,391425,66608,39106,3375246,700580,3177951,1096083,484439,6392930,1359085,54815,2206970,26783776,18429661,6949,21866,0,5653362,123232,2829297,24654,1360066,1316113,7202311,705678,1517767,4136198,842668,114785,26941,1124820,73232,4205395,8354114,4646190,564772,3143152
1993:Q4,26911768,111595,1035795,2443131,42552,486121,157293,2048121,37312,686223,212993,672748,438846,1145585,684818,383185,77582,49516,3526452,841182,3217133,1151110,494325,6489951,1315432,60511,2295962,27331566,18707255,6730,22095,0,5769193,117829,2911911,26585,1361698,1351170,7319281,712156,1543239,4177717,886169,120256,27622,1171497,72112,4198469,8624311,4865339,576801,3182171
1994:Q1,27018168,114866,1007077,2443474,44414,502378,153477,2123717,35393,717706,251149,659461,460009,1131668,682380,377233,72055,62335,3372896,856702,3274694,1126014,500724,6574767,1349059,75012,2304895,27439362,18948173,6921,22318,0,5869321,129885,2964629,26259,1361402,1387146,7368594,723024,1560914,4200781,883876,119436,27628,1162692,76964,4294299,8491190,4658750,593026,3239414
1994:Q2,27218716,113576,1006606,2411883,46261,498815,150205,2214146,37962,742788,284165,667563,481668,1131193,679370,378213,73610,62901,3301201,871711,3342859,1115833,507885,6676018,1402052,49307,2316265,27619804,19143618,7096,22528,0,5895949,135680,2971742,27438,1352276,1408813,7485824,742890,1574864,4249490,918580,120100,28307,1194305,73256,4316253,8476185,4573094,595308,3307783
1994:Q3,27621616,116109,985061,2432038,43093,510609,143414,2240446,39393,773422,288956,644555,494121,1132278,676872,380107,75299,65033,3362975,887811,3393159,1158889,525937,6803249,1422050,55743,2343722,28095202,19290536,7189,22779,0,5942443,138683,3011491,28162,1341280,1422827,7607884,760311,1587144,4300476,959953,122430,28405,1214700,74996,4269710,8804666,4833579,613565,3357522
1994:Q4,28004874,110149,1004939,2425445,47240,535895,142235,2369748,41266,812296,341564,643713,530909,1155426,685371,376569,93486,52768,3393566,918843,3442493,1079686,531939,6856695,1409907,60899,2467002,28417831,19570990,7153,22994,0,6006349,139238,3074079,26743,1325770,1440519,7778163,783711,1631016,4342268,1021168,115548,28890,1276586,73122,4262185,8846841,4831577,608246,3407018
1995:Q1,28609390,117223,954008,2464492,49750,561644,139651,2340304,42415,806385,329426,610727,551351,1143642,682715,374306,86621,53837,3644760,937499,3479619,1124865,544664,7015813,1441983,84770,2510867,28966635,19692570,7646,23226,0,6087880,149799,3147620,26436,1311393,1452632,7847373,817361,1630317,4375149,1024546,112782,28940,1277626,82352,4224744,9274066,5203193,627319,3443554
1995:Q2,29333737,115448,1002020,2509032,55798,598554,137583,2315983,43833,797457,329322,598381,546990,1141592,684797,370079,86716,54493,3887460,951649,3520888,1199022,560644,7191749,1469984,54254,2567584,29615660,19857328,7686,23490,0,6144283,162887,3172695,26838,1304195,1477668,7989149,845911,1649920,4430192,1063126,114813,29371,1296154,73904,4178478,9758332,5633101,640478,3484753
1995:Q3,30103804,114314,956461,2545898,58557,617385,135857,2294382,53290,775492,315501,569438,580661,1131514,680351,365717,85446,55553,4196308,971797,3580442,1277779,569996,7375122,1525582,60381,2636478,30322283,20058447,7380,23760,0,6155609,163268,3199633,26940,1278456,1487312,8133263,861691,1670607,4491366,1109599,116187,29445,1338321,75515,4178967,10263837,6064628,656185,3543024
1995:Q4,31110540,112316,969844,2573031,61215,651946,144094,2350634,59992,786793,325801,538329,639719,1137493,681457,361793,94243,51139,4547528,1148264,3627591,1321046,580205,7532929,1511550,60095,2729620,31197887,20343992,7283,24003,0,6207043,157351,3247828,28223,1268157,1505484,8271652,884919,1689788,4528785,1168160,113927,29909,1393992,73667,4222516,10853895,6449974,814405,3589516
1996:Q1,31784923,117831,929087,2646399,67607,712587,163197,2308751,59744,770189,303454,520099,655265,1137637,694123,355300,88214,49386,4709762,1174629,3658295,1403974,584946,7683053,1557600,83024,2797161,31799517,20621308,7159,24269,0,6321459,174174,3326813,27643,1264843,1527986,8359586,879571,1717844,4599965,1162207,121575,30001,1396953,83165,4277141,11178209,6728661,830432,3619116
1996:Q2,32391429,113478,943263,2673431,68547,703008,172986,2411789,72002,767075,366011,522426,684275,1129044,692341,351647,85056,49650,4877297,1188650,3698250,1501496,593543,7806238,1616943,54884,2788934,32372015,20825313,7072,24520,0,6336906,181726,3302754,28205,1269829,1554392,8514329,903710,1741194,4672846,1196579,124688,30609,1437809,80014,4269366,11546703,7035650,852187,3658866
1996:Q3,32815619,112020,945278,2719487,70142,729545,170124,2395608,78289,765214,383587,502662,665856,1121447,689444,347954,84049,53351,4889769,1206024,3736654,1556870,608575,7939063,1652492,62495,2846674,32751551,21092695,7052,24744,0,6367492,172999,3344692,27437,1251696,1570668,8666044,936941,1758189,4741067,1229847,125525,30648,1437829,84317,4349044,11658855,7100424,862048,3696383
1996:Q4,33817426,107010,944484,2753479,81213,767519,172831,2401882,92013,756701,402796,486714,663659,1174227,732410,346401,95416,59367,5181346,1348740,3820817,1593304,624626,8158717,1642996,69220,2915649,33510861,21336324,7045,24966,0,6426792,156405,3387118,26613,1261631,1595025,8819855,944155,1792885,4808938,1273878,126414,30526,1503715,85547,4311463,12174538,7403482,991023,3780033
1997:Q1,34137527,104708,923255,2804865,77442,818535,173810,2245005,93025,749177,351835,458993,591976,1170890,731537,348884,90469,60380,5269121,1376025,3913243,1608731,636314,8255126,1691113,92122,2916842,33952984,21616718,6795,25157,0,6518085,168747,3433093,26258,1266301,1623686,8907247,984489,1805855,4862729,1254175,135983,31236,1496510,98935,4396770,12336265,7454662,1010636,3870967
1997:Q2,35629589,100265,938215,2846732,82477,812505,171303,2255895,93753,682774,378332,482971,618065,1195853,750389,354606,90858,61398,6099787,1397400,3981807,1797692,653819,8582769,1760179,60248,2831245,35124272,21565516,6801,25274,0,6511515,179286,3361985,26319,1283206,1660719,9063708,1017894,1828830,4938946,1278038,142369,31787,1525061,95247,4163754,13558755,8597080,1023775,3937900
1997:Q3,36870578,100266,905353,2908656,84027,849632,174976,2248694,100668,637202,379429,482232,649163,1216405,762597,359537,94271,61780,6536956,1418159,4066130,1971107,670936,8858194,1789337,133217,2876753,36096025,21744078,6689,25402,0,6582616,176649,3369532,26089,1294019,1716327,9258484,1020477,1880944,5051258,1305805,142834,31763,1557134,103342,4035815,14351946,9304824,1026379,4020743
1997:Q4,37639161,85956,925892,2950409,78909,887996,173739,2284788,111318,621223,418575,499459,634213,1272217,794441,365732,112044,64484,6729586,1577539,4197524,1988675,678819,8925054,1776730,131106,2909739,36949603,22081044,6611,25543,0,6637155,168598,3388018,26526,1318530,1735483,9488954,1065705,1957847,5121238,1344165,147887,32263,1621539,99155,4021937,14868559,9433427,1283055,4152077
1998:Q1,39461664,91035,896856,3032861,82486,963025,181395,2251330,112745,613649,352049,494726,678161,1309567,836217,363656,109694,70432,7631242,1618771,4245767,2237817,691038,9295173,1823771,156564,2882535,38569056,22280083,6545,25664,0,6777174,193105,3399328,25918,1344209,1814614,9607903,1083929,1989404,5210527,1324043,151886,32443,1645167,110288,3923013,16288972,10786196,1303715,4199061
1998:Q2,40290674,89972,951266,3029984,77729,986475,174846,2381556,108120,570072,441100,516745,745519,1339737,867546,361555,110636,83423,7765597,1644628,4341069,2337971,702518,9444363,1868404,121893,2949244,39312005,22722233,6524,25786,0,6808389,202491,3302345,25558,1373908,1904087,9855513,1124737,2034284,5328748,1367744,156911,33096,1653128,100645,4082241,16589772,10982814,1313027,4293931
1998:Q3,39596485,89914,901373,3051298,79585,1074706,174732,2476649,113616,638524,485873,511182,727454,1385651,914723,358245,112683,80990,6926155,1668148,4399634,2129801,704873,9324257,1932672,130772,3065274,38986902,23405683,6719,25991,0,6819194,216872,3265085,25455,1380576,1931206,10079712,1165994,2061172,5451828,1400718,162268,33099,1693486,111865,4473349,15581219,9912848,1316032,4352339
1998:Q4,42414728,85894,916981,3112558,92600,1152842,184434,2441229,129952,611821,542429,497591,659436,1389293,907565,365863,115865,86871,8256005,1897535,4424650,2410445,734727,9812187,1910645,125805,3380028,41718290,23766171,6899,26270,0,6884993,192958,3292049,28501,1402728,1968757,10380704,1198283,2131797,5609352,1441272,172649,33555,1730329,108119,4422654,17952118,11883702,1691204,4377212
1999:Q1,43005840,85140,897582,3125737,101025,1224011,181684,2434622,135328,592906,498251,500668,707469,1383879,905938,362035,115906,111859,8428820,1935650,4377762,2456814,746927,9994489,1976493,152399,3390948,42400915,24228040,6653,26638,0,6998341,223886,3298489,28118,1425161,2022687,10552708,1212847,2162736,5734727,1442398,188330,33724,1747219,113269,4561158,18172875,12155256,1687801,4329818
1999:Q2,44363060,80617,921877,3156372,96505,1202343,178432,2373341,146152,520875,535152,491087,680075,1385962,911497,356812,117653,125774,9193794,1966938,4465360,2621145,766393,10258149,2070658,132550,3366851,43893097,24504069,6545,27004,0,6973136,232365,3187031,28268,1441525,2083947,10761702,1226334,2190027,5873760,1471581,197057,34398,1807860,120531,4575836,19389029,13207732,1764749,4416548
1999:Q3,44430943,90684,915902,3222291,96971,1244146,180788,2363755,150439,489442,588111,468545,667218,1433740,928406,385012,120322,137487,8841842,2014431,4641904,2503738,769442,10236959,2162735,135523,3438606,44324634,25249607,6799,27457,0,7039552,239280,3172959,28276,1447418,2151619,11044350,1251611,2205949,6074895,1511895,211394,34455,1895334,123848,4866418,19075027,12706835,1775791,4592401
1999:Q4,47695777,86286,998310,3312378,92714,1362580,181573,2233443,156448,554737,608910,450469,462879,1470731,964274,382349,124108,142387,10530874,2371426,4691150,2905465,821954,10704386,2171396,140674,3478051,47622619,25496844,6725,28013,0,7112709,230326,3221095,28284,1457089,2175915,11334175,1280119,2284236,6216198,1553622,225439,34956,1977833,124021,4652974,22125775,15388745,2097278,4639752
2000:Q1,48812553,85529,914897,3411666,101126,1436338,181690,2130669,159285,528197,568381,461936,412870,1474968,968418,382457,124093,133741,10850124,2411788,4656604,3117566,839921,10952420,2277061,169464,3666983,48869628,25872934,6599,29003,0,7172352,260797,3201973,27768,1461603,2220211,11523223,1306724,2342712,6320022,1553765,231639,35248,2050012,141658,4683201,22996693,16265643,2126418,4604632
2000:Q2,48834539,88833,911510,3490313,93429,1401807,176225,2141665,166069,423776,622043,487135,442642,1459808,949369,382041,128398,132903,10327383,2461166,4825490,2999569,843653,10994043,2414086,140650,3932007,49058779,26464793,6552,29979,0,7064490,296844,3014524,28227,1472014,2252881,11788084,1348795,2355434,6482084,1601771,241554,35904,2155251,141956,5001024,22593985,15617179,2204561,4772245
2000:Q3,49550511,84199,891182,3572998,74705,1460198,173934,2146627,179461,388333,641471,479973,457390,1471631,957482,380303,133846,139202,10143662,2488038,5015175,3007861,855851,11139681,2517481,149502,4218584,49512901,27055005,6359,30811,0,7065009,307039,2970228,27621,1466923,2293198,12010902,1354470,2356750,6632609,1667073,277936,35958,2262810,140869,5224351,22457896,15261250,2234706,4961940
2000:Q4,49139358,82338,877377,3677426,89787,1564082,168816,2280130,182472,434078,662783,498505,502293,1529277,1008026,380099,141152,131195,8991728,2250325,5096139,2706978,858497,11055392,2542952,148271,5088648,48330502,27867133,6384,31643,0,7050048,278402,2944782,27326,1480713,2318825,12252934,1381613,2357199,6772855,1741267,281589,36396,2369257,142632,5696251,20463369,13366519,2054434,5042416
2001:Q1,48326530,79542,844470,3829203,84064,1733297,163684,2218033,183333,425144,501407,512899,595250,1513285,991693,381777,139815,135394,7968379,2283166,5134156,2448686,873952,10888771,2555543,165754,5407150,47543178,28572497,6177,32271,0,7157312,235619,2964368,26767,1509553,2421005,12320587,1368704,2345491,6856668,1749724,305959,36555,2343051,147623,6222963,18970681,11817843,2074706,5078132
2001:Q2,49562758,83040,853102,3894882,82771,1744855,162086,2175873,190920,307562,529929,539685,607777,1521643,996431,385317,139895,132651,8441355,2315551,5252680,2654035,904815,11149783,2565753,137156,5490726,48736402,28748925,6103,32670,0,7127172,206256,2804731,27048,1548554,2540583,12579758,1340984,2391283,7063242,1784249,315411,37148,2322500,142646,6185516,19987477,12673982,2119244,5194251
2001:Q3,48346212,89502,848459,3962118,83758,1838082,158334,2321824,193649,383466,598775,547970,597963,1607169,1081420,385160,140589,137425,7030993,2344200,5329638,2300758,893567,10972831,2528016,152664,5746875,47654676,29628526,6316,32957,0,7234205,189571,2883903,26960,1557240,2576531,12869882,1331212,2454026,7270293,1814351,324607,37155,2301292,170203,6651909,18026151,10625839,2129953,5270359
2001:Q4,49308769,83102,950828,4000041,84615,1945613,156144,2272111,203113,381702,536976,546140,604180,1570327,1035125,389679,145523,137668,7826192,1904942,5281525,2552454,924317,11264992,2437625,135251,5781023,48792792,29774115,6157,33017,0,7368751,177726,2940792,26777,1603398,2620058,13043596,1295083,2400578,7456108,1891827,333850,37781,2290346,149734,6510883,19018677,11971563,1826080,5221034
2002:Q1,49671859,92066,854459,4168880,84090,1911063,150302,2238974,201070,359814,533537,558854,585699,1555506,1021085,390026,144395,144935,7839513,1938488,5328882,2565442,951100,11468877,2481816,141095,5756372,49261958,30147045,6109,33630,0,7473017,162983,2994298,26328,1627094,2662314,13173891,1282534,2382029,7625812,1883516,339201,37713,2312048,154505,6616931,19114913,12001621,1844409,5268883
2002:Q2,48889652,95878,878606,4185961,89086,1855023,150569,2380962,205033,339765,528180,613837,694147,1530230,995026,389941,145263,153196,6998182,1963358,5398394,2401950,963864,11321266,2507040,129234,5886853,48447661,30830331,6519,33995,0,7557164,141454,3012323,26775,1681145,2695467,13398570,1233435,2394010,7853481,1917644,318982,38713,2331742,158259,6986387,17617330,10408263,1870933,5338134
2002:Q3,47568828,98783,898712,4299615,93350,1822486,145060,2440159,212730,325773,480862,649337,771457,1535499,995821,389669,150009,153130,5703284,1996396,5499888,2077997,966107,11150675,2467574,162101,6058013,47497815,31512232,6481,34315,0,7651227,136423,3096826,27170,1706636,2684172,13676607,1218335,2407762,8098902,1951608,306426,38684,2350936,170974,7276582,15985582,8649324,1896749,5439509
2002:Q4,47776686,102972,904185,4346846,105383,1916626,128422,2562672,222757,290576,468903,665295,915141,1544543,996385,392870,155288,158343,6061143,1596736,5351889,2171703,971245,11409472,2362188,164211,5918108,47980499,32035327,6661,34597,0,7785516,119813,3181716,27275,1762821,2693891,14004476,1195618,2446937,8364913,1997008,309012,39354,2381560,163114,7311037,15945172,9251390,1403232,5290550
2003:Q1,47808668,101563,883255,4552584,109448,1861295,128385,2487799,219780,387072,360066,654314,866567,1554106,1006829,391705,155572,149567,5696906,1627325,5474410,2159233,988227,11500246,2450654,197048,5886618,48298853,32441309,6731,34798,0,7937430,119825,3293980,26880,1793878,2702867,14162516,1172395,2438086,8562912,1989123,298359,39373,2370210,167247,7424645,15857544,9012023,1432215,5413306
2003:Q2,49792706,104649,932539,4664462,120736,1827009,136328,2457772,237107,367495,294441,708593,850136,1652831,1096708,401552,154571,158464,6662496,1660922,5622065,2493310,1020778,11904386,2445237,175419,5753304,50158957,32805597,6864,35065,0,8087039,100995,3356764,27009,1853615,2748656,14559996,1146563,2532572,8858931,2021930,294485,39793,2366123,166318,7249913,17353360,10359270,1434327,5559763
2003:Q3,50579058,115749,926275,4726368,122834,1769359,139999,2467382,243848,376782,394282,692322,760149,1665377,1104567,404443,156367,161730,7002758,1694528,5736252,2604693,1046778,12070095,2424474,170740,5733668,51076319,33193419,7005,35273,0,8214420,103978,3438700,27023,1865836,2778883,14853872,1127536,2528086,9138575,2059675,279291,39930,2382116,168750,7212763,17882900,10758279,1451043,5673578
2003:Q4,52911322,121504,960608,4794135,128322,1727358,144653,2637932,239059,367135,493700,709135,828903,1651048,1100559,409058,141431,154364,7825088,2177117,5820750,2878101,1071080,12456641,2340775,187809,5834038,52918184,33449488,7281,35468,0,8348099,82481,3553832,24866,1900376,2786544,15174521,1164407,2537775,9369407,2102932,266877,40480,2408107,150872,7017783,19468696,11927922,1783835,5756939
2004:Q1,55121415,127529,941417,4976620,133468,1689442,149613,3488111,247258,403320,455835,1510803,870895,1690883,1129275,420202,141406,159798,8143291,2232998,5993111,3054279,1076843,12712855,2462646,221274,5867237,54931272,34875123,7254,35761,0,9338460,91623,3702839,25132,2721626,2797240,15403370,1141848,2533107,9631943,2096472,274186,40468,2471439,162486,7141698,20056149,12327258,1798485,5930406
2004:Q2,55780533,118022,970387,5078257,140532,1647592,140513,3258409,244435,291383,395220,1503060,824312,1733516,1164508,428180,140828,166055,8168858,2290847,6345744,3009495,1091284,12932082,2531545,202387,5955007,56294747,35560586,7184,36039,0,9435746,98673,3736774,24221,2796783,2779295,15826197,1153093,2572794,9985771,2114539,265844,40940,2498955,166001,7283681,20734160,12626660,1824768,6282732
2004:Q3,56782369,125271,957834,5182820,137986,1607332,154219,3494413,252240,309881,468922,1580759,882612,1732429,1153376,437809,141244,168939,8047583,2338421,6697160,3072843,1102570,13123513,2563844,177875,6097317,57255197,36439475,7197,36279,0,9563492,105121,3822244,24183,2833398,2778546,16209269,1150786,2585765,10307843,2164875,264134,40994,2546065,176321,7595724,20815722,12337220,1846029,6632473
2004:Q4,59119369,127529,980840,5267513,148880,1619237,140227,3572948,273338,351986,587888,1630480,729256,1809578,1215212,449081,145285,162684,8673369,2682900,6835189,3344062,1129170,13612068,2524853,190868,6297455,59235093,36985176,7609,36434,0,9706353,97782,3919926,24261,2882566,2781818,16752834,1179125,2695949,10657641,2220119,263413,41566,2590784,166000,7420183,22249917,13511859,1968381,6769677
2005:Q1,59780124,126281,980148,5413919,158066,1578798,135489,3518665,274808,318225,545083,1638410,742139,1810531,1213120,452636,144775,163942,8655829,2736282,6995787,3317506,1129787,13718970,2661829,238528,6439769,60310604,37918638,7402,36545,0,9918013,112001,4062682,24076,2942429,2776825,17079059,1199211,2725950,10948924,2204974,264818,41567,2666650,179862,7724722,22391967,13467492,1994837,6929638
2005:Q2,61298510,127926,996735,5528701,151430,1561632,145356,3717992,282066,289291,665339,1702097,779199,1845792,1244215,456625,144952,160764,8875195,2770784,7291108,3368265,1136242,13977986,2777131,213206,6652266,61676163,38703694,7137,36615,0,9894723,110679,3992064,23730,3006152,2762098,17605396,1255740,2782103,11335164,2232389,242480,41985,2752215,180403,7942740,22972469,13736489,2011004,7224976
2005:Q3,62949976,133966,968309,5732753,145429,1596586,161799,3602678,299590,291910,627458,1713361,670359,1867622,1258550,459560,149512,168904,9275550,2750257,7636823,3529150,1152863,14270187,2881052,191365,6884683,63345268,39518035,7102,36429,0,9993670,116493,4044797,23636,3050052,2758692,18096029,1270924,2832735,11713985,2278385,259356,42055,2850536,181445,8051413,23827233,14222454,2034275,7570504
2005:Q4,64497577,142385,1021316,5850157,146095,1697500,165662,3751016,322284,253748,683416,1736494,755074,1880215,1269342,461468,149405,158934,9355768,2905296,7823231,3581381,1159509,14544971,2905597,207241,7201304,64334397,40310942,7003,36540,0,10115270,90071,4143058,23835,3105960,2752346,18636412,1317260,2906605,12091992,2320555,276600,42702,2921171,172902,8102343,24023454,14217798,2049188,7756468
2006:Q1,67105760,160565,977261,6089328,128069,1704459,150098,3781795,324221,365488,647271,1710160,734655,1979953,1289153,460186,230614,160028,10573624,3144016,7895902,3820540,1091029,14826958,2976845,246557,7398734,66263847,41069064,7059,37879,0,10303122,96494,4297584,23582,3121029,2764433,19145932,1368147,2936429,12503771,2337585,283551,42778,2953270,187071,8108402,25194783,15235218,2132176,7827389
2006:Q2,67599750,169048,967554,6163897,144847,1758142,155647,3801456,346702,298170,572916,1746951,836717,2015776,1328863,458489,228424,152765,10229605,3155713,8117353,3772901,1092390,14925922,3062290,205194,7709252,66868753,41965331,7248,37990,0,10324310,111671,4211505,23639,3184935,2792560,19682229,1406756,3021729,12904133,2349611,298439,43333,3026839,186331,8358612,24903423,14749809,2104493,8049121
2006:Q3,69165312,165358,941610,6316764,133223,1848503,163667,3840476,359972,303655,612446,1780502,783901,2011245,1324727,454390,232128,153618,10512945,3314583,8336165,3929843,1115167,15204454,3057493,206968,7913232,68262890,42627386,7234,38084,0,10411920,110579,4257879,23385,3212119,2807958,20145306,1452360,3039045,13242460,2411441,311521,43470,3059845,187903,8422103,25635505,15147399,2220399,8267707
