1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q3,84731,-22198,6319,1844,2816,-972,31275,38868,-332,1270,-8530,-26800,-24604,-2196,78120,44564,33556,37692,-4136,0,22490,21704,12619,-11833,0,0,93261,1844,2816,-972,0,0,-3056,-20334,44564,-27286,-23724,-1921,-1641,86780,-1864,38868,49776,45428,14540,-10192,-332,0,-332,1270,0,1270,6756,13088,-6332,-8530
1989:Q4,152046,15790,4813,2052,2520,-468,-8657,-3928,-284,1873,-6318,11418,10360,1058,44868,6908,37960,25144,12816,0,86576,80804,10611,-4839,0,0,158364,2052,2520,-468,0,0,64730,15318,6908,42504,49068,-3333,-3231,40616,472,-3928,44072,31736,13944,-1608,-284,0,-284,1873,0,1873,49378,35504,13874,-6318
1990:Q1,-242859,-5702,-57213,3708,-3020,6728,-7718,-20112,-552,-1027,13973,-53202,-51932,-1270,-63840,-27288,-36552,-21552,-15000,0,-116104,-81980,-18928,-15196,0,0,-256832,3708,-3020,6728,0,0,-118098,-7442,-27288,-83368,-68340,-9784,-5244,-51504,1344,-20112,-32736,-13640,-9144,-9952,-156,396,-552,-1027,0,-1027,-89754,-73484,-16270,13973
1990:Q2,39419,15479,-8480,-5188,1120,-6308,-19641,-26392,116,3903,2732,16349,14524,1825,8520,-1908,10428,2052,8376,0,23900,16732,1105,6063,0,0,36687,-5188,1120,-6308,0,0,-29557,16943,-1908,-44592,-43464,-1683,555,40748,-1352,-26392,68492,60196,2788,5508,4,-112,116,3903,0,3903,26777,16576,10201,2732
1990:Q3,66129,-19306,47034,4560,4884,-324,10666,29600,-100,-720,-18115,31808,31116,692,25600,-27384,52984,45804,7180,0,12801,6912,16391,-10503,0,0,84243,4560,4884,-324,0,0,-10681,-20506,-27384,37209,39064,-129,-1727,6332,1140,29600,-24408,-32152,16520,-8776,-40,60,-100,-720,0,-720,84792,76920,7872,-18115
1990:Q4,232953,10853,68137,120,1380,-1260,5507,19836,-368,-440,-13521,62510,61868,642,49760,48204,1556,-23976,25532,0,104203,113532,-807,-8522,0,0,246474,120,1380,-1260,0,0,146516,11237,48204,87075,103168,-8411,-7682,36532,-432,19836,17128,10364,7604,-840,-320,48,-368,-440,0,-440,64066,37892,26174,-13521
1991:Q1,-101012,-58433,17759,1656,1440,216,6264,-7028,-584,9842,4034,9839,9632,207,-58964,-54180,-4784,-256,-4528,0,-1373,13868,-18830,3588,0,0,-105046,1656,1440,216,0,0,-117703,-55677,-54180,-7845,-8064,-1162,1380,-3296,-2740,-7028,6472,21932,-17668,2208,-600,-16,-584,9842,0,9842,5055,9376,-4321,4034
1991:Q2,56564,12915,47178,-3620,-8560,4940,20541,-2188,-1008,6386,17352,30257,31644,-1387,-43496,-25748,-17748,-13756,-3992,0,39967,10488,29857,-378,0,0,39212,-3620,-8560,4940,0,0,-7414,13243,-25748,5091,5128,4709,-4746,32284,-404,-2188,34876,5360,25148,4368,-932,76,-1008,6386,0,6386,12509,17888,-5379,17352
1991:Q3,78523,11550,5556,-5496,-840,-4656,16479,3172,-764,185,13886,-5427,-5812,385,60392,14556,45836,39624,6212,0,1026,2192,-6687,5521,0,0,64637,-5496,-840,-4656,0,0,31831,10066,14556,7210,9856,-4015,1369,-1380,1632,3172,-6184,-7664,-2672,4152,-912,-148,-764,185,0,185,40409,33812,6597,13886
1991:Q4,241176,-3011,50439,1608,1996,-388,50554,31756,-672,5996,13475,-1724,-1612,-112,104796,28752,76044,76420,-376,0,88952,89312,-3378,3018,0,0,227701,1608,1996,-388,0,0,46181,-3571,28752,21000,15000,7366,-1366,100152,444,31756,67952,74312,-10744,4384,-556,116,-672,5996,0,5996,74320,74808,-488,13475
1992:Q1,-161378,-3418,26163,-1540,-876,-664,-45566,-23084,-396,7002,-29088,73269,73280,-11,-88696,-41712,-46984,-43412,-3572,0,-95428,-53048,-31258,-11122,0,0,-132290,-1540,-876,-664,0,0,-34841,-2878,-41712,9748,11188,-1810,370,-128868,-608,-23084,-105176,-64236,-29448,-11492,-328,68,-396,7002,0,7002,26285,29868,-3583,-29088
1992:Q2,-27890,-7069,-18744,2516,-2712,5228,9004,26184,-540,-2606,-14034,-30264,-28920,-1344,-4264,5660,-9924,-7580,-2344,0,2186,-12944,3359,11771,0,0,-13856,2516,-2712,5228,0,0,14510,-6005,5660,14854,17756,-7401,4499,12312,-1204,26184,-12668,-30700,10760,7272,-400,140,-540,-2606,0,-2606,-40188,-36500,-3688,-14034
1992:Q3,-49773,18398,-76104,-3244,-244,-3000,-15198,-34408,-252,-5411,24874,-57662,-56992,-670,59680,-33888,93568,85056,8512,0,-51747,-22236,-38221,8710,0,0,-74646,-3244,-244,-3000,0,0,-115273,15650,-33888,-97035,-92260,-5237,462,13828,2948,-34408,45288,70024,-32984,8248,-452,-200,-252,-5411,0,-5411,35906,28064,7842,24874
1992:Q4,39578,2752,22174,14184,13920,264,31488,38372,-668,6907,-13123,-23498,-21272,-2226,7160,43544,-36384,-26416,-9968,0,7491,1304,14468,-8281,0,0,52701,14184,13920,264,0,0,91255,5052,43544,42659,46472,1920,-5733,904,-2300,38372,-35168,-45168,12548,-2548,-668,0,-668,6907,0,6907,-59882,-47688,-12194,-13123
1993:Q1,-177636,10519,-15135,-11352,-11664,312,-28648,-31040,-440,-6046,8878,24865,23876,989,-54960,-44544,-10416,-20624,10208,0,-118060,-45964,-60761,-11335,0,0,-186514,-11352,-11664,312,0,0,-75997,8515,-44544,-39968,-29116,-11069,217,-107044,2088,-31040,-78092,-16848,-49692,-11552,-524,-84,-440,-6046,0,-6046,14449,3252,11197,8878
1993:Q2,-120940,-14647,13566,2660,-464,3124,14854,13264,-592,-1211,3393,-3948,-4380,432,-67112,14676,-81788,-82376,588,0,-52747,-44484,-9782,1519,0,0,-124333,2660,-464,3124,0,0,2454,-13359,14676,1137,1532,-2278,1883,-41900,-1280,13264,-53884,-46016,-7504,-364,-600,-8,-592,-1211,0,-1211,-85736,-86756,1020,3393
1993:Q3,58185,11925,3208,8440,2904,5536,-6238,20820,-448,-3304,-23306,1007,556,451,40444,-15264,55708,51716,3992,0,2607,492,-248,2363,0,0,81491,8440,2904,5536,0,0,-5307,9293,-15264,663,-2240,3028,-125,25276,2512,20820,1944,2732,-3276,2488,-328,120,-448,-3304,0,-3304,56715,52272,4443,-23306
1993:Q4,44166,3691,19815,-11448,-152,-11296,21711,-12668,164,4937,29277,9552,8800,752,14788,29248,-14460,-28024,13564,0,5872,-13436,17541,1767,0,0,14889,-11448,-152,-11296,0,0,33915,5595,29248,-928,-6872,6181,-237,-7872,-2004,-12668,6800,-6564,11360,2004,264,100,164,4937,0,4937,-4908,-19224,14316,29277
1994:Q1,25544,13295,23300,-384,-1860,1476,-22374,13352,-460,-17187,-18080,46059,45740,319,36956,-2308,39264,37580,1684,0,-48008,-33368,-12790,-1849,0,0,43623,-384,-1860,1476,0,0,-14861,14655,-2308,-27208,-24548,-3170,511,-8916,-1468,13352,-20800,-8820,-9620,-2360,-352,108,-460,-17187,0,-17187,85323,83320,2003,-18080
1994:Q2,35077,-5023,80838,2640,1688,952,8344,-18672,284,-6793,33525,69855,69356,499,-48684,-8172,-40512,-27052,-13460,0,7946,-16604,26498,-1948,0,0,1552,2640,1688,952,0,0,-5977,-5443,-8172,7638,8796,-3434,2276,-17780,584,-18672,308,-25400,29932,-4224,120,-164,284,-6793,0,-6793,29343,42304,-12961,33525
1994:Q3,72592,-8416,46485,-3500,-2712,-788,40195,22444,540,1099,16113,9789,10552,-763,26732,15772,10960,23220,-12260,0,7792,9056,4187,-5451,0,0,56479,-3500,-2712,-788,0,0,-10392,-7936,15772,-18228,-16356,1503,-3375,48004,-460,22444,26020,25412,2684,-2076,520,-20,540,1099,0,1099,20749,33772,-13023,16113
1994:Q4,101597,-16503,104662,-4740,-3616,-1124,1685,14872,1404,-12867,-1724,107717,105920,1797,28040,10476,17564,6788,10776,0,-14602,-29832,16258,-1028,0,0,103321,-4740,-3616,-1124,0,0,-19821,-17835,10476,-12462,-18384,3746,2176,13960,1228,14872,-2140,-11448,12512,-3204,1508,104,1404,-12867,0,-12867,125281,112708,12573,-1724
1995:Q1,24365,11435,-641,2536,3092,-556,-21468,-25588,-832,-5581,10533,18290,18440,-150,-34908,-25888,-9020,-260,-8760,0,48480,44816,6013,-2349,0,0,13832,2536,3092,-556,0,0,2555,13607,-25888,14836,16392,-59,-1497,5924,-2132,-25588,33644,28424,6072,-852,-872,-40,-832,-5581,0,-5581,9270,18180,-8910,10533
1995:Q2,166860,-21009,-13556,1472,940,532,10472,23484,976,3373,-17361,-25499,-25180,-319,110988,23520,87468,88800,-1332,0,90437,68940,23825,-2329,0,0,184222,1472,940,532,0,0,-12124,-22421,23520,-13223,-8648,-3639,-937,128508,1364,23484,103660,77588,27464,-1392,1024,48,976,3373,0,3373,61969,63620,-1651,-17361
1995:Q3,-134242,-1784,-56783,-60,-876,816,-3700,-32700,-1188,7724,22463,-53023,-53752,729,-8236,-17400,9164,5836,3328,0,-67438,-40896,-29419,2877,0,0,-156705,-60,-876,816,0,0,-60299,-568,-17400,-42330,-50480,4189,3961,-58956,-1148,-32700,-25108,9584,-33608,-1084,-1256,-68,-1188,7724,0,7724,-43859,-47916,4057,22463
1995:Q4,-100342,6646,-109777,-1008,136,-1144,-96858,-52256,1404,-332,-45673,-11911,-15464,3553,8812,-72308,81120,67268,13852,0,-6023,66772,-78957,6162,0,0,-54668,-1008,136,-1144,0,0,-81213,4846,-72308,-13751,6404,-19289,-866,-43028,1500,-52256,7728,60368,-59668,7028,1704,300,1404,-332,0,-332,69209,51804,17405,-45673
1996:Q1,-189949,-4409,-70340,-684,-316,-368,-1628,-40260,-404,4680,34356,-68028,-70056,2028,-61488,-7720,-53768,-57568,3800,0,-53712,-82368,26347,2309,0,0,-224305,-684,-316,-368,0,0,-3985,-2461,-7720,6196,-4924,9883,1237,-101744,-1576,-40260,-59908,-77444,16464,1072,-776,-372,-404,4680,0,4680,-121796,-127624,5828,34356
1996:Q2,-43784,-3680,-34926,1500,-872,2372,-26990,3180,188,358,-30716,-9436,-10112,676,-29584,-10428,-19156,-12868,-6288,0,24406,31804,-24265,16867,0,0,-13068,1500,-872,2372,0,0,13086,-4380,-10428,27894,22608,1043,4243,220,528,3180,-3488,9196,-25308,12624,360,172,188,358,0,358,-28592,-22980,-5612,-30716
1996:Q3,-2232,-13462,12699,7392,3320,4072,-9377,-2044,-60,1015,-8289,14685,19060,-4375,-44496,-9656,-34840,-26008,-8832,0,43027,24660,31740,-13374,0,0,6057,7392,3320,4072,0,0,12024,-13510,-9656,35191,25848,13016,-3674,6044,252,-2044,7836,-1188,18724,-9700,-264,-204,-60,1015,0,1015,-20155,-6948,-13207,-8289
1996:Q4,297411,1203,58599,8348,14624,-6276,-465,-9172,-340,-8533,17580,50716,51976,-1260,112944,1508,111436,119756,-8320,0,124664,124764,-9503,9403,0,0,279831,8348,14624,-6276,0,0,51268,-953,1508,50712,49372,-927,2267,66660,1880,-9172,73952,75392,-8576,7136,-64,276,-340,-8533,0,-8533,162152,171732,-9580,17580
1997:Q1,280687,6414,68739,-3608,-19260,15652,43996,-13700,184,7862,49649,28351,27560,791,57896,14972,42924,39980,2944,0,147639,90720,52938,3981,0,0,231038,-3608,-19260,15652,0,0,49184,8582,14972,25631,-9096,33790,937,106444,-1864,-13700,122008,99816,19148,3044,-120,-304,184,7862,0,7862,71275,67540,3735,49649
1997:Q2,115150,2357,12005,-4496,3920,-8416,-9989,11432,52,4047,-25519,26490,26132,358,28820,-6740,35560,32296,3264,0,71967,61656,-3032,13343,0,0,140669,-4496,3920,-8416,0,0,-27127,737,-6740,-21125,-16964,-6068,1907,105988,1464,11432,93092,78620,3036,11436,208,156,52,4047,0,4047,62050,58428,3622,-25519
1997:Q3,-161504,-8719,-80305,-9220,-2896,-6324,-68242,-14300,-208,-5959,-47775,-2843,-1572,-1271,-47292,-42816,-4476,1880,-6356,0,-25188,13824,-41328,2316,0,0,-113729,-9220,-2896,-6324,0,0,-62951,-7079,-42816,-13056,-7776,-6792,1512,-28148,-1716,-14300,-12132,21600,-34536,804,-132,76,-208,-5959,0,-5959,-7319,308,-7627,-47775
1997:Q4,515230,25204,123494,10816,3928,6888,-56483,4588,-112,-410,-60549,169161,168372,789,144620,-2492,147112,154096,-6984,0,221912,233024,-15988,4876,0,0,575780,10816,3928,6888,0,0,139401,15976,-2492,125916,136128,-12528,2316,109864,9280,4588,95996,96896,-3460,2560,-164,-52,-112,-410,0,-410,316273,322468,-6195,-60549
1998:Q1,-423217,-12526,-37988,-4892,3132,-8024,-2867,-38380,-168,4284,31397,-30229,-30032,-197,-227912,-32456,-195456,-187724,-7732,0,-144791,-91676,-46517,-6598,0,0,-454614,-4892,3132,-8024,0,0,-117029,-4426,-32456,-80147,-77472,-5577,2902,-111160,-8136,-38380,-64644,-14204,-40940,-9500,-132,36,-168,4284,0,4284,-225685,-217756,-7929,31397
1998:Q2,194634,-6126,63808,3392,-344,3736,16680,-13084,732,11935,17097,43736,38648,5088,72452,-16880,89332,80012,9320,0,64500,81612,-24911,7800,0,0,177537,3392,-344,3736,0,0,18962,-9414,-16880,45256,48532,-8039,4764,9428,3268,-13084,19244,33080,-16872,3036,752,20,732,11935,0,11935,133068,118660,14408,17097
1998:Q3,357304,3840,44851,-10216,-10584,368,20043,3404,-432,5818,11253,35024,35268,-244,173528,-26972,200500,206008,-5508,0,135085,126104,21241,-12261,0,0,346051,-10216,-10584,368,0,0,-79267,7628,-26972,-59923,-57644,2321,-4601,194728,-3684,3404,195008,183748,18920,-7660,-536,-104,-432,5818,0,5818,235524,241276,-5752,11253
1998:Q4,125222,-3316,-40173,7312,11464,-4152,-100779,-16780,2320,8314,-94633,53294,47708,5586,94640,-22948,117588,114448,3140,0,74072,45424,24305,4343,0,0,219855,7312,11464,-4152,0,0,67455,-4344,-22948,94748,73228,14925,6595,-36552,904,-16780,-20676,-27804,9380,-2252,2444,124,2320,8314,0,8314,170882,162156,8726,-94633
1999:Q1,-203861,-3789,30928,-9156,-10072,916,64889,-5592,-1488,7040,64929,-24805,-18960,-5845,-116516,23728,-140244,-117356,-22888,0,-114484,-63400,-41470,-9614,0,0,-268791,-9156,-10072,916,0,0,-26798,-1921,23728,-48604,-31032,-11294,-6278,-73292,-1820,-5592,-65880,-32368,-30176,-3336,-1536,-48,-1488,7040,0,7040,-165049,-136316,-28733,64929
1999:Q2,183259,-4199,90903,4512,4616,-104,5918,-2440,-1320,4883,4794,80473,82024,-1551,32672,-7908,40580,45320,-4740,0,63883,73428,-2504,-7041,0,0,178464,4512,4616,-104,0,0,-49676,-6783,-7908,-34985,-37716,1144,1587,99088,2660,-2440,98868,111144,-3648,-8628,-1396,-76,-1320,4883,0,4883,121053,127344,-6291,4794
1999:Q3,-17301,-6327,6,212,-828,1040,23974,26124,1496,3967,-7612,-24180,-25888,1708,35456,24244,11212,4076,7136,0,-46436,-56872,20543,-10107,0,0,-9689,212,-828,1040,0,0,-41819,-3539,24244,-62524,-66120,5327,-1731,39352,-2860,26124,16088,9248,15216,-8376,1568,72,1496,3967,0,3967,-12968,-21812,8844,-7612
1999:Q4,335287,5199,108829,-2196,-1208,-988,-9568,65180,2388,25538,-102674,120593,115884,4709,87944,53680,34264,41128,-6864,0,133315,160324,-16723,-10286,0,0,437962,-2196,-1208,-988,0,0,120703,1431,53680,65591,70772,-391,-4790,136676,3772,65180,67724,89552,-16332,-5496,2384,-4,2388,25538,0,25538,154857,157012,-2155,-102674
2000:Q1,-159100,-23324,-27800,108,96,12,-30876,-52632,-1304,-24554,47614,2968,10820,-7852,-243156,-42760,-200396,-191556,-8840,0,135180,134808,-249,620,0,0,-206714,108,96,12,0,0,-62320,-21184,-42760,1624,8996,-8773,1400,77008,-3916,-52632,133556,125812,8524,-780,-1324,-20,-1304,-22758,1796,-24554,-197428,-180736,-16692,47614
2000:Q2,330810,1268,288646,1908,804,1104,43102,16224,484,-24915,51309,243636,240384,3252,21520,18156,3364,-1840,5204,0,19376,33760,-10679,-3704,0,0,279501,1908,804,1104,0,0,84524,332,18156,66036,67196,-1611,452,-29796,640,16224,-46660,-33436,-9068,-4156,648,164,484,-24783,132,-24915,247000,238544,8456,51309
2000:Q3,27220,-3556,-19238,976,1536,-560,-35715,-16528,-2336,23148,-40000,15502,14020,1482,-12332,-17604,5272,8960,-3688,0,62345,62916,-3816,3246,0,0,67219,976,1536,-560,0,0,-4827,-2384,-17604,15161,15800,-3776,3138,29916,-740,-16528,47184,47116,-40,108,-2648,-312,-2336,23028,-120,23148,20774,22980,-2206,-40000
2000:Q4,312578,5684,85242,1068,2116,-1048,40822,4276,976,21313,14257,43352,42384,968,98712,51560,47152,48848,-1696,0,122940,116836,-7343,13447,0,0,298320,1068,2116,-1048,0,0,106680,5272,51560,49848,42312,3233,4303,77548,180,4276,73092,74524,-10576,9144,1164,188,976,21357,44,21313,90504,91232,-728,14257
2001:Q1,-7842,-4868,-171336,-3236,-2884,-352,-4555,-16692,936,10758,443,-163545,-158540,-5005,652,-53932,54584,66540,-11956,0,167710,165524,-6158,8344,0,0,-8285,-3236,-2884,-352,0,0,-33178,-4776,-53932,25530,23128,-6034,8436,125804,316,-16692,142180,142396,-124,-92,628,-308,936,10658,-100,10758,-108961,-92000,-16961,443
2001:Q2,87949,3276,62918,-1704,-2216,512,21455,-17896,-644,22850,17146,43166,41296,1870,20072,16628,3444,-3428,6872,0,1683,39016,-4164,-33169,0,0,70803,-1704,-2216,512,0,0,-22965,3536,16628,-43129,-36184,-716,-6229,26532,-384,-17896,44812,75200,-3448,-26940,-576,68,-644,22906,56,22850,46610,37868,8742,17146
2001:Q3,-93432,25160,28498,-948,-700,-248,-18300,-13312,3308,-17911,9614,47747,44832,2915,-58764,1448,-60212,-59920,-292,0,-88327,-74544,-11952,-1831,0,0,-103046,-948,-700,-248,0,0,92341,24292,1448,66601,64400,-332,2533,-167568,672,-13312,-154928,-138944,-11620,-4364,3196,-112,3308,-17603,308,-17911,-12465,-15088,2623,9614
2001:Q4,665520,-29836,146256,1888,2104,-216,17560,9980,996,45635,-39051,126808,130288,-3480,272372,34548,237824,246212,-8388,0,276727,298236,-5901,-15607,0,0,704571,1888,2104,-216,0,0,-7069,-29880,34548,-11737,-1528,4067,-14275,298440,-4,9980,288464,299764,-9968,-1332,1004,8,996,45675,40,45635,364632,376500,-11868,-39051
2002:Q1,170451,19748,-119670,-1868,-1812,-56,75787,20152,-4500,-47940,108076,-193589,-188764,-4825,175756,50832,124924,139240,-14316,0,94617,77968,27210,-10561,0,0,62376,-1868,-1812,-56,0,0,48369,19556,50832,-22019,-38728,19662,-2953,136532,-256,20152,116636,116696,7548,-7608,-4348,152,-4500,-47644,296,-47940,-68665,-49524,-19141,108076
2002:Q2,114850,-364,7103,1608,952,656,-32066,-35128,4312,51796,-53046,37562,40252,-2690,-44508,-53816,9308,11424,-2116,0,152619,134612,7944,10063,0,0,167897,1608,952,656,0,0,-11829,-1816,-53816,43803,5840,23844,14119,75356,1668,-35128,108816,128772,-15900,-4056,4172,-140,4312,51720,-76,51796,46870,51676,-4806,-53046
2002:Q3,-360773,3376,-68085,2508,2536,-28,-7738,9716,-112,23589,-40931,-62854,-64756,1902,-34460,-8176,-26284,-25708,-576,0,-261605,-250292,5581,-16894,0,0,-319843,2508,2536,-28,0,0,-65769,2596,-8176,-60189,-60472,8257,-7974,-191852,-152,9716,-201416,-189820,-2676,-8920,-80,32,-112,24489,900,23589,-89138,-90464,1326,-40931
2002:Q4,365507,-2508,131874,-460,88,-548,-43502,-8608,-984,-7524,-26386,175836,175028,808,101924,-27636,129560,123668,5892,0,134217,166084,-14510,-17357,0,0,391893,-460,88,-548,0,0,-59883,-3060,-27636,-29187,-1764,-14494,-12929,155956,1160,-8608,163404,167848,-16,-4428,-892,92,-984,-8224,-700,-7524,305396,298696,6700,-26386
2003:Q1,873176,16984,501754,-6500,-6460,-40,14665,-18364,2364,34375,-3710,493589,493176,413,-135220,2976,-138196,-136124,-2072,0,489658,470688,-1625,20435,160,0,876886,-6340,-6460,-40,160,0,548626,17640,2976,528010,536920,-10569,1659,-57300,-424,-18364,-38512,-66232,8944,18776,2260,-104,2364,34247,-128,34375,355393,357052,-1659,-3710
2003:Q2,148557,3732,-158161,5640,2688,2952,-23145,27192,-496,22982,-72823,-140656,-142256,1600,165888,26208,139680,141252,-1572,0,137098,139096,-3828,1672,158,0,221380,5798,2688,2952,158,0,7336,2948,26208,-21820,-14300,-7804,284,186028,76,27192,158760,153396,3976,1388,-216,280,-496,23410,428,22982,-976,-1004,28,-72823
2003:Q3,-141551,5684,70453,-2260,116,-2376,39893,-7880,-2160,-10737,60670,32820,31476,1344,-69112,-5900,-63212,-75716,12504,0,-148576,-177272,29620,-1064,140,0,-202221,-2120,116,-2376,140,0,-106236,724,-5900,-101060,-121756,26756,-6060,-50420,5116,-7880,-47656,-55516,2864,4996,-2392,-232,-2160,-10661,76,-10737,-30392,-44240,13848,60670
2003:Q4,-163881,-24332,62355,260,708,-448,-20805,14272,136,-23443,-11770,82900,83816,-916,-111176,4920,-116096,-106388,-9708,0,-90728,-62996,-28836,976,128,0,-152111,388,708,-448,128,0,-10688,-18744,4920,3136,20984,-17660,-188,-86000,-6280,14272,-93992,-83980,-11176,1164,284,148,136,-22899,544,-23443,-33196,-22572,-10624,-11770
2004:Q1,488411,7588,13553,-1072,-1080,8,43709,16112,2856,-5633,30375,-29084,-28104,-980,91280,24184,67096,60508,6588,0,375990,352752,21628,1480,130,0,458037,-942,-1080,8,130,0,77664,6036,24184,47444,30176,13056,4212,345568,1040,16112,328416,322576,8572,-2732,2864,8,2856,-5129,504,-5633,38012,32404,5608,30375
2004:Q2,188807,18692,158017,4044,3008,1036,18417,5020,-1728,-6253,21378,135556,133192,2364,-14804,33368,-48172,-51460,3288,0,26902,12916,6208,7660,118,0,167429,4162,3008,1036,118,0,23344,19912,33368,-29936,-48108,11236,6936,60748,-992,5020,56720,61024,-5028,724,-1816,-88,-1728,-6393,-140,-6253,87384,81732,5652,21378
2004:Q3,-10774,-19856,-104868,6356,6704,-348,13744,25204,1340,3596,-16396,-124968,-119736,-5232,72048,10040,62008,69100,-7092,0,41902,43840,-664,-1384,110,0,5622,6466,6704,-348,110,0,11016,-20296,10040,21272,33732,-9708,-2752,46468,744,25204,20520,10108,9044,1368,1412,72,1340,3220,-376,3596,-62960,-50636,-12324,-16396
2004:Q4,448672,-2484,127178,-4428,-3656,-772,64298,12712,1708,378,49499,67308,68704,-1396,216124,18836,197288,200284,-2996,0,107854,79072,22548,6108,126,0,399172,-4302,-3656,-772,126,0,-88072,-1012,18836,-105896,-120256,11512,2848,224980,-1356,12712,213624,199328,11036,3260,1688,-20,1708,282,-96,378,264596,268988,-4392,49499
2005:Q1,-454989,3764,-84481,-9316,-9352,36,-38593,-24388,-148,-39260,25203,-36572,-40380,3808,-128256,29496,-157752,-163860,6108,0,-246016,-244892,-16928,15684,120,0,-480192,-9196,-9352,36,120,0,-33752,2980,29496,-66228,-49848,-18120,1740,-204384,-88,-24388,-179908,-195044,1192,13944,460,608,-148,-38996,264,-39260,-194324,-204240,9916,25203
2005:Q2,657164,-7504,83836,2476,1744,732,-141016,-916,1024,1448,-142572,222376,220728,1648,146876,-72156,219032,214484,4548,0,433956,514308,-64556,-15908,112,0,799736,2588,1744,732,112,0,186440,-8436,-72156,267032,313180,-41240,-4908,167696,1800,-916,166812,201128,-23316,-11000,712,-312,1024,892,-556,1448,441408,435212,6196,-142572
2005:Q3,727728,-4724,107950,5364,2664,2700,56994,11488,-2016,18518,29004,45592,41148,4444,282052,53052,229000,225384,3616,0,342450,312984,10732,18624,110,0,698724,5474,2664,2700,110,0,35160,-3604,53052,-14288,-23028,-2612,11352,367112,-1004,11488,356628,336012,13344,7272,-2080,-64,-2016,18466,-52,18518,274592,266532,8060,29004
2005:Q4,182223,-11536,-21797,1432,4784,-3352,63199,-20796,-1308,-6606,91909,-86428,-84968,-1460,118284,-22680,140964,135940,5024,0,97272,69980,25548,1636,108,0,90314,1540,4784,-3352,108,0,-54412,-11864,-22680,-19868,-35428,11460,4100,96256,20,-20796,117032,105408,14088,-2464,-936,372,-1308,-6670,-64,-6606,54536,50972,3564,91909
2006:Q1,477774,7916,62014,-4988,-6964,1976,-71298,-22796,-1224,-36077,-11201,138300,131860,6440,124528,-27672,152200,143652,8548,0,283316,306468,-17820,-5452,120,0,488975,-4868,-6964,1976,120,0,32000,7996,-27672,51676,50108,4432,-2864,208848,124,-22796,231520,256360,-22252,-2588,-1388,-164,-1224,-36117,-40,-36077,290500,275512,14988,-11201
2006:Q2,74301,-236,41201,-1824,-724,-1100,-163023,-3544,-488,2866,-161856,206048,202600,3448,-104032,-10896,-93136,-92160,-976,0,137368,153012,-22448,6664,140,0,236158,-1684,-724,-1100,140,0,173640,-708,-10896,185244,183116,-5436,7564,-51640,-80,-3544,-48016,-30104,-17012,-900,-268,220,-488,3198,332,2866,112912,110440,2472,-161856
2006:Q3,153891,-14532,70229,-124,-248,124,162189,7628,-308,29966,124903,-91836,-87224,-4612,139656,60020,79636,93760,-14124,0,-41462,-26012,-3596,-12020,166,0,28988,42,-248,124,166,0,-235912,-12532,60020,-283400,-277428,-1004,-4968,248448,-952,7628,241772,251416,-2592,-7052,-684,-376,-308,29294,-672,29966,-12200,6536,-18736,124903
2006:Q4,888295,5476,249443,2044,3064,-1020,69503,13552,1408,8982,45562,177896,173732,4164,263760,5608,258152,247772,10380,0,369616,343408,3496,22520,192,0,842734,2236,3064,-1020,192,0,29300,5460,5608,18232,-584,-2404,21220,364488,-256,13552,351192,343992,5900,1300,1808,400,1408,8854,-128,8982,436048,421504,14544,45562
2007:Q1,549790,-2236,-25338,-2308,-2148,-160,-3194,-18504,-396,-9636,25343,-19836,-19560,-276,53796,25136,28660,29360,-700,0,523568,531600,3480,-11732,220,0,524448,-2088,-2148,-160,220,0,150792,-2132,25136,127788,139336,-404,-11144,377596,540,-18504,395560,392264,3884,-588,-840,-444,-396,-9836,-200,-9636,8824,9800,-976,25343
2007:Q2,5370,-4584,-97976,-1016,-1724,708,-258076,6032,-2156,5397,-267349,161116,154760,6356,-15924,-47460,31536,24376,7160,0,123854,60988,31888,30728,250,0,272719,-766,-1724,708,250,0,31376,-5704,-47460,84540,32580,29504,22456,46124,1028,6032,39064,28408,2384,8272,-2232,-76,-2156,5565,168,5397,192652,179136,13516,-267349
