1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q3,26856,320,1671,-252,0,0,61,561,1301,26555,17460,-435,-375,9905,87,5,82,-1096,-681,26856,1171,-4779,-5452,673,24191,-435,20508,137,1301,0,8409,9230,82,0,801,4620,1110,48,-5230,0,797,-309,1106,-14597
2002:Q4,35473,282,24777,-3472,968,145,-18,17186,9968,10541,-23517,5229,558,28271,901,855,46,-1773,745,35473,42712,-12520,-13192,672,-29403,5229,10704,-97,9968,0,352,-8704,64,0,2429,1575,1018,194,3757,148,8301,1395,6906,10450
2003:Q1,-26985,201,-446,2332,-971,0,121,7358,-9286,-31251,-22537,-2025,2358,-9047,-493,-616,123,441,4563,-26985,-32085,12443,10912,1531,-23807,-2025,13345,118,-9286,0,4287,8837,62,0,1899,6351,1025,93,-41,0,5654,1863,3791,-510
2003:Q2,57945,267,8078,185,-14,0,650,6249,1008,46743,18152,1988,664,25939,1648,303,1345,1172,37,57945,8908,19882,18362,1520,18893,1988,5413,-164,1008,0,6155,692,46,1,-1793,-1856,1929,-8,-597,0,79,1617,-1538,2782
2003:Q3,-15194,208,4060,261,20,0,-821,3779,821,-18043,3159,-63,-253,-20886,-513,-293,-220,-672,-234,-15194,-39571,21930,20408,1522,12161,-63,6264,-95,821,0,-932,2490,37,0,-196,1036,2231,594,278,0,244,-1367,1611,-16159
2003:Q4,68610,195,24793,-1521,491,-126,80,18279,7590,41039,315,7888,1559,31277,455,256,199,573,1555,68610,30735,-5306,-6822,1516,2005,7888,19735,-125,7590,0,-628,589,31,36,4244,8491,-3317,-449,3305,-32,8622,1895,6727,4932
2004:Q1,-10653,293,-8700,206,-483,0,-79,-1350,-6994,-5297,-12630,-1155,2762,5726,-514,241,-755,660,2905,-10653,-14524,28121,17582,10539,-31482,-1155,-870,114,-6994,0,-3452,-1493,9,35,4975,249,-500,387,5800,0,-18,2924,-2942,9275
2004:Q2,42331,278,17055,85,5,0,196,14379,2390,24949,23021,-4733,1651,5010,-458,-423,-35,378,129,42331,-24001,33534,23083,10451,23633,-4733,4193,-92,2390,0,-10,4766,28,36,-2897,-908,-1023,1437,466,0,9962,1424,8538,-257
2004:Q3,-11905,240,4744,-57,3,0,-151,6277,-1328,-18187,-8291,-1918,191,-8169,186,-140,326,134,978,-11905,-16123,16928,16465,463,-11297,-1918,-5802,39,-1328,0,3265,188,32,36,1058,-8170,428,-1002,-348,0,3573,-100,3673,2734
2004:Q4,58915,155,17253,-96,1039,7,-47,16841,-491,37775,-5335,3493,5077,34540,-33,-192,159,410,3355,58915,53339,-20597,-26062,5465,-11864,3493,19398,-55,-491,0,-8531,631,37,68,-3188,19186,304,1583,9801,53,8870,4838,4032,6276
2005:Q1,-22694,111,-2008,-679,-1052,16,58,-951,600,-26644,-6684,7912,-1472,-26400,2573,3129,-556,7,3267,-22694,-5621,-1613,-754,-859,-2025,7912,-16166,-8,600,0,-1885,-5790,43,69,-610,-5810,-802,278,-2049,-202,6,1715,-1709,-5188
2005:Q2,17948,70,9089,-893,21,-9,-36,6820,3186,11822,10363,354,6797,-5692,-2977,-3063,86,818,-874,17948,-39518,43090,43941,-851,11581,354,588,-90,3186,0,-793,5904,46,68,563,-6883,445,31,-1880,-9,3502,3698,-196,-1649
2005:Q3,-38512,-186,1963,8,-4,6,-2,6108,-4153,-41071,2377,-7714,1527,-37261,515,219,296,-1200,1467,-38512,-58080,36051,36873,-822,1088,-7714,-15303,96,-4153,0,-228,1696,77,68,-1964,-5919,-4961,951,-1224,258,4025,1744,2281,1421
2005:Q4,52572,111,29510,157,1912,40,-20,18501,8920,22943,911,8503,-680,14209,431,-41,472,192,-615,52572,12458,29781,20590,9191,1510,8503,-7252,-40,8920,0,-2025,-5508,86,28,2386,-5920,-3551,-467,-1268,107,7330,-741,8071,242
2006:Q1,-31988,1339,-7641,889,-1943,-6,3,3479,-10063,-25075,-29652,-1796,-828,7201,-325,-197,-128,323,-609,-31988,3149,-11983,-20636,8653,-28147,-1796,9307,125,-10063,0,7648,2250,421,28,-789,1880,-261,749,6061,1258,-987,-1022,35,-1532
2006:Q2,29420,111,8382,35,11,1,58,5673,2604,23258,37261,-993,5117,-18127,352,103,249,-169,-2514,29420,-18095,-27941,-36612,8671,38100,-993,35744,-87,2604,0,8019,711,421,28,-597,14446,-911,-926,12132,-96,2933,5278,-2345,-328
2006:Q3,-43498,94,-6807,-98,7,-3,-44,-4121,-2548,-31855,6814,-1387,1328,-38610,-1032,-226,-806,-863,-3035,-43498,-35916,5829,-2838,8667,5201,-1387,-16994,149,-2548,0,4767,675,421,27,-255,-15340,-542,894,-4875,-367,-1263,1058,-2321,1033
2006:Q4,31118,122,29658,-641,718,108,1,17834,11638,-2011,-20284,6854,3755,7664,1001,116,885,1383,965,31118,21563,-4808,-13484,8676,-17875,6854,16865,-72,11638,0,-11401,5291,421,-13,15,785,113,28,10702,-642,10730,3872,6858,-2211
2007:Q1,-19330,165,-15732,-414,-536,-18,-9,-4222,-10533,-8593,-24163,-3765,1400,17935,1192,-56,1248,-883,4521,-19330,23685,-3716,-10443,6727,-25562,-3765,-4790,145,-10533,0,1825,3189,303,-14,-1256,-1296,368,582,1379,518,-4830,1335,-6165,-353
2007:Q2,-1971,150,7643,409,100,-31,107,4785,2273,-9824,18384,-6533,3090,-24765,2350,950,1400,437,-2727,-1971,-76517,44382,37660,6722,20715,-6533,14991,12,2273,0,1317,-2078,303,-13,1223,3922,242,-39,7966,-137,2512,4147,-1635,-1521
2007:Q3,-1499,118,-1509,920,-9,-32,-83,-335,-1970,6312,49570,-408,-2097,-40753,-3015,-724,-2291,-261,-3144,-1499,-94605,35143,28418,6725,50152,-408,10325,184,-1970,0,12222,6887,303,-14,-2631,-1002,341,70,-3530,-535,-2249,-2904,655,144
2007:Q4,63828,42,31574,10504,1572,1226,-17,4774,13515,25640,-28904,10753,2588,41203,2042,91,1951,2411,2119,63828,49409,76,-6634,6710,-20163,10753,21867,37,13515,0,-2410,-4955,301,33,115,-4344,-565,-43,18685,1498,-868,2662,-3530,2754
2008:Q1,-21351,-2,-25872,-10496,-1658,-3,2,-4150,-9567,-2692,13,-5075,-2253,4623,3059,5350,-2291,-416,4572,-21351,11400,-27089,-18078,-9011,-11415,-5075,13753,167,-9567,0,-846,5221,-1416,33,2003,-2271,770,1995,17398,266,-3651,3099,-6750,726
2008:Q2,13535,-2,10680,-626,49,-1,113,10865,280,3893,7292,-172,-1838,-1389,-779,-1856,1077,525,-782,13535,21382,-20938,-11902,-9036,9672,-172,10281,-7,280,0,-1365,9306,-1416,33,-21,12159,-50,-1568,-6773,-297,-3351,-3581,230,-3339
2008:Q3,414907,-2,371090,327492,31821,-21,-95,9618,2275,49405,-8763,-397,11610,46955,-1768,-2380,612,-284,-3534,414907,17386,-25855,-16790,-9065,317668,-397,91039,175,2275,0,2785,2438,-1417,32,-247,35903,-232,3045,46329,-47,14980,9135,5845,87
2008:Q4,234770,-1,145092,32958,57140,2099,1249,41906,9740,87325,-38001,14015,23662,87649,1197,1255,-58,-911,2068,234770,260083,-94573,-85476,-9097,-2804,14015,5030,174,9740,0,-15480,9509,-1416,203,3845,41369,-230,-3739,-41856,2911,56028,26166,29862,-3010
2009:Q1,-164723,3587,-110659,-98312,-22890,539,-226,17650,-7420,-63177,850,-5156,-17601,-41270,248,-246,494,340,4938,-164723,-19470,9756,16015,-6259,-97939,-5156,-45576,150,-7420,0,-2061,-13108,-642,202,2602,-9423,627,-499,-16914,910,-6257,-18073,11816,-82
2009:Q2,117083,166,54861,48846,-1334,895,610,5007,837,60353,-265,24707,-2353,38264,1190,152,1038,636,-123,117083,46396,9536,15837,-6301,48380,24707,-8251,-63,837,0,7941,-5009,-642,203,59,-1232,432,-381,-11136,740,-3526,-1591,-1935,-159
2009:Q3,-54683,137,-75013,-42679,-36446,29,154,4326,-397,21088,-337,-13992,-9247,44664,-147,5293,-5440,178,-926,-54683,-31666,80858,87158,-6300,-42863,-13992,-46098,206,-397,0,-340,-1862,-643,202,2203,-37634,-415,2248,-10095,429,379,-3800,4179,-1302
2009:Q4,52057,127,-33201,-81690,30785,2866,507,10154,4177,75773,88,13640,542,61503,1297,603,694,290,7771,52057,54323,59387,65636,-6249,-81820,13640,5457,72,4177,0,-5911,-14008,-642,-199,-538,11881,-109,731,8788,1215,224,1652,-1428,846
2010:Q1,-44394,54,365,24849,-30324,296,-742,9406,-3120,-46096,324,-3831,1016,-43605,245,358,-113,164,874,-44394,-98613,38222,48917,-10695,24920,-3831,-7501,30,-3120,0,620,-3002,533,-200,585,-391,-1110,-1593,-544,691,2897,632,2265,-488
2010:Q2,118122,460,99203,71092,15427,3056,-454,8097,1985,18429,-879,536,1777,16995,58,-319,377,527,-555,118122,18097,4855,15523,-10668,71471,536,20997,-108,1985,0,8860,10383,532,-200,1126,91,263,-608,-4105,2778,3104,1004,2100,-938
2010:Q3,-6795,208,-4917,20274,-35654,-205,1258,12649,-3239,-5403,382,-657,-4927,-201,2108,1409,699,167,1042,-6795,-32379,46977,57619,-10642,20455,-657,-49911,145,-3239,0,2248,1816,533,-199,-2597,-51785,-612,650,3451,-322,8254,-2260,10514,466
2010:Q4,177752,129,68576,32827,8297,-1285,865,25698,2174,102620,24,10146,-1681,94131,3321,2618,703,-327,3433,177752,115483,-7055,3612,-10667,32043,10146,11382,60,2174,0,-6666,-7961,532,-17,1081,16043,-273,-75,7400,-916,15242,1802,13440,512
2011:Q1,-157575,248,-200535,-224502,5296,-435,-3211,21728,589,36894,-5,-607,12875,24631,-1111,-1382,271,555,6374,-157575,81675,-40170,-36355,-3815,-224025,-607,5067,9,589,0,1145,-4629,1373,-17,2366,7058,2460,2998,-8162,-123,20858,8282,12576,-373
2011:Q2,135967,163,52348,18865,8097,1674,237,21359,2116,81732,80,5107,3146,73399,2453,2172,281,983,-1712,135967,-5698,80609,84432,-3823,18656,5107,17284,-78,2116,0,1737,1369,1372,-17,262,-8169,2738,-2027,16649,1332,19544,5555,13989,465
2011:Q3,64635,129,-49881,-78869,27759,-9518,2265,13301,-4819,94827,-752,-544,4930,91193,15012,2409,12603,-117,4665,64635,131756,-6361,-2517,-3844,-78438,-544,-283,155,-4819,0,-9982,9909,1372,-17,-1222,1418,2007,4641,5644,-9389,19218,9604,9614,-714
2011:Q4,207633,116,91325,29457,25836,382,-2490,27947,10193,105989,-2007,13028,4652,90316,7378,1233,6145,1372,1453,207633,88732,43709,47572,-3863,26190,13028,12312,40,10193,0,-1613,-3773,1373,-17,-1350,8998,-2075,-781,795,522,22212,3395,18817,1451
2012:Q1,-89702,191,-59494,-42235,-39817,-14,2,30095,-7525,-43309,218,-8193,-4927,-30407,1093,1481,-388,384,11433,-89702,36007,-66669,-71560,4891,-42467,-8193,-23773,12,-7551,26,5773,-1469,-490,-17,2098,-30200,-397,2744,5518,180,14613,-3444,18057,780
2012:Q2,75208,128,52248,47906,-10315,-11,1453,13006,209,16922,-63,-1657,-1698,20340,5248,2433,2815,2679,-2017,75208,-45144,64389,59525,4864,46883,-1657,401,-185,195,14,-57,4021,-489,-16,1385,10447,-2678,-81,-12187,32,9304,2188,7116,1032
2012:Q3,43076,118,6414,-5968,-8016,-18,4044,16683,-311,33093,-172,-5343,1010,37598,5554,2057,3497,-1728,-375,43076,-693,34596,29760,4836,-5471,-5343,-2703,57,-293,-18,3799,-3332,-489,-17,1527,-16769,2207,2995,8309,-679,23267,7111,16156,-578
2012:Q4,245162,116,67421,7302,19236,-549,803,25910,14719,170454,305,6172,1501,162476,4309,2987,1322,967,1895,245162,131574,30954,26159,4795,7720,6172,46861,-82,14709,10,2962,2408,-489,15,927,16435,-2953,-2104,14701,322,21103,5291,15812,778
2013:Q1,7495,220,-18618,-13487,-15453,0,2758,18999,-11435,5498,169,-2500,-9353,17182,9978,4302,5676,196,10221,7495,46335,-13302,-6307,-6995,-13747,-2500,-10793,8,-11427,-8,-4204,584,-98,16,760,11528,2333,6271,-16556,0,2664,-2293,4957,-1163
2013:Q2,6740,176,73077,55596,-32,-1,837,16093,584,-65513,-223,-2745,-1089,-61456,660,-951,1611,857,-2517,6740,23035,-57065,-50051,-7014,55403,-2745,-20878,-131,582,2,-907,-10492,-96,16,-1621,-12380,-169,-6298,10123,493,8283,-1203,9486,707
2013:Q3,64688,187,-6645,-46426,27820,-34,-1085,11101,1979,57258,-17,3357,8043,45875,14517,2911,11606,1418,-2047,64688,10555,40952,38005,2947,-46091,3357,33241,25,1978,1,-436,8419,-97,15,1046,25628,4173,-1984,-4960,-567,22533,9869,12664,140
2013:Q4,278987,159,121032,74080,13519,395,-968,22588,11418,150067,353,8754,1632,139328,5565,6010,-445,337,1827,278987,110163,65685,62720,2965,74011,8754,3497,-55,11418,0,-1203,-6991,-97,91,3772,4249,-2118,-1290,-5077,798,17280,6674,10606,-403
2014:Q1,-33091,256,-39172,-20165,-45389,0,-994,36211,-8835,-21094,81,-3025,1710,-19860,17344,4096,13248,-871,10446,-33091,29526,-36746,-54057,17311,-20266,-3025,-33435,-9,-8833,-2,4053,6313,813,91,-879,-36187,810,-101,496,0,29981,4812,25169,874
2014:Q2,114039,214,13002,-3023,3628,0,-1033,13280,150,94862,116,40,2583,92123,7225,8619,-1394,1306,-2570,114039,11897,78393,61092,17301,-3244,40,9713,-57,120,30,1061,-1218,814,90,-1344,3898,-547,679,2129,4058,16699,10169,6530,541
2014:Q3,94526,208,74580,19016,48560,0,-711,7947,-232,15746,256,2473,-3675,16692,5803,1928,3875,-815,-996,94526,-25576,48654,31306,17348,19034,2473,47181,42,-208,-24,1050,3214,813,91,662,39980,-1210,334,2362,75,3605,-2458,6063,-844
2014:Q4,156546,130,83593,65192,-34140,141,0,41430,10970,46629,409,17296,3022,25902,14670,1034,13636,5793,5731,156546,-43950,98804,81379,17425,64775,17296,-13689,-58,10952,18,-88,-2608,814,-5,3805,-24339,779,397,-4945,1589,32559,4056,28503,751
2015:Q1,-84349,370,-118248,-123373,-10872,268,-13,23589,-7847,14165,-37,-10548,-615,25365,11641,5812,5829,-580,8303,-84349,91992,-47068,-48833,1765,-123318,-10548,-12074,-40,-7807,-40,23,43,240,-6,428,-11553,160,580,5899,-1,16692,5184,11508,-26
2015:Q2,203956,329,167707,154162,3921,326,18,8825,455,23572,-157,3840,-4384,24273,11731,2038,9693,2799,-2182,203956,72055,-8942,-10781,1839,154409,3840,-14138,39,456,-1,-5332,-8242,239,-5,4702,-12262,889,-667,-3568,9614,-2952,-2328,-624,-316
2015:Q3,-93930,327,-27152,-55535,624,8161,982,19280,-664,-59396,-12,-3142,-10265,-45977,-8117,1063,-9180,-408,816,-93930,-134846,73924,72035,1889,-55796,-3142,21183,37,-664,0,4095,11371,240,-5,-2353,6222,850,1306,1458,-1374,5144,-8220,13364,-397
2015:Q4,266360,240,166132,134806,-4095,-685,-1000,30549,6557,92600,51,1211,4902,86436,-4616,-4259,-357,-350,12354,266360,82987,36569,34677,1892,135109,1211,-3280,-19,6557,0,-1586,7057,239,-25,-62,-6409,-1774,-1829,-9475,4046,13765,-357,14122,-1
2016:Q1,23738,159,-578,-19665,-5263,6392,-31,22361,-4372,-8338,-118,896,5649,-14765,23692,2275,21417,3368,5435,23738,83541,-68588,-81051,12463,-19501,896,7420,-5,-4372,0,-1459,-668,-676,-25,-1776,-6294,3977,1300,4809,12609,20471,7893,12578,-502
2016:Q2,137294,317,81602,49685,8428,2901,10,17107,3471,36278,-90,-1583,-495,38446,20932,7081,13851,-958,-877,137294,-30338,80123,70298,9825,49771,-1583,25498,-28,3471,0,4010,11695,-676,-24,3512,8903,-11209,-196,3087,2953,13780,6596,7184,43
2016:Q3,-726,327,-16358,-10280,-10125,-2023,-29,14301,-8202,37684,-63,1820,5348,30579,-20039,-5097,-14942,1050,-3390,-726,-112945,133502,131399,2103,-10900,1820,-21182,76,-8201,-1,-8049,-5669,-676,-25,-2121,-3888,-1601,-308,10088,-807,8164,222,7942,815
2016:Q4,111764,166,99838,45903,6724,8371,2,27933,10905,26960,148,4797,2298,19717,-20088,744,-20832,2278,2610,111764,1477,36737,36324,413,46338,4797,4693,-60,10905,0,-1815,-12968,-676,59,2261,9077,-815,-1686,-4859,5270,17651,3044,14607,72
2017:Q1,-128171,245,-250171,-306884,-7307,37709,-3,32112,-5798,89162,-9,140,2172,86859,18913,4899,14014,1161,12519,-128171,181962,-52033,-58438,6405,-306698,140,21346,51,-5798,0,956,1115,1174,60,-5625,-6926,-1756,-842,7748,31189,27832,7068,20764,-721
2017:Q2,141224,205,112439,88832,-8634,6565,1,25090,585,21461,-208,-2458,-1496,25623,6643,3791,2852,1101,-625,141224,-5486,45680,38908,6772,88632,-2458,-3512,-107,586,-1,107,8357,1173,59,-4581,-8800,-648,-528,-6665,7536,18126,2296,15830,242
2017:Q3,-57933,189,-3023,-21785,2074,-510,-1,19425,-2226,-46570,39,-6319,12096,-52386,-4157,-6519,2362,-3814,-558,-57933,-82603,18995,12222,6773,-21347,-6319,12332,49,-2226,0,9941,419,1173,60,643,4717,-622,-444,-758,-620,21426,5576,15850,-418
2017:Q4,191011,206,102848,69628,-212,-5194,93,29890,8643,71660,-153,6173,-10633,76273,10932,7465,3467,1832,3533,191011,115441,-30312,-37089,6777,69259,6173,15459,26,8643,0,-6733,8153,1173,-50,-838,11689,881,60,-567,-6978,14187,-3075,17262,804
2018:Q1,148505,136,84192,60820,2418,2407,-5,27511,-8959,56484,321,-457,10265,46355,-5701,655,-6356,1467,11927,148505,92271,162,-2701,2863,60529,-457,-31443,-54,-8959,0,1315,-5395,-1255,-51,417,-25821,-1291,-584,5654,4581,27885,10915,16970,-442
2018:Q2,-26579,100,61383,43036,-3507,-8280,48,27951,2135,-89778,24,-5563,6803,-91042,557,-4214,4771,2846,-1687,-26579,-139058,50918,48038,2880,43987,-5563,1332,-62,2135,0,6679,7066,-1254,-50,-308,7337,-3725,-221,-9271,-6994,22028,2637,19391,-222
2018:Q3,19788,74,66595,51924,-1209,-2583,-46,20818,-2309,-53154,-456,-6692,1445,-47451,9788,1117,8671,-666,-2849,19788,-185186,153013,150144,2869,51449,-6692,-15064,-4,-2309,0,-7195,-11176,-1254,-50,-362,6228,1488,2955,-2839,-546,22122,2516,19606,146
2018:Q4,179011,71,51789,17425,-4400,5044,-10,19727,14003,124745,-18,5076,-3550,123237,-11883,1694,-13577,-129,14418,179011,57024,58354,55485,2869,17582,5076,33585,-46,14003,0,-2489,8998,-1255,-40,-1400,-384,-820,-1489,13740,4767,7498,-1866,9364,-108
2019:Q1,-124388,103,-75473,-68004,-3639,-8078,-3,16424,-12173,-61337,-133,-1599,-786,-58819,12842,-2188,15030,116,-639,-124388,73218,-91970,-95441,3471,-68384,-1599,-37974,3,-12173,0,2153,-1359,1834,-39,1319,-911,-562,-305,-17452,-10482,2272,-2977,5249,49
2019:Q2,-7895,65,-51475,-70455,940,-1319,2,17740,1617,34825,-26,-2323,13411,23763,6606,-2296,8902,2337,-253,-7895,-115714,123506,120038,3468,-70501,-2323,36341,-37,1617,0,8576,6985,1833,-39,5126,518,-196,1924,10110,-76,20473,11117,9356,323
2019:Q3,207233,64,151377,118770,887,12455,-58,20492,-1169,44807,386,-386,-2310,47117,-3362,1983,-5345,3401,10946,207233,-195820,235864,232406,3458,118478,-386,29336,15,-1169,0,4456,9599,1833,-40,5348,-2093,-705,474,110,11508,18725,-385,19110,1036
2019:Q4,197923,77,66283,21361,4000,-4243,-4,32064,13105,119504,-343,10467,-5719,115099,5519,5698,-179,-1034,7574,197923,262200,-112970,-116413,3443,21446,10467,645,-50,13105,0,2218,-11030,1833,40,-7515,331,-553,325,6223,-4282,17554,-25,17579,-1419
2020:Q1,932162,109,401381,111561,108580,98115,12213,55309,15603,458762,44,3238,12059,443421,52042,22524,29518,834,19034,932162,107341,319866,308214,11652,111570,3238,317673,1,15603,0,-3467,49968,-1029,39,-430,107362,4235,8184,36752,100455,72810,46796,26014,-335
2020:Q2,1892186,76,1191779,1206513,-78033,-26786,-1172,98332,-7075,653688,225,24941,-20457,648979,4679,5839,-1160,7845,34119,1892186,422459,335084,297927,37157,1206681,24941,-111092,-186,-7075,0,10395,4911,-1030,39,-1548,-70931,4264,-3049,-23018,-23864,13609,-15790,29399,504
2020:Q3,253109,118,120433,59606,-16447,12220,2693,64283,-1922,113037,543,10830,-7593,109257,9680,1298,8382,2064,7777,253109,225046,-33974,-24547,-9427,60144,10830,-42031,5,-1923,1,-8066,-16918,-1029,39,1332,-13437,-3731,746,-5031,5981,33259,-3602,36861,-164
2020:Q4,1211218,81,40224,-53107,24363,9490,2921,47388,9169,1156176,244,51788,-1083,1105227,-9451,5499,-14950,263,23925,1211218,1227518,-116535,-137178,20643,-52078,51788,64637,86,9170,-1,3695,-4566,-1030,129,6941,34818,-597,-38,4491,11539,36388,7337,29051,-500
2021:Q1,-101677,75,-425739,-606557,83051,31549,11371,56442,-1595,231590,-256,18983,-3272,216135,50443,6826,43617,5775,36179,-101677,359120,13845,3635,10210,-616131,18983,88339,-79,-1595,0,9025,-9496,1137,129,-3702,61424,-671,-934,-1578,34679,25017,14925,10092,9150
2021:Q2,95589,56,-348810,-270070,-105449,15329,-27953,44436,-5103,432454,2024,47789,16285,366356,-10683,12731,-23414,6785,15787,95589,328530,40879,26019,14860,-261306,47789,-67423,-251,-5103,0,-3231,15269,1137,129,743,-85273,530,369,-4244,12502,13713,1063,12650,-6593
2021:Q3,-285275,88,-609957,-636759,4552,8317,452,16470,-2989,307578,-825,21915,5425,281063,8829,-8091,16920,-3416,11603,-285275,71426,208223,188945,19278,-636904,21915,45494,-18,-2989,0,14186,-5969,1137,129,6205,17774,567,-1159,4539,11092,5107,-2214,7321,-537
2021:Q4,513366,153,247246,190962,752,12411,3624,38515,982,277676,-1084,27172,2154,249434,-22882,-1466,-21416,-1822,12995,513366,211573,80709,46844,33865,190725,27172,-17751,17,918,64,2527,-8272,1136,-227,-3541,-23790,-4175,415,3528,13649,22596,4312,18284,-1658
2022:Q1,479240,-6,290124,245424,-4138,19472,-1854,32606,-1386,149132,213,5432,9643,133844,25500,4213,21287,-6271,20761,479240,240967,-20836,-24411,3575,245123,5432,-22322,74,-1322,-64,-19153,-8346,-609,-227,-520,-10114,-7526,-145,5968,19662,29427,12002,17425,1450
2022:Q2,310411,182,119934,130906,-3844,-20675,-27,13592,-18,174487,178,9828,-19591,184072,19397,-437,19834,1449,-5038,310411,327753,-122792,-126381,3589,132069,9828,-18492,-45,-17,-1,-5716,3680,-609,-227,-245,1823,-686,-654,3409,-19204,-17146,-20055,2909,-809
2022:Q3,-81217,182,-169506,-146406,-5610,-14922,-14,7285,-9839,96284,290,-7573,16383,87184,-16308,-16336,28,2565,5566,-81217,147808,-44108,-47717,3609,-147182,-7573,-34511,-19,-9839,0,351,1244,-610,-227,-1784,-9550,-2549,1773,3148,-16449,3496,33,3463,853
2022:Q4,-295716,182,-165770,-189313,1768,-9291,1497,22110,7459,-78858,-622,7008,-4987,-80257,-40883,-8796,-32087,-3898,-6489,-295716,-282237,147528,143934,3594,-187408,7008,22181,-33,7459,0,2162,-430,-610,47,521,24349,777,-1663,-4358,-6040,-1039,-12286,11247,-1750
2023:Q1,-299653,182,-254254,-268925,4787,-4326,747,16929,-3466,-67259,4102,-828,4560,-75093,10433,-5335,15768,256,10989,-299653,41673,-63408,-68720,5312,-270072,-828,-18363,106,-3465,-1,-2755,2474,25,48,-1710,4596,778,1512,-16138,-3833,6779,-28,6807,4566
2023:Q2,100579,182,219635,224777,-4309,-22861,36,22310,-318,-118475,-39,-6263,-5549,-106624,7773,6572,1201,1037,-9573,100579,-54172,-65797,-68506,2709,225902,-6263,-11079,32,-319,1,4679,12701,-268,47,4094,-10255,904,-1726,4065,-25034,12928,1059,11869,-939
2023:Q3,80662,703,210091,254592,2323,-24263,-28,-14227,-8306,-137856,539,-1895,-631,-135869,14987,-1618,16605,-645,-6618,80662,-223720,123647,122091,1556,253946,-1895,-60650,130,-8306,0,-7506,-12265,-187,47,683,-2855,232,-92,-6633,-23898,-11965,-2277,-9688,1300
2023:Q4,199365,182,144191,111758,645,7128,2,15516,9142,83449,-847,24130,3517,56649,-23257,423,-23680,2420,-7620,199365,80401,-61983,-64476,2493,111418,24130,33749,-54,9143,-1,13468,22034,-39,76,-5576,-13615,3085,-357,-1804,7389,11551,3942,7609,99
2024:Q1,315516,182,3617,6726,-1557,-1630,4222,5809,-9953,256464,-798,3597,2517,251148,48220,4892,43328,-5010,12043,315516,331742,-5462,-20508,15046,6180,3597,-35928,134,-9954,1,-2456,-290,-268,76,10602,-27079,-2631,238,-1536,-2765,16314,11631,4683,-927
2024:Q2,-133494,182,-1191,2495,768,-9070,-4227,3983,4860,-114053,123,-10967,-8315,-94894,-14537,-2822,-11715,808,-4703,-133494,-219838,89357,86845,2512,2438,-10967,21861,-116,4861,-1,-1479,-278,-297,76,5534,31434,-2074,-699,-7216,-7884,-17180,-15364,-1816,835
2024:Q3,239116,107,115702,107833,-1030,10719,-5,1589,-3404,104544,295,-1124,1859,103514,24289,2551,21738,-1361,-4165,239116,-67726,158187,154941,3246,106125,-1124,35070,68,-3405,1,4555,14088,-226,77,5717,-4353,1753,721,6077,9997,6671,4405,2266,1913
2024:Q4,97632,16,-138454,-163832,743,2007,6,11435,11187,246704,709,23576,4489,217930,-18599,-6312,-12287,2048,5917,97632,167216,61011,57293,3718,-163760,23576,14843,-31,11188,-1,1514,-6208,-159,76,1488,2245,-566,-370,1773,3894,-5462,-1817,-3645,208
2025:Q1,-94784,-96,-289907,-315986,1478,23970,-247,11314,-10436,126407,-1096,3464,-2849,126888,51207,22881,28326,-1785,19390,-94784,242912,-60612,-64211,3599,-316735,3464,11535,77,-10436,0,-3427,-3693,-228,76,5834,-462,821,237,383,22353,24387,19785,4602,265
