1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q2,-32,2628,37148,1284,1906,0,11762,429,-2590,-1464,326,15061,3231,1743,1488,147,2327,747,-14,14666,0,0,0,1092,0,301,0,791,36960,35823,0,-155,195,9883,31108,0,316,-5524,0,482,404,-7298,888,1137,584,553,0,-2848,0,35988,0,0,0
1998:Q3,-135,2676,43485,-438,3946,0,15739,5858,-2746,-1748,305,14070,713,996,-283,-65,4046,-638,20,8537,0,0,0,11625,0,-500,0,12125,36192,37152,0,418,139,8791,22303,0,315,5186,0,277,2282,-6926,9553,-960,-1099,139,0,-10103,0,26985,0,0,0
1998:Q4,-215,2760,17379,1011,-384,0,12045,-509,-2848,-1393,349,16446,5929,-929,6858,187,771,-282,26,7269,0,0,0,-9193,0,-1134,0,-8059,25161,27298,0,453,274,20384,6052,0,319,-184,0,59,3670,4057,-7970,-2137,-3288,1151,0,4807,0,35970,0,0,0
1999:Q1,1423,2762,50248,-2858,2513,0,22866,-2680,-1534,4076,659,22345,-613,-4394,3781,251,7957,117,60,8452,0,0,0,11503,0,1205,0,10298,44849,45780,0,831,528,10224,3754,0,191,30252,0,1174,-99,1221,27956,-931,-1126,195,0,-6738,0,20037,0,0,0
1999:Q2,1301,2864,36370,1301,912,0,13487,-1787,-2147,2501,538,14382,5275,-568,5843,148,6169,342,34,10197,0,0,0,-1495,0,83,0,-1578,38922,30805,0,765,897,14326,10955,0,207,3655,0,1608,-321,-1685,4053,8117,-790,8907,0,989,0,30196,0,0,0
1999:Q3,1484,2956,38977,-120,4768,0,10549,3888,-2541,1193,428,7581,2138,428,1710,126,8377,530,55,6185,0,0,0,6369,0,44,0,6325,33003,34804,0,283,415,6988,-1586,0,206,28498,0,531,4601,4450,18916,-1801,-1707,-94,0,-7446,0,16464,0,0,0
1999:Q4,1870,2991,12191,1539,1084,1,3058,4879,-2553,-75,266,541,4900,-48,4948,-391,6219,332,-14,13946,0,0,0,-18483,0,781,0,-19264,1608,2881,0,-1139,-220,17560,27429,0,198,-40947,0,0,2787,-12284,-31450,-1273,-2372,1099,0,-11704,0,37837,0,0,0
2000:Q1,816,3049,40730,-1428,-1742,2,19998,-3357,-1498,3908,-146,21091,-1784,-107,-1677,-34,-444,852,-83,21113,849,363,295,2773,0,-743,1073,2443,29716,29535,0,-192,239,12779,12836,656,7,3210,0,721,2047,-4922,5364,181,-1545,1726,0,-13247,0,26329,2040,623,8
2000:Q2,1349,3141,44410,1661,-644,1,7993,2638,-1775,1802,-404,5732,4444,1204,3240,-3,257,433,0,15189,849,362,296,13572,0,193,1072,12307,45924,39863,0,-277,359,8037,25778,657,14,5295,0,3074,2807,-9841,9255,6061,3216,2845,0,-278,0,30386,2039,622,4
2000:Q3,2211,3177,55406,-2021,275,1,19822,2438,-1484,3474,-255,15649,3812,1712,2100,58,394,378,105,11739,849,362,293,19339,0,-148,1070,18417,52208,44356,0,-89,2259,12451,28499,654,13,569,0,1517,4242,-10481,5291,7852,-1234,9086,0,-4164,0,36201,2037,620,7
2000:Q4,1541,3210,27235,1357,2656,1,8021,-3214,-1885,2435,-336,11021,2152,1000,1152,-80,-3952,-507,1,9578,848,362,296,6502,0,810,1072,4620,40991,27736,0,-183,-835,11790,25530,657,14,-9237,0,2140,2740,-13956,-161,13255,-1189,14444,0,12087,0,28488,2037,621,3
2001:Q1,1662,3271,108690,13232,6318,1390,29417,-14834,-946,5911,-28,39314,325,1273,-948,50,337,566,-21,1151,2349,1014,649,51913,0,-823,1162,51574,70031,70186,2720,-610,965,28368,50419,1279,3353,-16308,0,2797,-1142,-22298,4335,-155,-1695,1527,13,-40267,0,62446,6915,5726,17
2001:Q2,1881,3210,58713,6569,-2356,1712,32350,-1008,-1084,4611,-88,29919,2428,325,2103,-34,1089,23,-108,12260,2348,1016,651,765,0,-270,1161,-126,62609,61716,-262,23,417,27451,5562,1283,-1005,28247,0,5929,6828,8954,6536,893,-1260,2128,25,2567,0,53253,6918,5726,14
2001:Q3,-1043,3158,68913,5651,7839,-1442,39653,7031,-1024,4650,-45,29041,3133,1380,1753,34,4558,172,26,-3186,2347,1013,650,8465,0,793,1162,6510,67399,69269,440,886,406,4930,64338,1280,-45,-2966,0,3091,6004,-34454,22393,-1870,-2727,891,-34,-5714,0,40960,6910,5721,17
2001:Q4,1725,3065,18643,7020,-2167,-435,17645,-19029,4551,3648,-346,28821,3711,-167,3878,-249,-11554,761,14,9238,2348,1016,645,-9350,0,-149,1160,-10361,24636,22290,-1587,354,-1883,22752,-18992,1275,-651,21022,0,2906,1064,20280,-3228,2346,4810,-1093,-1371,4653,0,26359,6917,5722,12
2002:Q1,2536,2803,75437,-1889,1658,5731,61240,-1151,8062,20126,423,33780,1239,625,614,34,4093,107,26,10826,2248,1019,1257,-12152,0,332,930,-13414,74839,75972,14976,616,284,26099,-12508,2982,-555,44078,0,8068,1408,19190,15412,-1133,-1855,1246,-524,-865,0,43414,4399,3354,17
2002:Q2,2005,2792,66692,-538,2783,2055,38721,1116,6611,14714,171,16109,1854,184,1670,175,5045,1783,61,2541,2250,1020,1261,7681,0,-130,929,6882,79220,78499,1468,317,-553,25103,45006,2989,-1431,5600,0,5211,6115,-21381,15655,721,-2288,1021,1988,11741,0,58732,4399,3354,16
2002:Q3,1795,2806,85153,9230,4752,2291,63255,1504,8976,21050,383,31342,1264,596,668,12,226,385,34,-11663,2247,1015,1261,10844,0,720,928,9196,78765,78994,-2478,505,-323,17263,53544,2986,-121,7618,0,3577,2729,-34275,35587,-229,-2300,1079,992,-7400,0,39776,4396,3348,15
2002:Q4,2109,2729,59819,-8704,-3519,-6549,62935,2111,9296,26415,291,24822,5140,836,4304,162,5045,225,98,4701,2248,1020,1256,-4239,0,-18,929,-5150,25216,25307,-1025,642,2498,689,45287,2982,910,-26676,0,3062,884,12450,-43072,-91,-45,-1544,1498,-35223,0,61568,4399,3351,14
2003:Q1,1343,2743,102365,8837,2287,7683,52929,-7376,506,6828,1584,51387,793,-384,1177,-80,1508,56,81,1538,2952,1132,923,21726,0,691,856,20179,101870,102308,5961,1137,-508,21042,18684,1448,-1990,56534,0,5784,2737,-2359,50372,-438,-1620,515,667,-1895,0,42757,6174,8409,22
2003:Q2,935,2794,83782,692,-4058,-2483,55756,-3212,-1796,6704,1703,52357,3838,464,3374,69,1597,297,192,13236,2953,1134,912,9647,0,341,856,8450,71291,71946,82,379,-423,21674,-3183,1441,139,51837,0,6538,2393,31410,11496,-655,-931,-1312,1588,-14350,0,55524,6178,8407,23
2003:Q3,458,2884,48884,2490,926,-1275,32321,372,-1089,2006,1395,29637,2706,-374,3080,18,839,179,242,14638,2950,1133,918,-9201,0,18,855,-10074,41482,42521,3151,809,-630,23453,6252,1446,326,7714,0,3982,7001,13015,-16284,-1039,-1540,142,359,-9828,0,50204,6172,8407,20
2003:Q4,522,2928,23406,589,-10442,-6517,22777,-7987,-6393,2508,1510,33139,4461,366,4095,33,-6649,308,137,18630,2952,1133,920,-4926,0,-96,855,-5685,25725,26436,-8368,646,-886,13355,6669,1446,-429,14003,0,5086,1205,31819,-24107,-711,144,-2062,1207,-87,0,57267,6176,8405,20
2004:Q1,2787,3008,94441,-1493,2961,1658,40017,-997,1505,2648,904,35957,1265,140,1125,-1,4189,-181,59,14601,5108,2237,1798,22223,0,-74,873,21424,98897,98899,653,-100,145,4897,35982,3742,1769,51811,0,7470,3024,-5424,46741,-2,-1132,-77,1207,4235,0,40657,12868,14650,39
2004:Q2,3496,3071,63691,4766,2098,-196,33105,-3375,-232,1864,936,33912,2920,1046,1874,79,3802,869,24,9414,5110,2237,1799,-2336,0,774,871,-3981,70115,59881,2244,696,1390,16375,27203,3745,-676,8904,0,4744,215,6372,-2427,10234,-1552,12474,-688,6849,0,51738,12869,14650,35
2004:Q3,4325,3184,61560,188,3428,-450,35228,-343,580,1494,926,32571,5131,1324,3807,55,2959,832,6,5918,5107,2236,1799,-877,0,335,872,-2084,63774,60398,-699,26,324,15057,44848,3745,-276,-2627,0,3596,3432,-10598,943,3376,-1761,3609,1528,3355,0,50876,12865,14644,38
2004:Q4,4862,3254,50650,631,-5393,592,26270,-5929,-618,524,1009,31284,6731,1028,5703,-86,-5306,237,468,14408,5108,2238,1796,2956,0,470,871,1615,45695,45539,-3430,2493,896,16231,18426,3742,1090,6091,0,2939,5893,25159,-27900,156,-2316,2048,424,-3347,0,64530,12867,14646,35
2005:Q1,4865,2976,75171,-5790,3275,7189,44711,-5753,3621,10162,1075,35606,1648,344,1304,7,4804,357,-51,7865,1916,1066,768,7406,0,264,48,7094,68506,70490,6594,-489,-21,4449,32461,1726,-695,26465,-850,6813,2008,-530,19024,-1984,-2422,553,-115,-4776,0,42885,-4557,4456,83
2005:Q2,4931,3058,34648,5904,-4294,-2198,19032,-799,3636,1214,542,14439,5037,1762,3275,-4,-600,597,-46,11115,1915,1064,764,-3638,0,710,47,-4395,38477,36942,-55,569,-808,2105,34341,1723,153,-1086,900,2537,1397,1503,-7423,1535,347,1908,-720,5702,0,41156,-4556,4450,85
2005:Q3,2242,3117,51430,1696,1411,-2732,27699,2274,4243,1987,608,18587,2875,518,2357,156,2305,1383,-2,4712,1915,1065,763,8184,0,-739,46,8877,49175,41538,813,88,685,10525,5461,1721,-818,23063,17,2912,5016,6329,8789,7637,-973,561,8049,-3130,0,27952,-4562,4452,82
2005:Q4,2003,3139,9803,-5508,-4398,-3279,11628,1159,3431,-1588,340,8286,6722,2119,4603,-181,-137,-923,-15,5778,1914,1063,765,-3626,0,640,47,-4313,7629,9258,196,119,-1045,3062,28803,1723,-343,-23257,799,2675,2355,6810,-35896,-1629,-966,-1481,818,-3309,0,40712,-4558,4448,81
2006:Q1,1847,2999,67643,2250,2631,-751,30544,1818,-455,6935,1290,20956,5197,1969,3228,-163,3740,-424,3,10348,5197,4794,1035,3242,0,199,1194,1849,71580,74846,3205,719,-482,28722,14885,3539,423,23835,44,4234,7422,-983,13118,-3266,-4977,2122,-411,2785,0,43820,13546,11297,131
2006:Q2,1300,3056,59616,711,7254,-136,17989,511,-754,-468,1685,17015,10910,3341,7569,-79,-12,-8,-86,7181,5195,4790,1055,4852,0,181,1193,3478,60095,56553,-600,345,1557,9488,27748,3558,-698,15155,-63,11394,4967,-5133,3990,3542,-4468,8435,-425,-1277,0,37526,13543,11288,130
2006:Q3,1938,3125,64927,675,5066,226,9944,1708,-734,-6080,-567,15617,7927,2775,5152,20,2559,796,18,6501,5196,4794,1035,20170,0,57,1194,18919,61286,57171,-3156,639,387,23289,17738,3533,514,14227,15,2107,3301,-1402,10206,4115,-2462,2766,3811,-4828,0,35771,13545,11295,130
2006:Q4,1928,3190,36685,5291,2341,598,-12662,649,-5014,-7357,485,-1425,6291,2392,3899,9,-7122,652,119,16215,5195,4794,1031,13933,0,164,1193,12576,35498,38829,926,1145,15,26059,5349,3520,2699,-884,-12,4220,2030,1776,-8898,-3331,-2630,-440,-261,-2449,0,33476,13544,11290,128
2007:Q1,-1531,3242,52709,3189,1333,-619,19565,3432,-4064,2236,1270,16691,5970,3454,2516,-97,6050,1664,63,6314,1843,2227,-138,5345,0,536,704,4105,50005,53311,-3478,1260,-544,13531,7987,3093,-1382,32844,42,2484,4466,7210,18642,-3306,-4557,135,1116,-7476,0,32915,10059,1175,133
2007:Q2,293,3289,59099,-2078,1587,890,15679,2804,-4363,1779,1325,14134,10536,4359,6177,-79,-13,1183,137,15141,1845,2229,-145,12187,0,30,703,11454,58900,59621,552,3227,377,17905,19744,3068,-1026,15774,-20,4329,1530,15413,-5478,-721,-4778,2095,1962,-3195,10080,60186,10063,1173,132
2007:Q3,2882,3337,55981,6887,950,109,17334,2094,-3542,2376,1074,15332,8671,3507,5164,14,1890,1596,250,8171,1841,2229,-139,6178,0,466,704,5008,53608,59685,775,6172,-74,12811,5131,3085,349,31436,1,2836,6357,7541,14701,-6077,-6050,-479,452,-2828,-4189,38359,10059,1170,133
2007:Q4,3749,3400,53069,-4955,2951,-132,-4788,5769,-5490,-1553,1049,-4563,11187,2033,9154,141,-3545,1374,150,19366,1843,2223,-130,27384,0,0,702,26682,40627,46661,1045,3385,-413,18236,21343,3118,622,-675,-103,267,2990,2509,-6338,-6034,-5827,-2090,1883,-12093,-16809,49955,10053,1170,129
2008:Q1,-9306,3307,74242,5221,13119,356,16465,2759,7204,1232,1533,3737,10161,5060,5101,15,6817,1820,112,-3168,5295,3299,934,13796,0,1336,867,11593,61674,64601,1199,2984,-47,13982,32438,4315,-539,10269,-4,-1233,9692,-19198,21012,-2927,-6205,3957,-679,-25181,2425,32900,4108,20557,431
2008:Q2,-2700,3336,45103,9306,2566,170,18918,-368,14443,-8800,2606,11037,9836,4175,5661,-22,-9522,775,183,11055,5295,3305,930,-7692,0,392,867,-8951,38578,42616,2204,1315,-982,16214,8328,4273,-2008,13272,-431,4730,-310,-690,9973,-4038,-2780,-991,-267,-12561,-4341,24879,4110,20559,430
2008:Q3,-22482,3336,48929,2438,2457,542,-3615,-6172,-523,10320,589,-7829,13033,8418,4615,-174,12691,1780,267,-7575,5294,3296,936,17559,0,-181,865,16875,19003,23196,-2091,8814,-1040,31378,68014,4334,-2312,-83901,29,-11938,2780,-23335,-51437,-4193,-1372,2521,-5342,-55744,-37261,71785,4104,20552,429
2008:Q4,-11005,3213,115178,9509,19254,4556,-935,-397,3505,4433,788,-9264,4213,2920,1293,-121,6684,547,349,-1343,5295,3293,940,62937,0,1625,866,60446,60564,55793,-8773,11029,228,26370,36349,4349,694,-14453,-13,-7722,891,-32783,25174,4771,1690,8867,-5786,-68832,-65289,31069,4099,20553,429
2009:Q1,390,3279,-38786,-13108,2874,4841,-24356,3559,7772,-414,2856,-38129,-9160,-5520,-3640,118,-4125,-703,29,-141,1940,-1585,615,3975,0,-493,434,4034,-6566,-8355,336,439,204,21427,-16054,326,-290,-14743,9,-10614,3114,10855,-18107,1789,-1450,1470,1769,29332,-9634,3210,19982,9371,407
2009:Q2,3530,3232,6160,-5009,-7179,-1804,25657,5532,5881,4168,6886,3190,-7398,-4035,-3363,196,4320,1882,18,18052,1939,-1579,592,-23527,0,-1654,433,-22306,12139,1205,-2397,-2041,1303,4681,-11524,260,398,10525,-10,-6865,1288,39110,-22998,10934,1364,5402,4168,6277,4894,20541,19985,9365,409
2009:Q3,5779,3231,26314,-1862,-8493,844,28469,963,2396,740,4771,19599,-6957,-4486,-2471,131,-2766,1108,-77,11222,1938,-1580,583,3754,0,-382,431,3705,44204,34021,3481,-2716,1021,3955,-20552,244,88,48500,3,-8230,5552,38101,13074,10183,-132,3336,6979,20438,-2882,12510,19984,9364,406
2009:Q4,3501,3295,4547,-14008,-8923,-1392,40598,3064,5977,3896,7717,19944,-5285,1195,-6480,-17,5894,-1067,-257,13501,1940,-1582,598,-25453,0,-2355,433,-23531,-1806,1084,-1862,556,-604,14038,2953,285,1454,-15736,383,-6883,-794,25612,-34054,-2890,-1075,-1040,-775,-6147,-279,32310,19981,9366,406
2010:Q1,5811,2813,51346,-3002,-7426,1307,36336,-15144,7317,289,12160,31714,-5789,-974,-4815,61,13689,700,2,5400,-1624,-2246,-501,14439,0,2502,795,11142,35403,33670,-3371,-488,601,3265,18775,-1528,-479,16895,27,-2095,1084,5742,12137,1733,-1694,719,2708,-12945,3496,23337,3795,-4194,446
2010:Q2,4289,2823,62523,10383,-3651,-321,31922,3901,3783,1673,6410,16155,-3537,29,-3566,64,12431,934,9,7483,-1623,-2253,-454,11136,0,896,796,9444,67518,66661,716,-1257,329,4974,41572,-1462,46,21743,62,-6776,4947,-16512,40022,857,-3286,438,3705,6461,-193,24400,3785,-4194,444
2010:Q3,5129,2886,46797,1816,-5382,33,54376,7059,6867,952,12294,27204,1319,767,552,98,9162,233,52,4233,-1623,-2243,-524,-14753,0,-2900,794,-12647,48976,41339,1155,-231,492,16339,25132,-1582,1260,-1226,11,-2182,6221,14196,-19472,7637,2018,1752,3867,4422,-1027,57838,3797,-4195,445
2010:Q4,1027,2944,3695,-7961,-4289,96,19922,-5149,3240,2336,5544,13951,-447,41,-488,140,10887,-366,-64,10357,-1624,-2246,-519,-20191,0,2153,794,-23138,38829,25629,-728,-113,184,2873,19206,-1571,-188,5966,-325,-3076,1331,10767,-2731,13200,-766,1775,12191,33218,860,31273,3791,-4198,443
2011:Q1,23,2973,42787,-4629,-1467,-3368,33932,-976,3001,-221,2791,29337,-164,-1026,862,113,4044,-80,55,-374,-731,51,214,15191,0,374,888,13929,40669,45414,2571,844,188,20133,7769,-2774,10,16673,62,-125,2774,12385,1577,-4745,-1826,-4665,1746,-5069,3620,35568,8994,-1627,663
2011:Q2,1459,3064,37957,1369,-1296,308,12808,-1476,1744,-1754,1910,12384,7374,2655,4719,110,4501,975,-208,781,-731,50,233,11683,0,481,887,10315,49580,46670,-245,50,1311,21372,14926,-2738,-161,12155,-795,-2336,2626,4450,8210,2910,-1935,1177,3668,10018,497,37951,8991,-1630,664
2011:Q3,1539,3193,102971,9909,1446,357,23174,4849,4650,-1065,1902,12838,9938,4113,5825,-28,-393,1377,1,-2625,-736,42,281,60228,0,-1250,888,60590,104844,107571,-1022,315,198,36993,35099,-2652,-1179,39819,133,-5096,6963,-2993,40812,-2727,-2997,-6802,7072,219,-1462,66440,8984,-1633,661
2011:Q4,5144,3285,30355,-3773,10848,-2615,5674,-15146,6038,-2428,2198,15012,6355,2196,4159,165,14181,706,-591,6880,-726,52,214,-7015,0,-70,886,-7831,28076,30860,596,330,2208,27061,7764,-2786,485,-4798,-583,356,2360,8232,-15163,-2784,-1832,1012,-1964,-419,-45382,41852,8991,-1628,662
2012:Q1,1835,3518,28714,-1469,-5629,2900,31226,1002,1592,-1604,3669,26567,2633,-1943,4576,380,-4068,1663,-30,472,2995,1128,2572,-6059,0,1836,965,-8860,28457,32430,2100,1264,-356,4637,42297,2566,857,-20935,50,-1253,1893,3773,-25398,-3973,-2393,-1006,-574,-1940,-425,45351,6257,1738,671
2012:Q2,5994,3601,-6897,4021,2444,215,-42089,6499,-4802,-12181,243,-31848,5424,1158,4266,2,531,1095,44,2338,2986,1122,2613,12357,368,1871,963,9155,2408,-3190,747,3547,125,-8380,-7963,2645,182,5907,2,2456,-1626,-3385,8460,5598,-2241,1331,6508,11698,6630,-22331,6255,1723,672
2012:Q3,5432,3601,39553,-3332,-2385,508,31961,4212,1205,-1193,2953,24784,4614,1304,3310,102,755,545,4,-3021,2989,1124,2594,3095,-2933,410,964,4654,-12934,52426,1582,-71,372,10434,12467,2614,457,24571,-11186,1113,6759,1626,26259,-65360,-1685,1517,-65192,-50656,6386,26151,6248,1731,669
2012:Q4,1679,3670,47537,2408,-881,-1312,23182,7272,2675,-2707,2349,13593,2883,1690,1193,191,771,1927,19,-284,2986,1123,2605,11919,0,-3451,963,14407,47244,47367,-2069,-1298,-803,11845,20935,2629,-287,16415,20,-2987,-452,44,19790,-123,-1595,1063,409,-2284,-1272,24120,6253,1721,669
2013:Q1,-2131,4103,22555,584,-10677,-3738,28331,-2720,-4093,-13,3454,31703,-2754,-3106,352,-503,-2920,-53,-106,-4796,5151,1457,-1095,13674,1,997,991,11685,25793,24271,8153,949,-389,7835,8970,-1713,-190,656,-215,1010,1259,308,-1706,1522,-1385,2476,431,-2995,203,11433,19942,3928,-1271
2013:Q2,-979,4054,35918,-10492,-229,750,28229,970,-2106,263,3236,25866,6761,1797,4964,188,-1341,887,7,-5477,5147,1455,-1096,11129,-1,1902,989,8239,30142,30750,583,1237,-671,12129,14126,-1703,-1901,6950,322,-6899,2825,-3269,13971,-608,-2261,2129,-476,-10810,1209,13050,19938,3917,-1269
2013:Q3,1336,4134,25825,8419,2111,205,22691,5098,-1915,-1588,2774,18322,8364,-431,8795,-251,-9673,1117,122,-7999,5152,1454,-1092,-4795,-1,-1005,990,-4779,26150,26402,-384,-923,-531,15804,20112,-1710,627,-6593,43,-1200,6532,-1652,-10316,-252,-2641,2027,362,-2473,-4049,29268,19935,3925,-1272
2013:Q4,4685,4224,57123,-6991,-3002,-3163,49830,7362,-4108,-822,5605,41793,9755,3170,6585,-57,4328,1575,802,-2032,5148,1455,-1095,570,-33,1109,989,-1495,25101,33399,-1671,678,-1668,15436,21579,-1711,141,615,3,-1933,1427,2290,-1172,-8298,-1987,-4254,-2057,-31562,4785,32924,19937,3917,-1273
2014:Q1,6767,4133,35445,6313,-922,-218,16651,-5240,2297,-756,1155,19195,5393,3238,2155,843,-9010,-1062,30,-12473,710,-1786,724,30252,0,980,1173,28099,34514,39038,32,379,22,15348,8044,715,134,14364,-3,-3065,5909,-4945,16468,-4524,-3725,-1033,234,1703,1610,16217,-1037,-5438,2549
2014:Q2,6893,4234,20245,-1218,-1019,-210,28036,-3173,2522,911,2170,25606,7005,1924,5081,-33,-9330,-458,71,-6574,712,-1787,722,4328,0,1374,1174,1780,28219,29024,2329,607,-8,18275,4444,712,-291,2956,-5,3922,5419,-3265,-3115,-805,-3030,1635,590,10633,2395,24144,-1033,-5436,2548
2014:Q3,7843,4336,39928,3214,2516,33,21573,-956,3314,-1291,2101,18405,10492,4202,6290,196,-1394,796,26,-10982,708,-1787,726,13811,0,-659,1170,13300,23942,26775,-672,335,806,19067,2061,721,-393,4850,-9,2971,2855,-1673,706,-2833,-4158,1391,-66,-12479,3014,19247,-1040,-5446,2549
2014:Q4,2999,4366,55872,-2608,3925,422,9430,496,6337,-12705,2728,12574,11948,3339,8609,-68,-4927,596,-38,-3968,709,-1787,723,41515,0,-470,1173,40812,45655,49873,-660,539,-899,23447,12139,715,43,14549,17,3821,717,-3086,13080,-4218,-3684,-557,23,-11584,-8888,33738,-1038,-5441,2546
2015:Q1,5491,4834,62727,43,-1858,-177,13728,-2799,1628,-4468,2543,16824,10764,5461,5303,-6,-5782,2736,121,-9706,4232,1291,3709,43632,0,1110,961,41561,58854,56952,258,2226,787,21588,887,3984,1103,26119,-4,3044,3354,-1885,21610,1902,-5386,7003,285,-3216,19,24409,2608,-15294,-1880
2015:Q2,-294,4859,6527,-8242,-932,-264,23245,-3360,1195,-338,2491,23257,7626,-2776,10402,-256,-3459,725,351,-7290,4233,1291,3713,-14214,0,865,960,-16039,12073,12000,314,2216,-320,14523,23248,3983,87,-32051,81,-820,-100,-1455,-29757,73,-950,1057,-34,393,-3406,36159,2606,-15292,-1878
2015:Q3,922,4901,80142,11371,11300,437,36833,2833,4297,-2454,3108,29049,7475,-1892,9367,-713,26534,-193,25,-13077,4231,1290,3710,-9081,0,-220,961,-9822,68648,70515,-42,1028,-781,19943,25290,3986,-1313,22404,18,-3947,4646,-2471,24158,-1867,-2042,-39,214,-15473,-248,41354,2601,-15298,-1880
2015:Q4,2292,4939,13043,7057,-5645,-491,27692,-4449,425,5370,458,25888,18736,-74,18810,53,10668,-1254,-46,-656,4232,1289,3712,-52304,0,-31,959,-53232,16058,17964,-1037,913,-559,12965,37090,3985,919,-36312,3,4603,-294,-1003,-39621,-1906,-2063,211,-54,368,-915,53383,2606,-15297,-1882
2016:Q1,4188,5046,76190,-668,-663,144,48897,2415,6927,3989,3382,32184,11167,5587,5580,-360,-8743,-8835,99,-13981,10950,-783,6185,32781,0,1184,-1326,32923,92301,88310,65,3102,2120,23688,7641,4904,1105,45685,-5,-847,5838,5016,35683,3991,-2138,5252,877,15253,2041,32883,9674,4344,3060
2016:Q2,4946,5123,73201,11695,-6513,-113,43912,607,5620,2888,2611,32186,6480,-2595,9075,-44,-6241,483,80,-11467,10948,-782,6184,18579,0,820,-1324,19083,70515,72662,44,4695,521,30708,-1719,4902,-325,33836,-1,1747,5650,1788,24652,-2147,-1549,-1360,762,-2863,2364,32556,9672,4347,3062
2016:Q3,3966,5209,30601,-5669,-2082,-76,40491,1720,6727,2522,2473,27049,8722,546,8176,-7,-6879,-578,181,-10770,10950,-784,6183,-9081,0,-965,-1328,-6788,32025,34993,58,2355,687,19603,10718,4904,-1277,-2055,12,367,2200,1558,-6192,-2968,-1129,-2207,368,181,1226,26408,9669,4340,3060
2016:Q4,3849,5301,-10480,-12968,-4496,-315,16258,-2433,1957,2500,843,13391,6990,-6578,13568,-18,-5192,-2282,0,-8135,10948,-782,6184,-16672,0,-1362,-1326,-13984,-27657,-22327,67,307,322,11115,-23632,4903,1578,-16987,14,5406,2767,26003,-51177,-5330,-1711,-2843,-776,-18629,-7228,13944,9671,4342,3058
2017:Q1,6805,5219,36897,1115,1695,4,31483,-867,1589,2166,1836,26759,9354,-2012,11366,109,-1143,1158,285,-21816,8552,1955,2771,1375,0,1374,976,-975,33996,38516,50,3008,-184,12644,9633,9377,-448,4436,-17,2558,6771,-3241,-1635,-4520,-4293,-603,376,-1314,3274,23049,4505,9044,846
2017:Q2,6293,5316,31192,8357,855,-130,12754,-2418,533,1125,1118,12396,14213,137,14076,-211,140,1703,-69,-16182,8551,1955,2774,-3518,0,422,976,-4916,38570,39642,613,40,176,7412,2746,9380,-1357,20632,8,3782,2130,27,14685,-1072,-3373,1670,631,8355,-218,10323,4507,9037,845
2017:Q3,5119,5410,41899,419,1812,-68,28609,-1585,1466,2333,2046,24349,11164,3254,7910,79,-1910,-1071,5,-17503,8551,1953,2773,7086,0,57,976,6053,18892,21837,-581,850,-18,13343,-8245,9380,583,6525,1,7398,2796,3875,-7545,-2945,-3762,431,386,-23298,690,12503,4502,9041,843
2017:Q4,2646,5541,535,8153,-548,-253,13294,-3844,-4263,1563,1484,18354,9154,-383,9537,-191,-2551,1540,170,-20679,8550,1954,2773,-20831,0,-72,974,-21733,27686,29014,-337,2808,230,13171,1841,9379,1408,514,1,-1783,5683,7828,-11215,-1328,-4770,2302,1140,24256,-2510,25043,4503,9034,844
2018:Q1,84,5555,35743,-5395,-1749,-74,32265,-2607,571,5509,1789,27003,13526,-1278,14804,683,-10878,1199,346,-25558,-9038,25034,-188,15570,0,2434,1127,12009,37839,40594,-618,4134,-1160,11571,13257,3802,-211,9819,3,2697,10166,-3117,70,-2755,-5007,2920,-668,-3374,3897,25334,17193,20295,75
2018:Q2,720,5677,38586,7066,2618,-13,21466,-2031,-1969,-2904,-822,29192,15601,-304,15905,-296,-10660,-10353,6,-18446,-9037,25036,-184,15782,0,-149,1127,14804,15603,13489,92,989,-1407,11011,7947,3804,-761,-8186,-13,1429,1725,1344,-12671,2114,-132,2377,-131,-27940,-6653,13689,17195,20294,75
2018:Q3,1010,5761,24238,-11176,-4049,222,26460,799,1185,2266,-652,22862,15456,-1427,16883,-71,-13433,-727,73,-21782,-9039,25033,-187,17458,0,847,1125,15486,18212,17391,2702,-185,-639,7855,-5811,3800,-273,9942,20,807,7051,7939,-5875,821,-1700,2337,184,-10777,765,5790,17190,20289,73
