1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q3,-105503,3328,9351,8681,-100,0,136,10605,-9971,-114650,-34111,1668,10428,-92635,-5128,-3988,-1140,-264,1860,-105503,-132913,79668,81272,-1604,-12984,1668,-32931,528,-9971,0,1504,-8084,4532,0,-888,-372,4248,320,-24748,0,5120,6576,-1456,-13132
2000:Q4,-48655,3328,26157,-6206,4792,0,308,26114,1148,-83576,-87041,-658,-5444,9567,2804,2212,592,1224,1408,-48655,-63760,30765,42397,-11632,-102608,-658,58784,472,1148,0,2560,5428,4940,0,-10484,11636,3376,192,38192,1324,19436,-2924,22360,9385
2001:Q1,-40045,2512,21393,4968,-4532,0,-584,15456,6085,-77658,-19893,-4973,-8176,-44616,-2020,-704,-1316,-64,15792,-40045,108593,-205076,-225948,20872,79842,-4973,81489,920,6085,0,27676,52928,-4800,0,-6488,280,2136,252,2500,0,-5772,-9464,3692,-94148
2001:Q2,6526,1596,32053,-1902,88,0,128,34190,-451,-23904,-30622,15624,14712,-23617,-652,-10348,9696,1404,-3972,6526,-70823,9553,-6283,15836,-17335,15624,74773,-212,-451,0,4976,26276,564,0,19912,3028,-3944,176,24448,0,11584,4492,7092,-16851
2001:Q3,162577,1148,90204,7922,-300,0,2028,82734,-2179,64040,-17159,7710,-1808,75297,1724,-440,2164,0,5460,162577,54596,-36857,-27645,-9212,14444,7710,111285,60,-2179,0,7624,22604,552,0,312,12472,3508,-312,66644,0,37752,-220,37972,-26354
2001:Q4,324930,240,52322,-5104,2520,0,-2192,48797,8301,262305,65987,3606,-14568,207280,2368,1924,444,11048,-3352,324930,218517,23008,47324,-24316,87427,3606,-14575,-376,8301,0,-2024,28080,448,0,-7684,-6760,-4452,372,-26428,-4052,31584,-14836,46420,-24637
2002:Q1,-257184,2452,42956,-3420,-2476,0,772,62141,-14061,-291860,-80174,5409,-4740,-212355,-4004,-1928,-2076,-1204,-5524,-257184,-222983,51596,48812,2784,-109734,5409,-18873,188,-14061,0,15608,-7556,24,0,2712,2180,-2008,304,-16264,0,8652,-5896,14548,28749
2002:Q2,38094,1460,55697,4816,40,0,-656,52472,-975,-52870,27177,16699,2848,-99595,-2552,-2964,412,8172,28188,38094,-12979,-31545,-34257,2712,35271,16699,7493,-584,-975,0,1100,-2152,272,0,-7724,5396,2164,-548,10544,0,28076,-772,28848,-4920
2002:Q3,214815,1280,26884,-4294,0,0,244,21281,9653,193411,61328,10808,-1500,122774,348,20,328,-4384,-2724,214815,117194,-42060,-44752,2692,95753,10808,86481,548,9653,0,33636,36920,328,0,3204,18480,4440,192,-20920,0,3188,-1236,4424,-56549
2002:Q4,-24757,1128,38184,-6233,3872,580,-72,32702,7335,-63560,-73907,-6352,2232,14467,3604,3420,184,-7092,2980,-24757,23222,-18984,-21672,2688,-89770,-6352,10279,-388,7335,0,1408,-34816,256,0,9716,6300,4072,776,15028,592,33204,5580,27624,23643
2003:Q1,32975,804,52155,9006,-3884,0,484,50441,-3893,-38028,-22128,-1684,9432,-23648,-1972,-2464,492,1764,18252,32975,-119894,69291,63167,6124,-35001,-1684,86631,472,-3893,0,17148,35348,248,0,7596,25404,4100,372,-164,0,22616,7452,15164,11016
2003:Q2,131289,1068,19591,-2997,-56,0,2600,23788,-3744,99202,-8500,16958,2656,88088,6592,1212,5380,4688,148,131289,53173,50257,44177,6080,-8471,16958,13876,-656,-3744,0,24620,2768,184,4,-7172,-7424,7716,-32,-2388,0,316,6468,-6152,5180
2003:Q3,56943,832,40566,-1138,80,0,-3284,32978,11930,21221,1086,15668,-1012,5479,-2052,-1172,-880,-2688,-936,56943,-20971,56581,50493,6088,38118,15668,33702,-380,11930,0,-3728,9960,148,0,-784,4144,8924,2376,1112,0,976,-5468,6444,-67131
2003:Q4,116296,780,33628,157,1964,-504,320,35453,-3761,71556,25897,210,6236,39213,1820,1024,796,2292,6220,116296,-40362,19667,13603,6064,42359,210,44819,-500,-3761,0,-2512,2356,124,144,16976,33964,-13268,-1796,13220,-128,34488,7580,26908,15116
2004:Q1,73025,1172,17139,-379,-1932,0,-316,9978,9788,42510,12834,4230,11048,14398,-2056,964,-3020,2640,11620,73025,-78173,135594,93438,42156,-66625,4230,34284,456,9788,0,-13808,-5972,36,140,19900,996,-2000,1548,23200,0,-72,11696,-11768,43787
2004:Q2,92955,1112,55130,-1379,20,0,784,55414,291,36516,11093,-6926,6604,25746,-1832,-1692,-140,1512,516,92955,-59950,103269,61465,41804,12993,-6926,7503,-368,291,0,-40,19064,112,144,-11588,-3632,-4092,5748,1864,0,39848,5696,34152,-3783
2004:Q3,91112,960,48667,-999,12,0,-604,42549,7708,36293,-44699,6012,764,74216,744,-560,1304,536,3912,91112,95030,32045,30193,1852,-61236,6012,-10188,156,7708,0,13060,752,128,144,4232,-32680,1712,-4008,-1392,0,14292,-400,14692,15157
2004:Q4,57661,620,473,3309,4156,28,-188,36647,-43479,41640,7832,-20568,20308,34068,-132,-768,636,1640,13420,57661,37858,-38964,-60824,21860,-9170,-20568,36077,-220,-43479,0,-34124,2524,148,272,-12752,76744,1216,6332,39204,212,35480,19352,16128,16949
2005:Q1,17334,444,52511,-3708,-4208,64,232,18973,41158,-59010,30778,45211,-5888,-129110,10292,12516,-2224,28,13068,17334,-57650,25135,28571,-3436,52370,45211,-25906,-32,41158,0,-7540,-23160,172,276,-2440,-23240,-3208,1112,-8196,-808,24,6860,-6836,-21851
2005:Q2,44609,280,30069,-3967,84,-36,-144,25883,8248,26393,-40937,12180,27188,27962,-11908,-12252,344,3272,-3496,44609,-75618,140500,143904,-3404,-37484,12180,-2144,-360,8248,0,-3172,23616,184,272,2252,-27532,1780,124,-7520,-36,14008,14792,-784,-6832
2005:Q3,-13693,-744,37841,-56,-16,24,-8,45011,-7114,-53918,-4130,-18586,6108,-37309,2060,876,1184,-4800,5868,-13693,-54390,97500,100788,-3288,-15349,-18586,-51714,384,-7114,0,-912,6784,308,272,-7856,-23676,-19844,3804,-4896,1032,16100,6976,9124,12747
2005:Q4,-10994,444,33795,2102,7648,160,-80,32045,-8080,-45265,42157,-2584,-2720,-82118,1724,-164,1888,768,-2460,-10994,-175386,166101,129337,36764,49081,-2584,-72768,-160,-8080,0,-8100,-22032,344,112,9544,-23680,-14204,-1868,-5072,428,29320,-2964,32284,-4758
2006:Q1,39068,5356,30373,2767,-7772,-24,12,35523,-132,5783,-74355,11422,-3312,72028,-1300,-788,-512,1292,-2436,39068,35844,-8299,-42911,34612,-54425,11422,77348,500,-132,0,30592,9000,1684,112,-3156,7520,-1044,2996,24244,5032,-3948,-4088,140,-18874
2006:Q2,130716,444,31462,830,44,4,232,24267,6085,108134,73506,5330,20468,8830,1408,412,996,-676,-10056,130716,42884,-142806,-177490,34684,67513,5330,138645,-348,6085,0,32076,2844,1684,112,-2388,57784,-3644,-3704,48528,-384,11732,21112,-9380,7417
2006:Q3,-94940,376,525,-386,28,-12,-176,6208,-5137,-76121,14902,2707,5312,-99041,-4128,-904,-3224,-3452,-12140,-94940,-14634,-29376,-64044,34668,3257,2707,-62921,596,-5137,0,19068,2700,1684,108,-1020,-61360,-2168,3576,-19500,-1468,-5052,4232,-9284,11080
2006:Q4,-134636,488,32008,-2470,2872,432,4,25462,5708,-180529,-37497,-8747,15020,-149304,4004,464,3540,5532,3860,-134636,-181290,24869,-9835,34704,-27228,-8747,26616,-288,5708,0,-45604,21164,1684,-52,60,3140,452,112,42808,-2568,42920,15488,27432,-11775
2007:Q1,199668,660,-23846,-2017,-2144,-72,-36,-8673,-10904,203533,-64990,4550,5600,258373,4768,-224,4992,-3532,18084,199668,248068,25814,-1094,26908,-45326,4550,12068,580,-10904,0,7300,12756,1212,-56,-5024,-5184,1472,2328,5516,2072,-19320,5340,-24660,-26187
2007:Q2,-21501,600,33494,2474,400,-124,428,25838,4477,-55834,5864,-18360,12360,-55698,9400,3800,5600,1748,-10908,-21501,-240088,162677,135789,26888,-2885,-18360,55349,48,4477,0,5268,-8312,1212,-52,4892,15688,968,-156,31864,-548,10048,16588,-6540,11757
2007:Q3,6843,472,14912,3583,-36,-128,-332,13361,-1536,17139,184591,7573,-8388,-166638,-12060,-2896,-9164,-1044,-12576,6843,-298743,70940,44040,26900,184745,7573,47644,736,-1536,0,48888,27548,1212,-56,-10524,-4008,1364,280,-14120,-2140,-8996,-11616,2620,3679
2007:Q4,-20897,168,63344,41635,6288,4904,-68,-10519,21103,-110698,-65917,6424,10352,-61557,8168,364,7804,9644,8476,-20897,-101349,44109,17269,26840,-35969,6424,54511,148,21103,0,-9640,-19820,1204,132,460,-17376,-2260,-172,74740,5992,-3472,10648,-14120,14848
2008:Q1,209358,-8,-90791,-42067,-6632,-12,8,-26857,-15231,271297,17063,-990,-9012,264237,12236,21400,-9164,-1664,18288,209358,227138,-54922,-18878,-36044,9310,-990,78049,668,-15231,0,-3384,20884,-5664,132,8012,-9084,3080,7980,69592,1064,-14604,12396,-27000,-34623
2008:Q2,33682,-8,52913,-894,196,-4,452,57016,-3853,-15078,-26693,929,-7352,18039,-3116,-7424,4308,2100,-3128,33682,137310,-97607,-61463,-36144,-48060,929,36151,-28,-3853,0,-5460,37224,-5664,132,-84,48636,-200,-6272,-27092,-1188,-13404,-14324,920,18363
2008:Q3,1670376,-8,1514700,1309900,127284,-84,-380,61653,16328,178028,-47304,13108,46440,165784,-7072,-9520,2448,-1136,-14136,1670376,140086,-172967,-136707,-36260,1256808,13108,371384,700,16328,0,11140,9752,-5668,128,-988,143612,-928,12180,185316,-188,59920,36540,23380,2038
2008:Q4,654028,-4,527138,130373,228560,8396,4996,141145,13669,117478,-100901,20438,94648,103293,4788,5020,-232,-3644,8272,654028,736470,-348323,-311935,-36388,34427,20438,-5171,696,13669,0,-61920,38036,-5664,812,15380,165476,-920,-14956,-167424,11644,224112,104664,119448,-7924
2009:Q1,-414529,14348,-439237,-392953,-91560,2156,-904,56281,-12257,-11744,9956,2754,-70404,45950,992,-984,1976,1360,19752,-414529,-45600,202649,227685,-25036,-338263,2754,-164881,600,-12257,0,-8244,-52432,-2568,808,10408,-37692,2508,-1996,-67656,3640,-25028,-72292,47264,-46159
2009:Q2,420336,664,235886,197351,-5336,3580,2440,36961,890,176974,-49719,98503,-9412,137602,4760,608,4152,2544,-492,420336,240585,-14794,10410,-25204,105865,98503,-35462,-252,890,0,31764,-20036,-2568,812,236,-4928,1728,-1524,-44544,2960,-14104,-6364,-7740,39743
2009:Q3,-168189,548,-268280,-170843,-145784,116,616,35158,12456,103124,-10548,-41715,-36988,192375,-588,21172,-21760,712,-3704,-168189,-19958,247748,272948,-25200,-183523,-41715,-170348,824,12456,0,-1360,-7448,-2572,808,8812,-150536,-1660,8992,-40380,1716,1516,-15200,16716,-1909
2009:Q4,-38682,508,-184417,-328895,123140,11464,2028,20148,-12302,107794,51655,17254,2168,36717,5188,2412,2776,1160,31084,-38682,23305,202545,227541,-24996,-281045,17254,-7182,288,-12302,0,-23644,-56032,-2568,-796,-2152,47524,-436,2924,35152,4860,896,6608,-5712,5544
2010:Q1,57768,216,4131,100002,-121296,1184,-2968,6607,20601,48290,-294,5742,4064,38778,980,1432,-452,656,3496,57768,-456349,396935,439715,-42780,151375,5742,3077,120,20601,0,2480,-12008,2132,-800,2340,-1564,-4440,-6372,-2176,2764,11588,2528,9060,-54600
2010:Q2,506369,1840,417775,286968,61708,12224,-1816,51317,7373,86635,-44617,4796,7108,119347,232,-1276,1508,2108,-2220,506369,253468,-90777,-48105,-42672,197260,4796,83421,-432,7373,0,35440,41532,2128,-800,4504,364,1052,-2432,-16420,11112,12416,4016,8400,45784
2010:Q3,6028,832,16911,80968,-142616,-820,5032,78334,-3987,-24983,-5715,7515,-19708,-7075,8432,5636,2796,668,4168,6028,-45309,125474,168042,-42568,71676,7515,-190675,580,-3987,0,8992,7264,2132,-796,-10388,-207140,-2448,2600,13804,-1288,33016,-9040,42056,4330
2010:Q4,408575,516,214092,128229,33188,-5140,3460,87142,-32788,168259,50031,6723,-6724,118230,13284,10472,2812,-1308,13732,408575,258541,-99636,-56968,-42668,175242,6723,4044,240,-32788,0,-26664,-31844,2128,-68,4324,64172,-1092,-300,29600,-3664,60968,7208,53760,2693
2011:Q1,-258242,992,-667419,-765151,21184,-1740,-12844,55566,35566,384913,-900,17825,51500,316487,-4444,-5528,1084,2220,25496,-258242,264238,88457,103717,-15260,-678487,17825,53478,36,35566,0,4580,-18516,5492,-68,9464,28232,9840,11992,-32648,-492,83432,33128,50304,-87186
2011:Q2,483166,652,106847,-46722,32388,6696,948,105708,7828,368772,800,24157,12584,331231,9812,8688,1124,3932,-6848,483166,140016,218196,233488,-15292,-121216,24157,68500,-312,7828,0,6948,5476,5488,-68,1048,-32676,10952,-8108,66596,5328,78176,22220,55956,75337
2011:Q3,439397,516,-20388,-172940,111036,-38072,9060,81262,-10735,381029,-2052,6787,19720,356574,60048,9636,50412,-468,18660,439397,605772,-84272,-68896,-15376,-155428,6787,7409,620,-10735,0,-39928,39636,5488,-68,-4888,5672,8028,18564,22576,-37556,76872,38416,38456,-17743
2011:Q4,338319,464,153988,-35384,103344,1528,-9960,94804,-343,143054,-8583,19166,18608,113864,29512,4932,24580,5488,5812,338319,175834,88767,104219,-15452,-75336,19166,8133,160,-343,0,-6452,-15092,5492,-68,-5400,35992,-8300,-3124,3180,2088,88848,13580,75268,32908
2012:Q1,26783,764,-76644,-10652,-159268,-56,8,90584,2741,51022,208,-13952,-19708,84474,4372,5924,-1552,1536,45732,26783,54999,-1134,-20698,19564,62269,-13952,-62251,48,2637,104,23092,-5876,-1960,-68,8392,-120800,-1588,10976,22072,720,58452,-13776,72228,-71599
2012:Q2,219155,512,96308,59843,-41260,-44,5812,71944,14,98695,267,-1578,-6792,106798,20992,9732,11260,10716,-8068,219155,-39760,162769,143313,19456,-9644,-1578,782,-740,-42,56,-228,16084,-1956,-64,5540,41788,-10712,-324,-48748,128,37216,8752,28464,69370
2012:Q3,376191,472,208712,122958,-32064,-72,16176,94345,7369,153203,86,-14104,4040,163181,22216,8228,13988,-6912,-1500,376191,95241,80417,61073,19344,136234,-14104,-2199,228,7441,-72,15196,-13328,-1956,-68,6108,-67076,8828,11980,33236,-2716,93068,28444,64624,-12466
2012:Q4,472847,464,37980,-144128,76944,-2196,3212,85904,18244,405719,590,-6450,6004,405575,17236,11948,5288,3868,7580,472847,376496,11028,-8152,19180,-162196,-6450,146812,-328,18204,40,11848,9632,-1956,60,3708,65740,-11812,-8416,58804,1288,84412,21164,63248,22746
2013:Q1,434267,880,121651,137313,-61812,0,11032,48258,-13141,230156,280,6284,-37412,261004,39912,17208,22704,784,40884,434267,58073,238867,266847,-27980,177817,6284,-10573,32,-13109,-32,-16816,2336,-392,64,3040,46112,9332,25084,-66224,0,10656,-9172,19828,-46858
2013:Q2,-85564,704,173962,86828,-128,-4,3348,82536,1383,-256230,-343,-4835,-4356,-246696,2640,-3804,6444,3428,-10068,-85564,193682,-311869,-283813,-28056,42574,-4835,-84465,-524,1375,8,-3628,-41968,-384,64,-6484,-49520,-676,-25192,40492,1972,33132,-4812,37944,46218
2013:Q3,486528,748,152209,-43311,111280,-136,-4340,71813,16904,278019,488,18571,32172,226787,58068,11644,46424,5672,-8188,486528,198849,77096,65308,11788,-43522,18571,141952,100,16900,4,-1744,33676,-388,60,4184,102512,16692,-7936,-19840,-2268,90132,39476,50656,3451
2013:Q4,596409,636,227562,98222,54076,1580,-3872,72517,5039,337295,703,7444,6528,322620,22260,24040,-1780,1348,7308,596409,309748,140986,129126,11860,101437,7444,-26645,-220,5039,0,-4812,-27964,-388,364,15088,16996,-8472,-5160,-20308,3192,69120,26696,42424,-5681
2014:Q1,270489,1024,84783,152774,-181556,0,-3976,119865,-2324,77006,171,-253,6840,70249,69376,16384,52992,-3484,41784,270489,-66798,162738,93494,69244,144837,-253,-100724,-36,-2316,-8,16212,25252,3252,364,-3516,-144748,3240,-404,1984,0,119924,19248,100676,10765
2014:Q2,319240,856,-86954,-167157,14512,0,-4132,70578,-754,381494,1008,8052,10332,362102,28900,34476,-5576,5224,-10280,319240,135334,237553,168349,69204,-163229,8052,37498,-228,-874,120,4244,-4872,3256,360,-5376,15592,-2188,2716,8516,16232,66796,40676,26120,-2764
2014:Q3,649718,832,482933,224813,194240,0,-2844,58648,8076,149985,1288,14283,-14700,149115,23212,7712,15500,-3260,-3984,649718,129110,71352,1960,69392,184608,14283,197728,168,8172,-96,4200,12856,3252,364,2648,159920,-4840,1336,9448,300,14420,-9832,24252,38217
2014:Q4,88633,520,47250,33650,-136560,564,0,146382,3214,-63913,982,45054,12088,-122037,58680,4136,54544,23172,22924,88633,-310058,284777,215077,69700,74980,45054,-95422,-232,3142,72,-352,-10432,3256,-20,15220,-97356,3116,1588,-19780,6356,130236,16224,114012,-40934
2015:Q1,29742,1480,-211817,-245681,-43488,1072,-52,74273,2059,162623,-186,-34828,-2460,200097,46564,23248,23316,-2320,33212,29742,132808,125186,118126,7060,-282004,-34828,-14849,-160,2219,-160,92,172,960,-24,1712,-46212,640,2320,23596,-4,66768,20736,46032,36660
2015:Q2,710066,1316,557152,487799,15684,1304,72,51896,398,102205,-135,24480,-17536,95397,46924,8152,38772,11196,-8728,710066,366354,-98241,-105597,7356,509723,24480,-57974,156,402,-4,-21328,-32968,956,-20,18808,-49048,3556,-2668,-14272,38456,-11808,-9312,-2496,-22467
2015:Q3,-102088,1308,40826,-105967,2496,32644,3928,101966,5759,-113386,38,-7190,-41060,-65175,-32468,4252,-36720,-1632,3264,-102088,-224121,122888,115332,7556,-153657,-7190,93147,148,5759,0,16380,45484,960,-20,-9412,24888,3400,5224,5832,-5496,20576,-32880,53456,46268
2015:Q4,530429,960,367594,304089,-16380,-2740,-4000,100838,-14212,132322,-338,-17017,19608,130069,-18464,-17036,-1428,-1400,49416,530429,173710,68099,60531,7568,367556,-17017,-53560,-76,-14212,0,-6344,28228,956,-100,-248,-25636,-7096,-7316,-37900,16184,55060,-1428,56488,-63419
2016:Q1,416991,636,270181,175177,-21052,25568,-124,74344,16268,16194,-479,7175,22596,-13098,94768,9100,85668,13472,21740,416991,43546,46435,-3417,49852,124909,7175,63436,-20,16268,0,-5836,-2672,-2704,-100,-7104,-25176,15908,5200,19236,50436,81884,31572,50312,49607
2016:Q2,496484,1268,235207,93898,33712,11604,40,83785,12168,183621,10,3853,-1980,181738,83728,28324,55404,-3832,-3508,496484,-4673,247955,208655,39300,131100,3853,100276,-112,12168,0,16040,46780,-2704,-96,14048,35612,-44836,-784,12348,11812,55120,26384,28736,-37147
2016:Q3,253909,1308,35075,28536,-40500,-8092,-116,80479,-25232,307042,-336,15607,21392,270379,-80156,-20388,-59768,4200,-13560,253909,-70478,323157,314745,8412,-11037,15607,-77152,304,-25228,-4,-32196,-22676,-2704,-100,-8484,-15552,-6404,-1232,40352,-3228,32656,888,31768,41156
2016:Q4,-79104,664,117553,-35039,26896,33484,8,88200,4004,-136520,313,-2915,9192,-143111,-80352,2976,-83328,9112,10440,-79104,-201454,109549,107897,1652,17861,-2915,-20844,-240,4004,0,-7260,-51872,-2704,236,9044,36308,-3260,-6744,-19436,21080,70604,12176,58428,-51904
2017:Q1,-241927,980,-754113,-1003543,-29228,150836,-12,117754,10080,380834,-122,2596,8688,369672,75652,19596,56056,4644,50076,-241927,414873,115305,89685,25620,-1025162,2596,118656,204,10080,0,3824,4460,4696,240,-22500,-27704,-7024,-3368,30992,124756,111328,28272,83056,20476
2017:Q2,610486,820,418608,311944,-34536,26260,4,114397,539,162582,-594,1014,-5984,168146,26572,15164,11408,4404,-2500,610486,146380,94931,67843,27088,315952,1014,-15849,-428,543,-4,428,33428,4692,236,-18324,-35200,-2592,-2112,-26660,30144,72504,9184,63320,-4446
2017:Q3,-52173,756,12721,-91057,8296,-2040,-4,99051,-1525,-31534,68,-14959,48384,-65027,-16628,-26076,9448,-15256,-2232,-52173,70677,-159669,-186761,27092,-81694,-14959,56707,196,-1525,0,39764,1676,4692,240,2572,18868,-2488,-1776,-3032,-2480,85704,22304,63400,-8938
2017:Q4,268139,824,171157,101821,-848,-20776,372,94866,-4278,30970,-676,1494,-42532,72684,43728,29860,13868,7328,14132,268139,205327,-121247,-148355,27108,110290,1494,22986,104,-4278,0,-26932,32612,4692,-200,-3352,46756,3524,240,-2268,-27912,56748,-12300,69048,-7458
2018:Q1,828456,544,554783,434903,9672,9628,-20,103625,-3026,242357,1115,-102,41060,200283,-22804,2620,-25424,5868,47708,828456,53210,323599,312147,11452,448199,-102,-92962,-216,-3026,0,5260,-21580,-5020,-204,1668,-103284,-5164,-2336,22616,18324,111540,43660,67880,-15030
2018:Q2,22485,400,259057,175803,-14028,-33120,192,124080,6130,-243837,253,-10638,27212,-260664,2228,-16856,19084,11384,-6748,22485,-326970,91084,79564,11520,150614,-10638,2918,-248,6130,0,26716,28264,-5016,-200,-1232,29348,-14900,-884,-37084,-27976,88112,10548,77564,27364
2018:Q3,180755,296,227401,141294,-4836,-10332,-184,102686,-1227,-72035,-1986,-15020,5780,-60808,39152,4468,34684,-2664,-11396,180755,-355143,374884,363408,11476,187005,-15020,-52247,-16,-1227,0,-28780,-44704,-5016,-200,-1448,24912,5952,11820,-11356,-2184,88488,10064,78424,-47212
2018:Q4,251205,284,14594,-59180,-17600,20176,-40,53637,17602,226702,102,-4783,-14200,245584,-47532,6776,-54308,-516,57672,251205,-70894,260220,248744,11476,-91634,-4783,95930,-184,17602,0,-9956,35992,-5020,-160,-5600,-1536,-3280,-5956,54960,19068,29992,-7464,37456,32374
2019:Q1,-295757,412,-122162,-122988,-14556,-32312,-12,64090,-16384,-223283,-785,-3832,-3144,-215521,51368,-8752,60120,464,-2556,-295757,1638,-59990,-73874,13884,-76980,-3832,-119588,12,-16384,0,8612,-5436,7336,-156,5276,-3644,-2248,-1220,-69808,-41928,9088,-11908,20996,-46093
2019:Q2,176480,260,-137983,-220870,3760,-5276,8,80645,3750,279443,-5,2830,53644,222973,26424,-9184,35608,9348,-1012,176480,-209859,379594,365722,13872,-284926,2830,142646,-148,3750,0,34304,27940,7332,-156,20504,2072,-784,7696,40440,-304,81892,44468,37424,64303
2019:Q3,857901,256,517046,360159,3548,49820,-232,99731,4020,296659,1415,10318,-9240,294166,-13448,7932,-21380,13604,43784,857901,-434817,718734,704902,13832,423020,10318,126040,60,4020,0,17824,38396,7332,-160,21392,-8372,-2820,1896,440,46032,74900,-1540,76440,-60294
2019:Q4,352868,308,105947,-9613,16000,-16972,-16,102414,14134,198377,-1089,15320,-22876,207022,22076,22792,-716,-4136,30296,352868,738574,-420618,-434390,13772,-56956,15320,-35706,-200,14134,0,8872,-44120,7332,160,-30060,1324,-2212,1300,24892,-17128,70216,-100,70316,42038
2020:Q1,3895349,436,1753455,559494,434320,392460,48852,224084,94244,1853818,-160,15588,48236,1790154,208168,90096,118072,3336,76136,3895349,144411,1582010,1535402,46608,642629,15588,1302524,4,94244,0,-13868,199872,-4116,156,-1720,429448,16940,32736,147008,401820,291240,187184,104056,-83053
2020:Q2,7858698,304,4882946,4937462,-312132,-107144,-4688,400975,-31527,2788876,926,112568,-81828,2757210,18716,23356,-4640,31380,136476,7858698,1991370,1208760,1060132,148628,4840099,112568,-447595,-744,-31527,0,41580,19644,-4120,156,-6192,-283724,17056,-12196,-92072,-95456,54436,-63160,117596,99061
2020:Q3,965223,472,334248,65673,-65788,48880,10772,273053,1658,552419,2005,56174,-30372,524612,38720,5192,33528,8256,31108,965223,1225943,-357482,-319774,-37708,163993,56174,-158778,20,1654,4,-32264,-67672,-4116,156,5328,-53748,-14924,2984,-20124,23924,133036,-14408,147444,-97662
2020:Q4,4435430,324,44619,-264337,97452,37960,11684,163135,-1275,4331540,1453,178858,-4332,4155560,-37804,21996,-59800,1052,95700,4435430,4567732,-415523,-498095,82572,-341454,178858,220597,344,-1271,-4,14780,-18264,-4120,516,27764,139272,-2388,-152,17964,46156,145552,29348,116204,79669
2021:Q1,-273466,300,-1591148,-2353300,332204,126196,45484,233310,24958,947794,-1445,79151,-13088,883176,201772,27304,174468,23100,144716,-273466,1170047,346104,305264,40840,-2274594,79151,384694,-316,24958,0,36100,-37984,4548,516,-14808,245696,-2684,-3736,-6312,138716,100068,59700,40368,-78937
2021:Q2,752448,224,-1227178,-913857,-421796,61316,-111812,182985,-24014,1931846,8059,204526,65140,1654120,-42732,50924,-93656,27140,63148,752448,1647657,24996,-34444,59440,-1011478,204526,-273294,-1004,-24014,0,-12924,61076,4548,516,2972,-341092,2120,1476,-16976,50008,54852,4252,50600,105189
2021:Q3,-1262130,352,-2639975,-2771409,18208,33268,1808,80087,-1936,1309429,-3458,100921,21700,1190266,35316,-32364,67680,-13664,46412,-1262130,579136,620648,543536,77112,-2654159,100921,191996,-72,-1936,0,56744,-23876,4548,516,24820,71096,2268,-4636,18156,44368,20428,-8856,29284,-121100
2021:Q4,1671160,612,909260,748870,3008,49644,14496,127070,-33828,808124,-3721,78838,8616,724391,-91528,-5864,-85664,-7288,51980,1671160,485756,382876,247416,135460,645766,78838,-108760,68,-34084,256,10108,-33088,4544,-908,-14164,-95160,-16700,1660,14112,54596,90384,17248,73136,96300
2022:Q1,2015653,-24,1239064,1017331,-16552,77888,-7416,142500,25313,616653,348,25189,38572,552544,102000,16852,85148,-25084,83044,2015653,707796,199877,185577,14300,1168143,25189,-58431,296,25569,-256,-76612,-33384,-2436,-908,-2080,-40456,-30104,-580,23872,78648,117708,48008,69700,-144629
2022:Q2,1693044,728,697151,742025,-15376,-82700,-108,57448,-4139,931934,606,53326,-78364,956366,77588,-1748,79336,5796,-20152,1693044,1687574,-643434,-657790,14356,579678,53326,-78035,-180,-4135,-4,-22864,14720,-2436,-908,-980,7292,-2744,-2616,13636,-76816,-68584,-80220,11636,162518
2022:Q3,-521291,728,-935073,-865758,-22440,-59688,-56,41548,-28678,445761,980,-16234,65532,395484,-65232,-65344,112,10260,22264,-521291,858753,-383471,-397907,14436,-722387,-16234,-127366,-76,-28678,0,1404,4976,-2440,-908,-7136,-38200,-10196,7092,12592,-65796,13984,132,13852,-144570
2022:Q4,-1536534,728,-702014,-731154,7072,-37164,5988,60876,-7632,-630168,-1697,-3501,-19948,-605022,-163532,-35184,-128348,-15592,-25956,-1536534,-1516958,666196,651820,14376,-855027,-3501,51256,-132,-7632,0,8648,-1720,-2440,188,2084,97396,3108,-6652,-17432,-24160,-4156,-49144,44988,125657
2023:Q1,-1133741,728,-973610,-1079378,19148,-17304,2988,84432,16503,-247571,15820,619,18240,-282250,41732,-21340,63072,1024,43956,-1133741,-73580,19206,-2042,21248,-897672,619,-43085,424,16507,-4,-11020,9896,100,192,-6840,18384,3112,6048,-64552,-15332,27116,-112,27228,-166346
